food,ingredient,seasoning
완전맛있는 차돌박이찜! 미소된장마요소스도 함께~,"차돌박이_10장,깻잎_5장,팽이버섯_1묶음,숙주나물_1주먹","미소된장_1큰숟갈,마요네즈_1숟갈,올리고당_1숟갈,다진마늘_0.5숟갈,고춧가루_0.3숟갈,청양고추_1개다진것,물_2숟갈"
