index,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
1157,"디지털영상편집디자인(프리미어,에펙)",더조은컴퓨터아트학원,35,1573320,20,45.3,26.0,08_문화 예술 디자인 방송,영상
1158,"디지털미디어콘텐츠(포토샵,일러스트,영상편집)디자이너 양성과정",인천구월그린컴퓨터아트학원,37,1629510,20,43.2,,08_문화 예술 디자인 방송,포토샵
1159,"시각영상편집디자인(일러스트,포토샵,프리미어,에펙,모션그래픽)양성과정",그린컴퓨터아카데미 부산,48,1067610,20,54.5,27.0,08_문화 예술 디자인 방송,포토샵
1160,게임콘텐츠제작,(주)세종교육,109,5420970,20,86.2,26.0,08_문화 예술 디자인 방송,게임
1161,(디지털디자인)웹퍼블리셔(프론트앤드)실무자양성,더조은컴퓨터아트학원,90,3859930,20,66.0,24.0,08_문화 예술 디자인 방송,디지털디자인
1162,스마트UX/UI디자인(웹퍼블리셔/웹&앱디자인)실무,그린컴퓨터아카데미,95,4270440,20,78.8,26.0,08_문화 예술 디자인 방송,
1163,디지털디자인(멀티미디어웹) 양성,(주)탑디자인학원,40,899040,10,55.4,39.0,08_문화 예술 디자인 방송,멀티미디어
1164,3D영상제작_원격보조훈련,방송정보국제교육원,76,3949560,25,79.9,25.0,08_문화 예술 디자인 방송,영상
1165,"게임 2D,3D 그래픽 제작 전문가 양성과정",서울게임아카데미부산학원,117,3645130,20,50.0,24.0,08_문화 예술 디자인 방송,게임
1166,"영상편집&모션그래픽제작(프리미어,에펙)",더조은아이티아카데미학원,38,1067610,20,32.9,32.0,08_문화 예술 디자인 방송,영상
1167,"디지털디자인(웹디자인, 웹퍼블리셔) 구직자 양성과정",그린컴퓨터아카데미 부천,95,4270440,20,70.5,,08_문화 예술 디자인 방송,웹디자인
1168,"[과정평가형] 실내건축기사 취득 과정 (인테리어, 캐드(CAD), 맥스(MAX)) B",강남 그린컴퓨터아카데미,151,5562000,20,66.0,27.0,08_문화 예술 디자인 방송,
1169,3D캐릭터애니메이션 마야 양성과정,청시지아카데미학원,28,1007000,10,26.7,25.0,08_문화 예술 디자인 방송,
1170,(디지털디자인)스마트기기 디지털디자인,나우직업전문학교,98,4188920,20,63.2,29.0,08_문화 예술 디자인 방송,디지털디자인
1171,[디지털디자인]스마트기기UXUI웹디자인&웹퍼블리셔 과정,굿잡아카데미컴퓨터아트학원,95,3764730,18,65.0,26.0,08_문화 예술 디자인 방송,웹디자인
1172,"[과정평가형 국가기술자격증 취득] 실내인테리어건축설계(캐드,맥스)",이젠아카데미평생교육원,114,4228000,20,83.9,26.0,08_문화 예술 디자인 방송,
1173,"시각영상편집디자인(일러스트,포토샵,프리미어,에펙,모션그래픽)양성과정",그린컴퓨터아카데미 부산,38,1067610,20,54.5,28.0,08_문화 예술 디자인 방송,포토샵
1174,"모바일 웹 & 앱디자인(웹퍼블리셔,jquery, vue.js) B",이젠아카데미평생교육원,97,4045680,20,87.2,26.0,08_문화 예술 디자인 방송,
1175,스마트 UX/UI 웹디자인,인천직업전문학교,86,3371400,20,63.8,28.0,08_문화 예술 디자인 방송,웹디자인
1176,영상을 활용한 UI/UX 웹디자인&웹퍼블리셔 A,하이미디어아카데미인재개발원,95,4270440,22,72.9,,08_문화 예술 디자인 방송,웹디자인
1177,"실내환경디자인(캐드,맥스) 실무자 양성 A",더조은컴퓨터아카데미,79,3539970,20,72.2,29.0,08_문화 예술 디자인 방송,
1178,유튜브 크리에이팅 영상편집(유투브동영상),서울IT직업전문학교,12,373860,20,27.3,41.0,08_문화 예술 디자인 방송,유튜브
1179,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,30.0,08_문화 예술 디자인 방송,포토샵
1180,2D그래픽자격취득(포토샵+일러스트),신세계회계컴퓨터전문학원,30,766280,10,32.1,31.0,08_문화 예술 디자인 방송,포토샵
1181,"컴퓨터그래픽스운용기능사 실기 자격취득(포토샵,일러스트,인디자인)",이젠아카데미,25,561900,20,48.0,27.0,08_문화 예술 디자인 방송,포토샵
1182,영상을 활용한 UI/UX 웹디자인&웹퍼블리셔,하이미디어컴퓨터디자인학원,95,4270440,25,77.1,26.0,08_문화 예술 디자인 방송,웹디자인
1183,"시각편집디자이너 입문과정(포토샵,일러스트,인디자인)",(주)울산KH정보교육원,40,899040,20,35.6,27.0,08_문화 예술 디자인 방송,포토샵
1184,"[플립드러닝] 디지털디자인(웹디자이너, 웹퍼블리셔) 양성과정(A)",인천 그린컴퓨터아카데미,87,4270440,20,72.7,25.0,08_문화 예술 디자인 방송,디지털디자인
1185,"디지털디자인-웹(WEB),앱(App)디자이너 양성과정",그린컴퓨터디자인학원,105,3933300,20,70.2,25.0,08_문화 예술 디자인 방송,디지털디자인
1186,[디지털디자인]UI/UX디자인 (반응형 웹디자인/웹퍼블리셔) 취업과정,안산 그린컴퓨터아카데미,101,4270440,20,76.6,23.0,08_문화 예술 디자인 방송,웹디자인
1187,"시각디자인 및 영상그래픽제작,편집",이젠컴퓨터아트서비스학원,57,955230,20,47.4,27.0,08_문화 예술 디자인 방송,시각디자인
1188,(게임콘텐츠제작)맥스(3DMAX)를 활용한 게임콘텐츠&영상디자인 양성과정,(주)누리마루학원,153,4766710,27,42.3,25.0,08_문화 예술 디자인 방송,게임
1189,[플립드러닝] 디지털디자인 스마트 UIUX 웹디자인(웹퍼블리셔) 양성과정,그린컴퓨터아카데미 성남,106,4270440,20,71.8,24.0,08_문화 예술 디자인 방송,웹디자인
1190,컴퓨터그래픽스운용기능사 취득 (실기),남승화직업전문학교,25,561900,15,50.0,36.0,08_문화 예술 디자인 방송,
1191,CAD 캐드실무능력평가(CAT) 2급 자격증,남승화직업전문학교,25,561900,15,50.0,34.0,08_문화 예술 디자인 방송,
1192,"영상편집(프리미어, 애펙) 디자인 제작",더조은아카데미,68,1517130,20,41.2,31.0,08_문화 예술 디자인 방송,영상
1193,"디지털미디어콘텐츠(포토샵,일러스트,영상편집)디자이너 양성과정",인천구월그린컴퓨터아트학원,37,1629510,20,43.2,,08_문화 예술 디자인 방송,포토샵
1194,"방송 영상제작(영상콘텐츠 기획, 촬영, 영상편집) 양성 훈련",(재)한국아이티교육재단 한국IT아카데미 구로,98,4407480,20,69.2,25.0,08_문화 예술 디자인 방송,영상
1195,ATC캐드마스터 1급 자격증 취득과정,남승화직업전문학교,20,449520,15,50.0,41.0,08_문화 예술 디자인 방송,
1196,"광고영상편집&모션그래픽(포토,일러,인디,프리미어,에펙,C4D)",윤성회계캐드컴퓨터학원,49,1236180,10,40.5,,08_문화 예술 디자인 방송,영상
1197,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,28.0,08_문화 예술 디자인 방송,포토샵
1198,"디지털 영상편집 (프리미어,애프터이펙트) 디자인과정",강남 그린컴퓨터아카데미,58,1629510,20,40.6,28.0,08_문화 예술 디자인 방송,영상
1199,"(멀티미디어콘텐츠제작) 영상 (프리미어,에프터이펙트) 크리에이터 과정 6 G",강남 그린컴퓨터아카데미,142,5296350,30,41.4,25.0,08_문화 예술 디자인 방송,멀티미디어
1200,"실내건축설계디자인[캐드(CAD),맥스(MAX)] 양성과정 (N.02)",강남 그린컴퓨터아카데미,135,4523290,20,66.0,25.0,08_문화 예술 디자인 방송,
1201,"[플립드러닝]멀티미디어콘텐츠제작 영상편집(프리미어,에프터이펙트,C4D)A",그린컴퓨터아트학원,105,5171730,20,33.3,27.0,08_문화 예술 디자인 방송,멀티미디어
1202,"영상 제작 (영상기획, 촬영, 영상편집) 양성 훈련 A4",(재)한국아이티교육재단 한국IT아카데미 구로,97,4407480,30,69.2,,08_문화 예술 디자인 방송,영상
1203,스마트UI/UX웹디자인(웹퍼블리셔)취업과정 E-1,그린컴퓨터아카데미 부산,95,4270440,20,63.4,,08_문화 예술 디자인 방송,웹디자인
1204,언리얼엔진게임개발자양성(게임기획&프로그래밍) B,재단법인 국제인재능력개발원,110,5420970,28,49.2,26.0,08_문화 예술 디자인 방송,게임
1205,"(디지털디자인) 스마트기기 UX/UI 디자인(디지털 앱, 웹디자인)양성과정",삼성직업전문학교,96,4180760,25,71.2,31.0,08_문화 예술 디자인 방송,웹디자인
1206,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,34.0,08_문화 예술 디자인 방송,포토샵
1207,"시각디자인-그래픽디자이너(포토샵, 일러스트레이터) 양성과정",그린컴퓨터아트학원,41,921510,20,47.4,29.0,08_문화 예술 디자인 방송,포토샵
1208,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,31.0,08_문화 예술 디자인 방송,
1209,편집(시각)디자인(포토샵+일러스트+GTQ자격증)과정,그린컴퓨터아카데미 신촌,38,1067610,20,53.7,27.0,08_문화 예술 디자인 방송,포토샵
1210,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,,08_문화 예술 디자인 방송,빅데이터
1211,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,34.0,08_문화 예술 디자인 방송,포토샵
1212,(게임콘텐츠제작)Unity 3D 게임 프로그래머 양성과정-1,주식회사경일게임아카데미,109,5420970,30,69.7,25.0,08_문화 예술 디자인 방송,게임
1213,[탑강] UX디자인 7가지 비밀,한국이러닝협회,40,149770,500,25.0,52.0,08_문화 예술 디자인 방송,
1214,[2020년 과정평가형자격]스마트UI/UX웹디자인(웹디자인기능사)B,이젠컴퓨터학원,75,3539400,20,77.8,25.0,08_문화 예술 디자인 방송,웹디자인
1215,"제품디자인 및 3D프린팅 제품설계제작(캐드,CAD,인벤터,MAX,포토샵)-B",(주)울산KH정보교육원,88,3933300,30,60.5,29.0,08_문화 예술 디자인 방송,포토샵
1216,(디지털디자인)디지털디자인 UIUX콘텐츠제작 전문가양성과정,경북산업직업전문학교,110,4270440,30,57.8,27.0,08_문화 예술 디자인 방송,디지털디자인
1217,"유튜브(Youtube)영상편집(프리미어, 에펙)양성과정",그린컴퓨터아카데미 신촌,31,781040,20,53.7,29.0,08_문화 예술 디자인 방송,유튜브
1218,"디지털미디어콘텐츠(포토샵,일러스트,영상편집)디자이너 양성과정",인천구월그린컴퓨터아트학원,37,1629510,20,43.2,27.0,08_문화 예술 디자인 방송,포토샵
1219,"영상제작&편집 디자인 입문과정(프리미어, 에프터이펙트,시네마4D)",그린컴퓨터아트학원,43,1869300,20,57.1,27.0,08_문화 예술 디자인 방송,영상
1220,"디지털 영상편집 (프리미어, 애프터이팩트) 취업전문과정",그린컴퓨터아트학원,58,1629510,20,61.5,26.0,08_문화 예술 디자인 방송,영상
1221,UI/UX 반응형 웹디자인&웹퍼블리셔 (디자인&코딩) 실무과정,그린컴퓨터아트학원,100,4270440,20,66.3,27.0,08_문화 예술 디자인 방송,웹디자인
1222,웹&멀티미디어 디자인,재단법인 이찬 경북직업전문학교,127,4270440,24,67.9,,08_문화 예술 디자인 방송,멀티미디어
1223,시각디자인GTQ자격취득(일러스트&포토샵),더조은아이티아카데미학원,20,758560,20,32.9,26.0,08_문화 예술 디자인 방송,포토샵
1224,3D프린터를 활용한 제품설계디자인,아성직업전문학교,86,3371400,22,81.0,27.0,08_문화 예술 디자인 방송,3D프린터
1225,색채응용 시각디자인(A),재단법인 이찬 경북직업전문학교,109,3652350,24,67.9,29.0,08_문화 예술 디자인 방송,시각디자인
1226,"영상편집&모션그래픽제작(프리미어,에펙)",더조은컴퓨터학원,24,1067610,20,38.1,29.0,08_문화 예술 디자인 방송,영상
1227,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,50,1123800,10,43.6,30.0,08_문화 예술 디자인 방송,포토샵
1228,(게임콘텐츠) 2D&3D 게임그래픽제작 실무자 양성 과정,(주)하우온라인게임스쿨,164,5420970,20,42.0,27.0,08_문화 예술 디자인 방송,게임
1229,(디지털디자인)반응형웹디자인(웹퍼블리셔)양성과정A-2,그린컴퓨터아카데미 부산,103,4270440,20,63.4,26.0,08_문화 예술 디자인 방송,웹디자인
1230,3D프린터활용 캐릭터목업제작 양성,비에이치쓰리디(BH3D)조형학원,60,2600000,20,48.3,30.0,08_문화 예술 디자인 방송,3D프린터
1231,"시각디자인 그래픽(포토샵, 일러스트)제작",더조은아카데미,49,921510,20,41.2,28.0,08_문화 예술 디자인 방송,포토샵
1232,"편집(시각)디자인(포토샵,일러스트) GTQ 자격증 취득 취업전문과정",그린컴퓨터아트학원,37,1067610,20,61.5,26.0,08_문화 예술 디자인 방송,포토샵
1233,"웹디자인(웹퍼블리셔)양성과정(포토,일러,Html5,CSS)",부산더조은직업전문학교,50,1123800,20,43.8,28.0,08_문화 예술 디자인 방송,웹디자인
1234,"[플립드러닝] 디지털디자인(웹디자이너, 웹퍼블리셔) 양성과정 A",그린컴퓨터아카데미,90,4270440,20,66.7,26.0,08_문화 예술 디자인 방송,디지털디자인
1235,환경디자인 양성과정,한양직업전문학교,101,3967010,21,58.3,28.0,08_문화 예술 디자인 방송,
1236,"웹디자인(웹표준, 반응형웹)제작자 양성과정",그린컴퓨터아트학원,58,1629510,20,47.4,,08_문화 예술 디자인 방송,웹디자인
1237,"3D 영상제작(영상편집, 모션그래픽, 영상그래픽) 전문가 양성 혼합훈련 1",(재)한국아이티교육재단 한국IT아카데미 구로,84,3861880,20,69.2,25.0,08_문화 예술 디자인 방송,영상
1238,"시각디자인(광고,편집디자인)전문가 양성과정(B)",그린컴퓨터아카데미 수원,95,3820920,22,64.2,25.0,08_문화 예술 디자인 방송,시각디자인
1239,"스마트기기UX&UI 디자인 (디지털 앱, 반응형 웹디자인, 웹표준)양성 혼합훈련",(재)한국아이티교육재단 한국IT아카데미 구로,86,4191970,20,78.1,,08_문화 예술 디자인 방송,웹디자인
1240,"유튜브(YouTube)디지털 영상편집(모션그래픽,프리미어,에펙)양성과정",그린컴퓨터아카데미 부산,58,1629510,20,54.5,,08_문화 예술 디자인 방송,유튜브
1241,"영상편집&모션그래픽제작(프리미어,에펙)",부산더조은직업전문학교,38,1067610,20,43.8,29.0,08_문화 예술 디자인 방송,영상
1242,UI/UX 반응형 웹디자인&웹퍼블리셔(디자인&코딩) 양성과정 (N.07),강남 그린컴퓨터아카데미,99,4270440,30,66.0,25.0,08_문화 예술 디자인 방송,웹디자인
1243,"시각디자인 및 영상그래픽제작,편집",이젠컴퓨터아트서비스학원,34,955230,20,47.4,29.0,08_문화 예술 디자인 방송,시각디자인
1244,(디지털디자인)스마트기기UIUX앱&웹디자인,더조은컴퓨터학원,85,4187900,20,66.2,24.0,08_문화 예술 디자인 방송,웹디자인
1245,스마트 혼합 UI/UX 반응형 웹디자인 및 퍼블리셔과정Ⅰ,연희직업전문학교,90,4192990,20,72.5,27.0,08_문화 예술 디자인 방송,웹디자인
1246,"3D 환경인테리어 디자인(캐드,3DMAX,실내건축,스케치업)(C)",이젠아카데미평생교육원,110,3371400,20,83.9,23.0,08_문화 예술 디자인 방송,
1247,[플립드러닝] 시각편집디자인(옥외광고) 양성과정A-1,그린컴퓨터아카데미 부산,86,3820920,20,63.4,25.0,08_문화 예술 디자인 방송,
1248,모바일 앱 & 웹디자인(웹퍼블리셔),이젠아카데미,88,3933300,20,66.7,25.0,08_문화 예술 디자인 방송,웹디자인
1249,"UX/UI 웹디자인 실무자 양성(웹퍼블리셔,프론트엔드)",더조은컴퓨터아카데미,90,4045680,20,72.2,,08_문화 예술 디자인 방송,웹디자인
1250,디지털디자인(웹디자인)구직자 양성과정,그린컴퓨터디자인학원,95,4270440,20,70.2,,08_문화 예술 디자인 방송,웹디자인
1251,"스튜디오 및 쇼핑몰사진촬영, 사진기능사취득과정",서울사진미디어컴퓨터학원,78,2083840,18,43.4,36.0,08_문화 예술 디자인 방송,쇼핑몰
1252,시각디자인(색채)양성과정,성심직업전문학교,109,3652350,15,60.0,27.0,08_문화 예술 디자인 방송,시각디자인
1253,반응형/웹퍼블리셔/프론트엔드 웹개발자(웹디자인),더휴먼컴퓨터아트아카데미,110,4270440,20,71.4,26.0,08_문화 예술 디자인 방송,웹디자인
1254,반응형 웹디자인 & 웹퍼블리셔 UI/UX 전문가,인천 그린컴퓨터아카데미,95,4270440,20,72.7,,08_문화 예술 디자인 방송,웹디자인
1255,(과정평가형)실내건축기능사(실내디자인) 취득과정B,그린컴퓨터아카데미 신촌,95,2802020,20,84.0,,08_문화 예술 디자인 방송,
1256,시각편집(포토샵+일러스트+인디자인)GTQ그래픽기술자격증 취득과정,노원 그린컴퓨터아카데미,32,899040,20,53.8,29.0,08_문화 예술 디자인 방송,포토샵
1257,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,32.0,08_문화 예술 디자인 방송,포토샵
1258,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,,08_문화 예술 디자인 방송,포토샵
1259,게임프로그래머양성,부산예일직업전문학교,108,5358660,30,43.7,24.0,08_문화 예술 디자인 방송,게임
1260,(디지털디자인) UI/UX 웹디자인&웹퍼블리셔(Adobe XD),하이미디어컴퓨터디자인학원,95,4270440,25,77.1,34.0,08_문화 예술 디자인 방송,웹디자인
1261,반응형웹디자인&웹퍼블리셔 취업과정 D-1,그린컴퓨터아카데미 부산,95,4270440,20,63.4,,08_문화 예술 디자인 방송,웹디자인
1262,그래픽기술자격(GTQ)취득,옥동컴퓨터학원,25,421420,11,38.5,28.0,08_문화 예술 디자인 방송,
1263,스마트기기 UI/UX 웹디자인,이젠컴퓨터학원,88,3933300,20,64.3,26.0,08_문화 예술 디자인 방송,웹디자인
1264,환경(실내건축)디자인 양성과정,그린컴퓨터아트학원,89,3989490,20,76.9,,08_문화 예술 디자인 방송,
1265,(게임콘텐츠제작)게임그래픽디자이너양성(2D)_온라인혼합,부산예일직업전문학교,85,4237080,30,43.7,28.0,08_문화 예술 디자인 방송,게임
1266,코딩을 활용한 디지털웹디자인(UI&UX),이젠컴퓨터아트서비스학원,120,3371400,20,65.2,,08_문화 예술 디자인 방송,웹디자인
1267,"시각영상편집디자인(일러스트,포토샵,프리미어,에펙,모션그래픽)양성과정",그린컴퓨터아카데미 부산,38,1067610,20,54.5,,08_문화 예술 디자인 방송,포토샵
1268,"(게임콘텐츠제작)게임그래픽(원화,모델링,애니메이션,이펙트)실무자양성",(주)누리마루학원,126,3925530,27,42.3,,08_문화 예술 디자인 방송,게임
1269,웹디자인&그래픽스운용기능사실기,셈틀회계캐드그래픽컴퓨터학원,40,1123800,15,80.0,26.0,08_문화 예술 디자인 방송,웹디자인
1270,"(시각디자인-GTQ취득)(포토샵1급,일러스트1급)그래픽디자인",신영진컴퓨터학원,27,455130,10,49.0,32.0,08_문화 예술 디자인 방송,포토샵
1271,방송영상콘텐츠제작(기획/촬영/편집/모션그래픽),방송정보국제교육원,122,5981760,30,70.9,,08_문화 예술 디자인 방송,영상
1272,스마트기기UIUX앱&웹디자인,더조은컴퓨터학원,95,4270440,20,66.2,,08_문화 예술 디자인 방송,웹디자인
1273,디지털디자인(스마트UX/UI 반응형 웹&앱디자인)양성과정,그린컴퓨터아트학원,95,4270440,20,90.0,27.0,08_문화 예술 디자인 방송,디지털디자인
1274,웹디자인(웹퍼블리셔)프론트앤드실무자양성_B,더조은컴퓨터아카데미,95,4270440,25,61.2,,08_문화 예술 디자인 방송,웹디자인
1275,"제품디자인 및 3D프린터 제품설계 제작(CAD,2D,3D)",연희직업전문학교,112,4377200,19,72.5,41.0,08_문화 예술 디자인 방송,3D프린터
1276,반응형 웹퍼블리싱&웹디자인 1차,(재)부산인재개발원 부산IT교육센터,109,4270440,30,65.0,31.0,08_문화 예술 디자인 방송,웹디자인
1277,"광고홍보 영상콘텐츠제작(프리미어,에프터이펙트,포토샵,일러스트)",이젠아카데미,60,1869300,20,60.5,27.0,08_문화 예술 디자인 방송,포토샵
1278,모바일 UI/UX 웹디자인,홍시디자인학원,36,1618270,22,89.4,25.0,08_문화 예술 디자인 방송,웹디자인
1279,"디지털영상편집디자인(프리미어,에프터이펙트,포토샵,일러스트)",이젠아카데미,58,1629510,20,48.0,,08_문화 예술 디자인 방송,포토샵
1280,온라인 광고콘텐츠제작(일러스트+포토샵),이젠아카데미,30,747720,20,60.5,,08_문화 예술 디자인 방송,포토샵
1281,게임 시스템 및 레벨기획 제작 양성과정,서울게임아트학원,120,2243160,14,51.1,26.0,08_문화 예술 디자인 방송,게임
1282,시각디자인 실무자 양성과정,아이씨에이일산컴퓨터학원,86,3090450,30,58.1,33.0,08_문화 예술 디자인 방송,시각디자인
1283,"영상편집&모션그래픽제작(프리미어,에펙)",더조은아이티아카데미학원,48,1067610,20,32.9,27.0,08_문화 예술 디자인 방송,영상
1284,온라인게임 프로그래밍 개발자 양성과정,쥬신게임개발학원,160,4984800,30,40.8,24.0,08_문화 예술 디자인 방송,게임
1285,"웹디자인기초,일러스트,포토샵,GTQ",(주)허브컴퓨터회계아트학원,40,899040,14,45.3,33.0,08_문화 예술 디자인 방송,웹디자인
1286,"유튜브(YouTube)디지털 영상편집(모션그래픽,프리미어,에펙)양성과정",그린컴퓨터아카데미 부산,58,1629510,20,54.5,,08_문화 예술 디자인 방송,유튜브
1287,게임 엔진 및 그래픽 프로그래밍 제작 양성과정,서울게임아트학원,120,2243160,20,51.1,23.0,08_문화 예술 디자인 방송,게임
1288,(제품디자인) 제품디자인 및 3D프린터용 제품설계실무,(재)한국직업능력교육원(구.열린직업전문학교),89,3933300,25,68.7,,08_문화 예술 디자인 방송,3D프린터
1289,영상을 활용한 UI/UX 웹디자인&웹퍼블리셔,하이미디어아카데미,95,4270440,20,95.2,,08_문화 예술 디자인 방송,웹디자인
1290,[탑강] UX디자인 7가지 비밀,한국이러닝협회,40,149770,500,25.0,,08_문화 예술 디자인 방송,
1291,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,,08_문화 예술 디자인 방송,
1292,"시각디자인(일러,포토,인디자인,GTQ자격증,컴퓨터그래픽스(실기))",이젠컴퓨터아트서비스학원,48,1348560,10,47.4,27.0,08_문화 예술 디자인 방송,시각디자인
1293,[플립드러닝] 시각디자인(옥외광고) 양성과정 A,그린컴퓨터아트학원,89,3820920,20,51.3,26.0,08_문화 예술 디자인 방송,시각디자인
1294,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,,08_문화 예술 디자인 방송,포토샵
1295,[플립드러닝] 멀티미디어콘텐츠제작(영상편집&웹제작)구직자과정,그린컴퓨터아트학원,106,5171730,20,81.5,26.0,08_문화 예술 디자인 방송,멀티미디어
1296,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,41.0,08_문화 예술 디자인 방송,포토샵
1297,디지털웹디자인(웹퍼블리셔),에듀윌 직업능력교육원 구로센터,80,2247600,20,53.3,,08_문화 예술 디자인 방송,웹디자인
1298,"[디지털웹디자인]그래픽디자인(일러스트,포토샵)",에듀윌 직업능력교육원 구로센터,40,899040,20,53.3,,08_문화 예술 디자인 방송,웹디자인
1299,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,40.0,08_문화 예술 디자인 방송,빅데이터
1300,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,,08_문화 예술 디자인 방송,포토샵
1301,"영상제작(영상편집, 모션그래픽, 영상촬영)양성 훈련 1",(재)한국아이티교육재단 한국IT아카데미 구로,97,4407480,20,69.2,,08_문화 예술 디자인 방송,영상
1302,3D프린터를 활용한 제품디자인 양성과정 B,다옴직업전문학교,125,4495200,25,81.3,34.0,08_문화 예술 디자인 방송,3D프린터
1303,[2020년 과정평가형자격]스마트UI/UX웹디자인(웹디자인기능사)A,주식회사 이젠컴퓨터아카데미,99,3539400,20,84.6,24.0,08_문화 예술 디자인 방송,웹디자인
1304,"[시각디자인] 광고편집(포토샵,일러스트,인디자인)",더조은컴퓨터아트학원,95,3708540,20,72.2,25.0,08_문화 예술 디자인 방송,포토샵
1305,쇼핑몰구축과 웹디자인실무,인컴트랜드평생교육원,49,1629510,20,76.3,,08_문화 예술 디자인 방송,웹디자인
1306,"[멀티미디어]광고영상콘텐츠(프리미어,에펙,영상편집)",이젠아카데미평생교육원,105,5234040,25,85.0,32.0,08_문화 예술 디자인 방송,멀티미디어
1307,(디지털디자인)반응형웹디자인(웹퍼블리셔)양성과정A-3,그린컴퓨터아카데미 부산,95,4270440,20,63.4,25.0,08_문화 예술 디자인 방송,웹디자인
1308,웹디자인(웹퍼블리셔)UIUX프론트앤드양성과정,더조은컴퓨터아카데미,84,3584920,20,72.2,28.0,08_문화 예술 디자인 방송,웹디자인
1309,"광고영상편집&모션그래픽(포토,일러,인디,프리미어,에펙,C4D)",윤성회계캐드컴퓨터학원,47,1236180,10,40.5,,08_문화 예술 디자인 방송,영상
1310,제품디자인실무(CAD+3D모델링),동양직업전문학교,88,3933300,20,76.5,27.0,08_문화 예술 디자인 방송,
1311,(시각디자인) [비전공/초보자] 옥외광고/출판편집 디자이너 양성과정,그린컴퓨터아카데미 부천,136,3820920,20,70.5,,08_문화 예술 디자인 방송,시각디자인
1312,[디지털디자인] UX/UI 디자인(웹디자인/웹퍼블리셔)전문가 과정A,하이미디어IT융합인재개발원,95,4270440,20,63.6,25.0,08_문화 예술 디자인 방송,웹디자인
1313,스마트UXUI 디자인과정,한울직업전문학교,109,4270440,25,60.4,24.0,08_문화 예술 디자인 방송,
1314,[디지털디자인]UI/UX 반응형 웹디자인&웹퍼블리셔 실무전문과정-B,그린컴퓨터아트학원,95,4270440,20,76.9,,08_문화 예술 디자인 방송,웹디자인
1315,영상제작,서울방송아카데미,90,3364740,20,62.5,,08_문화 예술 디자인 방송,영상
1316,스마트 반응형 웹 디지털디자인,중앙직업전문학교,118,4270440,22,69.1,27.0,08_문화 예술 디자인 방송,디지털디자인
1317,"[과정평가형]실내건축산업기사(3D인테리어, 캐드, 스케치업) B",이젠아카데미,88,4228000,24,66.7,26.0,08_문화 예술 디자인 방송,
1318,[디지털디자인]모바일 UI/UX 반응형 웹디자인 & 웹퍼블리셔,이젠IT컴퓨터아카데미,98,4192990,20,70.0,25.0,08_문화 예술 디자인 방송,웹디자인
1319,"영상편집(프리미어,에프터이펙트) 전문가 양성",인천 그린컴퓨터아카데미,49,1629510,20,45.5,,08_문화 예술 디자인 방송,영상
1320,"영상편집(2D그래픽, 프리미어, 에프터이펙트)전문가과정",그린컴퓨터아카데미 수원,39,1067610,22,45.3,34.0,08_문화 예술 디자인 방송,영상
1321,"(게임콘텐츠제작)게임그래픽(원화,모델링,애니메이션,이펙트)실무자양성",(주)누리마루학원,126,3925530,27,42.3,,08_문화 예술 디자인 방송,게임
1322,(디지털디자인) 반응형웹&영상 디자이너 양성과정,은곡직업전문학교,109,4270440,20,81.8,,08_문화 예술 디자인 방송,영상
1323,디지털디자인(멀티미디어웹) 양성,(주)탑디자인학원,42,899040,10,55.4,,08_문화 예술 디자인 방송,멀티미디어
1324,2D그래픽자격취득(포토샵+일러스트),신세계회계컴퓨터전문학원,30,766280,10,32.1,,08_문화 예술 디자인 방송,포토샵
1325,"UI/UX 웹디자인 실무자 양성(웹퍼블리셔,프론트엔드)(비)A",더조은컴퓨터아트학원,79,3859930,20,69.8,24.0,08_문화 예술 디자인 방송,웹디자인
1326,UI/UX 반응형 웹디자인&웹퍼블리셔(디자인&코딩) 양성과정 (N.09) G,강남 그린컴퓨터아카데미,127,4270440,30,66.0,,08_문화 예술 디자인 방송,웹디자인
