,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
710,가죽공예 가방제작 전문가반Ⅰ,골든핸즈학원,26,1543470,10,,,인천,미추홀구
711,플로리스트 트랜드 상품 디자인,오면꽃예술학원,10,557970,13,32.9,39,서울,마포구
712,"플로리스트 양성 과정(절화,분화,기능사 자격증 실기)",혜인즈블라썸플로리스트화훼학원,36,1992750,12,25.4,28,서울,강남구
713,플로리스트 취업 실무,제이플로리스트학원,12,765210,12,28.3,46,서울,서초구
714,플로리스트 종합과정(프리저브드/꽃다발/웨딩/조화),플로리스트 파크(Florist Park) 바리스타 파크(Barista Park)학원,16,908690,20,35.5,40,서울,송파구
715,꽃다발포장과 상품기획,오브(Aube)학원,12,880410,12,,,경남,창원시
716,유러피안 스타일링 양성과정,론다플라워아카데미학원,12,557970,10,,37,서울,관악구
717,화훼장식기능사 국가자격증 (실기),오면꽃예술학원,23,637680,13,32.9,,서울,마포구
718,"출판편집디자인(일러스트,포토샵,인디자인)(B)",이젠아카데미평생교육원,88,4401600,20,84.8,,서울,서초구
719,(과정평가형)귀금속가공기능사 취득과정,(재)로이교육재단 경문실용전문학교,88,5742100,30,80.8,,인천,부평구
720,"컴퓨터그래픽스(포토샵,일러스트,인디자인)",이젠컴퓨터학원,25,628800,20,,32,경기,구리시
721,보석디자인 및 귀금속가공양성과정(A),성심정보직업전문학교,123,5781620,20,81.8,38,전북,익산시
722,주얼리 캐드 기초 양성과정,윤쥬얼리학원,32,859040,9,40.6,28,서울,서초구
723,"플로리스트 양성 과정(꽃다발,꽃바구니)",란스플로리스트꽃꽂이학원,12,502600,13,36.9,,서울,송파구
