,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
824,제과제빵기능자 자격증 취득과정,신현대직업교육학원,48,1629600,10,,30,인천,부평구
825,제과제빵 자격증과 디저트 과정,종로호텔제과직업전문학교,60,1631280,20,48.3,28,서울,종로구
826,제과기능사+제빵기능사취득과정(이론+실기),제일요리아카데미학원,42,1141890,10,,33,강원,춘천시
827,천연발효건강빵,종로호텔제과직업전문학교,24,489380,20,48.3,39,서울,종로구
828,디저트_케이크 실무양성과정,(주)상록호텔조리직업전문학교,40,951580,20,60.5,41,인천,계양구
829,제과제빵기능사과정(이론+실기),부산제과기술학원,48,1305020,18,52.1,29,부산,부산진구
830,제과제빵이론과실기,국제커피제과직업전문학원,48,1305020,18,,31,경기,수원시
831,제과제빵기능사 취득(이론+실기),라임요리제과제빵학원,46,937980,15,45.9,31,대구,북구
832,제과제빵기능사자격증취득과정,오산호텔요리제과제빵학원,28,1107910,9,61.8,34,경기,오산시
833,제과-케익데코레이션&디저트실무과정,한국외식제과직업전문학교,34,924390,15,44.9,34,대구,중구
834,케이크데코실무반,종로호텔제과직업전문학교,20,407820,20,48.3,30,서울,종로구
835,제과디저트 및 커피음료 실무과정,둔산음식나라조리제과커피학원,38,990000,11,47.7,37,대전,서구
836,제빵기능사 자격취득과정(실기),TopChef(탑쉐프)요리학원,24,570940,10,,47,광주,북구
837,제과 및 제빵기능사 취득과정,에프비아이제과제빵커피학원,44,1196270,20,35.3,34,경기,고양시
838,제과제빵기능사취득,광산음식나라조리학원,54,1264240,10,40,29,광주,광산구
839,제빵&제과기능사 자격증 취득,궁전요리제빵미용직업전문학교,45,1223460,18,60.7,36,전북,전주시
840,제과&제빵자격증취득및 취업과정,한국외식제과직업전문학교,55,1495340,18,44.9,30,대구,중구
841,천연효모발효빵,신사제과제빵학원,15,509770,10,23.9,37,서울,강남구
842,제과제빵기능사 취득과 케이크데코,한양요리제빵직업전문학교,59,1604090,18,45.8,30,경기,구리시
843,제과 디저트 실무,신사제과제빵학원,25,509770,10,23.9,40,서울,강남구
844,제과제빵기능사 및 케이크디자이너2급 자격증 취득 실무 과정,대전음식나라조리제과제빵학원,60,1631280,16,36.7,27,대전,중구
845,"구움과자 디저트과정(마카롱,에클레어,슈,타르트,쉬폰,파운드)",한솔요리커피제과제빵아카데미,26,693290,12,47.8,37,서울,노원구
846,제과.제빵.케익 데코레이션 기능인 양성과정,부산제과기술학원,47,1916750,20,52.1,35,부산,부산진구
847,제과제빵기능사 실기 및 케이크데코레이션,한솔요리제과제빵아카데미,40,1087520,28,32.7,33,서울,서초구
848,제과 및 제빵기능사 자격 취득과정(이론+실기),이성실요리커피제빵학원,45,1223460,12,31.7,36,대구,북구
849,쁘띠케이크 디저트카페메뉴 실무과정,둔산음식나라조리제과커피학원,17,746900,16,47.7,43,대전,서구
850,제과제빵기능사 자격취득과정,세종제과제빵바리스타학원,40,1359400,20,,40,세종,
851,베이커리자격증(제빵+제과),한솔요리커피제과제빵아카데미,50,1359400,20,47.8,36,서울,노원구
852,제과제빵기능사(이론+실기)자격 취득과정,서울현대직업전문학교,34,1155490,20,,36,서울,영등포구
853,제과제빵 자격증 취득과정 (실기),한주요리제과커피직업전문학교,40,1019550,14,50,34,경기,부천시
854,케이크데코레이션과정,대구제과제빵커피학원,40,1087520,18,47.1,35,대구,중구
855,디저트&케이크디자이너 양성과정,베이커탑제과커피직업전문학교,40,815640,12,53.6,40,경기,의정부시
856,제과 제빵기능사 및 떡제조기능사 자격취득 (실기)과정,군산명문요리직업전문학교,42,1141890,20,,41,전북,군산시
857,제과제빵기능사 자격취득과정(실기),춘천요리제과제빵학원,46,1094310,18,37.5,43,강원,춘천시
858,제과기능사자격취득과정(이론+실기),광양요리제과직업전문학교,40,815640,10,82.4,35,전남,광양시
859,제과제빵기능사 자격증 취득과정(이론+실기),충주제빵커피학원,50,1459400,18,,40,충북,충주시
860,제과제빵기능사취득(실기)과정,명성요리제과제빵학원,40,1087520,16,,31,전북,군산시
861,케익/제과카페디저트실무,봄뜰제과제빵학원,46,937980,12,50,37,부산,사하구
862,제과기능사 자격증반 실업자과정,하이밀제과제빵학원,20,407820,10,,34,울산,북구
863,고급 제과 마스터과정,한국제과직업전문학교,45,1223460,20,46.2,37,서울,영등포구
864,제과제빵과 케이크데코레이션,경기외식직업전문학교,65,1767220,15,51.4,32,경기,수원시
865,제과제빵기능사 자격증 취득 및 케이크데커레이션,현대제과제빵요리전문학원,48,1631280,18,38.8,34,울산,남구
866,천연 발효빵 과정,궁전제과(주)광주제과기술학원,24,570940,15,48.5,43,광주,북구
867,"제과제빵 기능사 자격증 취득,취업과정(필기+실기)",서울현대직업전문학교 디지털구로캠퍼스,27,1101110,20,61.6,30,서울,구로구
868,"케이크데코레이션(레터링,플라워,캐릭터,입체,슈가케이크)",티니케익아트학원,25,799700,15,37.5,33,서울,성동구
869,앙금플라워데코레이션(떡케이크),티니케익아트학원,25,799700,15,37.5,32,서울,성동구
870,"케이크데코레이션과 디저트실무(버터플라워,앙금플라워 포함)",경기외식직업전문학교,45,1223460,15,51.4,36,경기,수원시
871,제과제빵기능자 자격증 취득과정,신현대직업교육학원,30,1629600,10,,28,인천,부평구
872,케이크와 디저트 양성반,종로호텔제과직업전문학교,25,679700,16,48.3,37,서울,종로구
873,(제과기능사+제빵기능사)자격증 과정,궁전요리제빵직업전문학교,44,1196270,20,48.4,30,전북,전주시
874,"제과기능사 취득(실기) 및 카페디저트 실무(마카롱, 타르트, 보틀 케이크)",한국조리사관직업전문학교,22,897200,20,42.1,33,서울,금천구
875,"제과기능사,제빵기능사 자격증 취득과정(이론+실기)",엠제빵커피학원,38,1033140,15,25.9,36,울산,남구
876,과정평가형 제빵기능사,효성직업능력개발원,72,3596540,20,,33,대구,달서구
877,떡제조 기능사 자격증 취득 (이론+실기),한국조리사관직업전문학교,20,407820,20,42.1,40,서울,금천구
878,제과제빵기능사 자격취득과정 (이론+실기),이화푸드조리제빵학원,48,1305020,16,49.1,35,대전,서구
879,제빵기능사 취득과정(이론+실기),경기제과제빵학원,30,815640,18,,36,경기,남양주시
880,천연 발효종을 활용한 제빵실무,한국제과직업전문학교,50,1359400,20,46.2,35,서울,영등포구
881,제과제빵기능사 취득과정(이론+실기),해성요리제과제빵학원,55,1495340,20,41.7,33,인천,미추홀구
882,제과제빵기능사및케이크,은성제과제빵커피학원,60,1631280,12,42.9,35,경남,김해시
883,제과.제빵기능사 과정,부산제과기술학원,57,1549710,18,52.1,28,부산,부산진구
884,제빵및제과기능사(이론+실기),김희진 요리제과제빵바리스타 학원,50,1359400,15,47.1,38,강원,춘천시
885,제과실기와 파티시에,한솔요리아카데미 강동,34,729700,14,47.9,35,서울,강동구
886,"제과 베이커리 디저트실무(케익,구움과자)",한솔제과제빵커피바리스타학원,45,1263460,20,40.4,37,서울,종로구
887,제과제빵 베이커리 실무 과정,에프비아이제과제빵커피학원,44,1196270,20,35.3,42,경기,고양시
888,제빵기능사취득(실기)및 천연발효빵+유럽건강빵과정,한솔제과제빵커피바리스타학원,35,951580,16,40.4,43,서울,종로구
889,(과정평가형) 제과기능사,아트요리제과제빵바리스타학원,75,4281600,20,,47,울산,중구
890,"구움과자 쁘띠디저트(마카롱,에클레어,슈,타르트,쉬폰,파운드)",티니케익아트학원,25,829700,15,37.5,35,서울,성동구
891,"파티케이크(레터링,플라워,숫자케이크&마카롱)",티니케익아트학원,25,859700,15,37.5,34,서울,성동구
892,제과 및 제빵기능사 취득과정,에프비아이제과제빵커피학원,44,1196270,20,35.3,36,경기,고양시
893,제과디저트 실무과정,한국호텔관광실용전문학교,60,1223460,20,69,34,경기,안산시
894,제빵기능사 자격증 취득과정(필기+실기),한국음식문화직업전문학교,27,734070,18,54.3,34,경기,성남시
895,제과기능사 자격증 취득과정(이론+실기),올리브요리제과커피학원,38,774850,15,,33,경남,창원시
896,"케이크데코레이션과 디저트실무(버터플라워,앙금플라워 포함)",경기외식직업전문학교,45,1223460,15,51.4,34,경기,수원시
897,제과기능사 제빵기능사 자격증 취득과정(이론+실기),뉴브레인직업전문학교,28,1141890,15,,33,서울,구로구
898,제과 카페디저트 실무반,한주요리제과커피직업전문학교,28,761260,14,50,35,경기,부천시
899,제과제빵기능사취득과정(이론+실기),김상엽제과제빵학원,42,1141890,10,31.3,35,서울,도봉구
900,제과제빵자격증대비반(이론/실기),수영제과제빵직업전문학교,45,1223460,24,50.6,32,부산,수영구
901,제과제빵기능사취득과정,(주)한국외식조리직업전문학교 연수점,70,1427370,27,52.5,33,인천,연수구
902,(실기)제과.제빵기능사+케이크 데코레이션 과정,엠제빵커피학원,43,1169080,18,25.9,37,울산,남구
903,떡 제조기능사 자격 취득과정(이론+실기),이화푸드조리제빵학원,20,543760,18,49.1,35,대전,서구
904,제과기능사 자격 취득과정(이론+실기),마산제과제빵전문학원,30,611730,20,30.5,35,경남,창원시
905,제과제빵 자격증과 천연발효빵,종로호텔제과직업전문학교,60,1631280,20,48.3,36,서울,종로구
906,"20_디저트(마카롱,타르트,쿠키)와 바리스타 자격 취득",한국조리사관직업전문학교,15,679700,20,42.1,29,서울,금천구
907,제과디저트 및 커피음료 실무과정,둔산음식나라조리제과커피학원,39,990000,11,47.7,37,대전,서구
908,제과제빵 실기 자격증취득 및 케익데코,한솔제과제빵커피바리스타학원,54,1087520,20,40.4,35,서울,종로구
909,제과기능사실무과정,수원외식관광직업전문학교,32,870010,15,80.3,40,경기,수원시
910,제과제빵 케이크 현장실무(제빵기능사+제과기능사+케익데코),간석외식직업전문학교,60,1631280,15,38.5,25,인천,남동구
911,케이크디자이너 자격증취득하기,궁전요리제빵미용직업전문학교,36,958370,18,60.7,32,전북,전주시
912,제과 및 제빵기능사 자격증 취득(실기)과정,군산명문요리직업전문학교,35,944780,20,,41,전북,군산시
913,제과제빵기능사취득(실기)과정,명성요리제과제빵학원,40,1087520,16,,41,전북,군산시
914,케이크디자이너 및 초콜릿마스터 자격증취득,한국제과직업전문학교,45,1223460,20,46.2,32,서울,영등포구
915,케이크데코레이션과정,대구제과제빵커피학원,40,1087520,18,47.1,31,대구,중구
916,제과제빵기능사 및 케이크디자이너 자격증취득,현대제과제빵요리전문학원,48,1604090,18,38.8,38,울산,남구
917,"(이론+실시) 제과,제빵기능사 자격취득",뉴영남요리제과제빵아카데미,49,1332210,9,25,29,경남,진주시
918,제과제빵기능사취득과정,(주)한국외식조리직업전문학교 연수점,70,1427370,27,52.5,33,인천,연수구
919,제과&제빵자격증취득및 취업과정,한국외식제과직업전문학교,55,1495340,18,44.9,,대구,중구
920,제과제빵 기능사 및 케익데코 디저트 과정,서울호텔제과제빵요리직업전문학교,56,1712840,20,50.7,31,서울,광진구
921,제빵기능사 자격 취득과정(이론+실기),마산제과제빵전문학원,30,815640,20,30.5,37,경남,창원시
922,제과기능사+제빵기능사취득과정(이론+실기),제일요리아카데미학원,42,1141890,10,,43,강원,춘천시
923,제빵 제과 자격증 취득과정,통영제과제빵커피전문학원,44,1325410,16,,,경남,통영시
924,떡제조기능사취득과정,논현요리제과커피학원,25,679700,18,27.3,38,인천,남동구
925,제과제빵 자격증과 케이크데코,종로호텔제과직업전문학교,60,1631280,20,48.3,31,서울,종로구
926,제빵자격증취득과정,한국호텔직업전문학교,22,598130,20,,41,서울,서초구
927,케이크와 디저트 양성반,종로호텔제과직업전문학교,25,679700,16,48.3,34,서울,종로구
928,제과기능사 취득과정(이론+실기),경기제과제빵학원,25,679700,18,,32,경기,남양주시
929,"제과제빵 기능사 자격증 취득,취업과정(필기+실기)",서울현대직업전문학교 디지털구로캠퍼스,27,1101110,20,61.6,34,서울,구로구
930,천연효모발효빵,신사제과제빵학원,15,509770,10,23.9,42,서울,강남구
931,제과제빵기능사 자격취득과정 (이론+실기),이화푸드조리제빵학원,48,1305020,16,49.1,39,대전,서구
932,제과제빵기능사취득과정(이론+실기),한국호텔관광실용전문학교,64,1305020,20,69,37,경기,안산시
