,과정명,학원명,기간,훈련비,정원,취업률,연령대
0,웹디자인&퍼블리셔 구직자과정,세잔IT직업전문학교,123,4158060,30,94.1,25
1,모바일게임디자이너 양성과정,시드학원,120,2243160,20,,
2,"컴퓨터그래픽(포토샵,일러스트) GTQ자격증취득",이음컴퓨터디자인학원 영대점,40,674280,10,,32
3,시각편집디자이너양성(포토샵+일러스트+인디자인+포트폴리오),하우디자인캐드학원,48,1067610,10,43.9,29
4,"멀티미디어콘텐츠개발(프리미어,에프터이펙트)",더조은컴퓨터아트학원,95,4735560,20,,26
5,"그래픽실무(포토샵,일러스트,인디자인)",배움회계캐드컴퓨터학원,30,674280,10,43.6,
6,디자인편집과영상그래픽편집,배움회계캐드컴퓨터학원,50,1123800,10,43.6,29
7,"환경디자인 실내건축전문가(캐드, 맥스, 스케치업)",이젠아카데미,75,3371400,20,66.7,25
8,그래픽디자인자격증취득(GTQ-포토샵1/일러스트1급/인디자인1급 ),크린컴퓨터학원,35,872340,10,35.6,30
9,웹퍼블리셔(웹디자인)UI/UX 프론트앤드 양성과정,더조은퍼스트컴퓨터바리스타학원,95,4270440,20,63,26
10,"게임그래픽(원화,모델링,애니메이션,이펙트)실무자 양성",하이미디어컴퓨터학원,84,4174770,22,46.7,26
11,(과정평가형 자격)실내건축산업기사 취득과정(B반),(주)혜인산업교육원 충남직업전문학교,83,3708540,20,,33
12,디지털디자인(웹&멀티미디어) 양성,(주)탑디자인학원,40,899040,10,55.4,25
13,"디지털영상편집디자인(프리미어,에펙)",이젠아카데미컴퓨터학원,70,1573320,25,,25
14,웹디자인기능사,세잔컴퓨터디자인학원,124,4158060,20,,32
15,시각디자인B,(재)이찬 경남직업능력개발원,115,4495200,22,61.8,
16,UI/UX 웹디자인(웹퍼블리셔),하이미디어IT융합인재개발원,99,4270440,20,63.6,26
17,UI/UX 디자인(웹퍼블리셔),더조은아카데미,92,3596160,20,60.3,22
18,과정평가형 웹디자인기능사,인천직업능력교육원,91,3579303,30,70.4,29
19,2D도면작도와3D투시도제작,에꼴디자인학원,45,1011420,10,,23
20,포토샵&영상편집(프리미어/에펙),윤성회계캐드컴퓨터학원,30,674280,15,40.5,39
21,유니티(Unity) 프로그래밍 시작하기,(사)한국디지털컨버전스협회,28,56700,500,,
22,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,110700,500,33.3,39
23,IT기기 활용을 위한 e-Book과 app-Book,사단법인 한국에듀테크산업협회,28,56700,500,33.3,
24,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,212700,500,25,
25,"[원격+집체훈련] 영상 모션 편집(포토샵, 프리미어, 애프터이펙트)",(사)한국디지털컨버전스협회,62,1214560,500,41,
26,멀티미디어 콘텐츠 제작 전문가 되기,사단법인 한국에듀테크산업협회,28,56700,500,,
27,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,56700,500,33.3,
28,시각편집디자이너양성(포토샵+일러스트+인디자인+포트폴리오),하우디자인캐드학원,48,1067610,10,43.9,28
29,그래픽스 운용기능사 실기[포토샵/일러스트/인디자인],신세계회계컴퓨터전문학원,30,747720,10,,31
30,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,30
31,웹 드라마 등 영상연출 양성,라온영상예술원학원,105,4808160,22,66.7,38
32,어트랙션 기반 VR 콘텐츠 개발 프로젝트 과정 (NCS),메디치교육센터 평생교육시설,99,9961760,20,,26
33,"스마트UI/UX디자인 (웹디자인, 웹퍼블리셔)",이젠아카데미컴퓨터학원,90,4045680,20,,26
34,게임 그래픽 콘텐츠 디자이너 융합과정,(주)누리마루학원,125,3894370,25,42.3,24
35,"디지털영상편집디자인(프리미어,에펙)",이젠컴퓨터학원,35,1573320,20,,29
36,"영상편집&모션그래픽제작(프리미어,에펙)",더조은컴퓨터학원,30,1348560,20,38.1,29
37,"영상편집&모션그래픽제작(프리미어,에펙)",더조은아이티아카데미학원,48,1067610,20,32.9,30
38,디지털디자인[포토샵/일러스트레이터]초급자 양성,디앤디컴퓨터학원,40,899040,20,50,31
39,게임그래픽 콘텐츠 제작자 양성,더조은아카데미,80,3987840,20,47.1,26
40,디지털디자인 UI/UX 콘텐츠제작,경북산업직업전문학교,112,4270440,25,57.8,28
41,"디지털영상편집디자인(프리미어,에펙)-디지털디자인",주식회사 이젠컴퓨터아카데미,35,1573320,20,60.4,26
42,스마트기기UI/UX디자인 양성과정,국제컴퓨터아카데미,100,4495200,20,,24
43,시각디자인GTQ자격취득(일러스트&포토샵),부산더조은직업전문학교,32,899040,20,43.8,
44,3D프린팅운용 및 모형설계제작양성과정,성심정보직업전문학교,118,3989490,20,76.5,30
45,영상편집&유튜브 동영상 제작,더조은아카데미,50,1557750,20,,30
46,"영상편집, 영상CG, 모션그래픽 영상후반 제작자 양성훈련",(재)한국아이티교육재단 한국IT아카데미 구로,31,1495440,20,,29
47,"시각디자이너(일러스트레이터, 포토샵) 양성과정",그린컴퓨터아카데미 부천,25,561900,20,,30
48,코딩을 활용한 디지털웹디자인(UI&UX),이젠컴퓨터아트서비스학원,121,3371400,30,65.2,21
49,"시각출판편집디자인(옥외광고, 일러스트,포토샵, 인디자인) 양성과정 J-1",그린컴퓨터아카데미 부산,101,3820920,20,63.4,25
50,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,32
51,"영상편집(포토샵,일러스트,프리미어,에펙)+온라인(블로그,SNS)마케팅 실무",하이미디어아카데미,60,1869300,20,,27
52,디자인 양성(포토샵+일러스트&그래픽실무),이노직업전문학교,35,786660,20,38.7,45
53,"스마트 웹앱 UI/UX디자인 (반응형 웹디자인,웹퍼블리셔)양성과정",안산 그린컴퓨터아카데미,109,4984800,20,,25
54,스마트기기 UI/UX 웹디자인(웹퍼블리셔),이젠아카데미,88,3933300,20,66.7,24
55,웹퍼블리셔(UI/UX 반응형 웹디자인)양성과정,강남 그린컴퓨터아카데미,91,3933300,20,66,24
56,동화캐릭터일러스트_양성,서울일러스트아트학원,60,1495440,20,,
57,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49,29
58,"그래픽스운용기능사(일러스트,포토샵,인디자인)",센텀직업전문학교,25,561900,20,,29
59,"디지털디자인(웹디자인, 웹퍼블리셔) 전문가 양성과정",그린컴퓨터아카데미 부천,101,4270440,20,70.5,25
60,"시각디자인(일러,포토,인디자인,GTQ자격증,컴퓨터그래픽스(실기))",이젠컴퓨터아트서비스학원,48,1348560,10,47.4,28
61,"시각(옥외광고,편집)디자인",영진직업전문학교,98,3820920,25,83.6,29
62,웹디자인(웹퍼블리셔 디지털디자인)양성과정,그린컴퓨터아트학원,129,3933300,20,66.3,26
63,스마트앱미디어콘텐츠 제작과정,은곡직업전문학교,120,5234040,20,,29
64,"그래픽디자인(포토샵, 일러스트, GTQ1급)기초+활용과정",이젠아카데미컴퓨터학원,30,674280,20,38.5,32
65,반응형 웹표준디자인 전문가 양성,더조은아카데미,88,3933300,25,56.5,26
66,"영상 제작 (영상기획, 촬영, 영상편집) 양성 훈련 A1",(재)한국아이티교육재단 한국IT아카데미 구로,98,4407480,30,69.2,26
67,영상제작,서울방송아카데미,90,3364740,20,62.5,29
68,전자상거래 디자인 양성(오픈마켓&쇼핑몰창업),이노직업전문학교,50,1123800,20,38.7,42
69,유니티(Unity) 프로그래밍 시작하기,(사)한국디지털컨버전스협회,28,62370,500,,27
70,IT기기 활용을 위한 e-Book과 app-Book,사단법인 한국에듀테크산업협회,28,62370,500,33.3,
71,멀티미디어 콘텐츠 제작 전문가 되기,사단법인 한국에듀테크산업협회,28,62370,500,,
72,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,31
73,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25,24
74,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41,30
75,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,
76,"영상편집실무와 유튜브 동영상 제작(프리미어,에펙)",인컴트랜드평생교육원,35,1495440,20,,27
77,웹퍼블리셔(웹디자인)UI/UX프론트앤드양성과정,더조은컴퓨터아트학원,101,4270440,20,66,25
78,멀티미디어(광고)콘텐츠 실무 양성과정,부산부경직업전문학교,75,3738600,20,43.3,29
79,미디어 광고매체(유튜브 YouTube) 마케팅을 위한 영상광고콘텐츠 제작과정,하이미디어컴퓨터학원,61,1869300,22,,31
80,웹디자인(디지털디자인) 신규구직자 양성과정,그린컴퓨터아트학원,99,3764730,20,51.3,25
81,"게임그래픽 디자이너 양성과정 (2D원화,UI,3D)",(주)하우온라인게임스쿨,143,5420970,20,42,23
82,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,31
83,"에코실내건축디자인(캐드,3D MAX,인테리어,스케치업)",이젠아카데미평생교육원,76,3371400,20,83.9,23
84,웹디자인(웹퍼블리셔)UI/UX 프론트앤드 양성과정,부산더조은직업전문학교,95,4270440,20,,26
85,멀티미디어콘텐츠제작,평택직업전문학교,100,3738600,15,35,27
86,"시각디자인(일러스트,포토샵),GTQ자격취득",더조은컴퓨터아트학원,40,899040,20,40,26
87,"멀티미디어콘텐츠제작(프리미어,에프터이펙트,C4D) 크리에이터 과정 (N.07) G",강남 그린컴퓨터아카데미,100,4984800,30,41.4,26
88,스마트기기 UX/UI 디자인,그린컴퓨터아트학원,112,3764730,20,76.9,25
89,게임 프로그래밍 전문가 양성과정,서울게임아트학원,225,4205920,20,50,24
90,"게임 2D,3D 그래픽 제작 전문가 양성과정",서울게임학원,195,3645130,20,,23
91,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49,28
92,디지털 UI/UX 웹&앱디자인 양성과정,(주)미래인재개발원,103,4045680,24,23.1,30
93,멀티미디어광고홍보콘텐츠제작A,방송정보국제교육원,108,5296350,25,70.9,25
94,영상미디어콘텐츠제작,방송정보국제교육원,112,5483280,25,70.9,25
95,게임그래픽디자이너양성(3D그래픽),부산예일직업전문학교,95,4735560,30,43.7,25
96,디지털디자인 구직자 양성,광컴직업전문학교,101,3933300,20,,25
97,디자인편집과영상그래픽편집,배움회계캐드컴퓨터학원,50,1123800,10,43.6,25
98,인포그래픽(일러스트&포토샵),부산더조은직업전문학교,30,842850,20,43.8,
99,모바일 앱 & 웹디자인(웹퍼블리셔),이젠컴퓨터학원,88,3933300,20,61.5,24
100,"사진기능사자격증 취득 및 인물,제품사진촬영 및 리터칭과정",서울사진미디어컴퓨터학원,75,2003700,14,43.4,26
101,디지털웹디자인 및 웹퍼블리셔 양성,더조은컴퓨터아트학원,96,3933300,25,74.6,23
102,그래픽스 운용기능사 실기[포토샵/일러스트/인디자인],신세계회계컴퓨터전문학원,30,747720,10,,30
103,반응형 웹디자인(UI/UX)&퍼블리셔,이지디자인컴퓨터학원,84,2809500,20,70.8,28
104,영상을 활용한 UI/UX 웹디자인&웹퍼블리셔,하이미디어아카데미,95,4270440,20,95.2,24
105,스마트기기 UXUI 웹디자인&웹퍼블리셔 양성과정A,그린컴퓨터아트학원,104,4270440,20,77.3,25
106,스마트웹 디지털디자인,중앙직업전문학교,125,4270440,22,69.1,29
107,"그래픽스운용기능사(일러스트,포토샵,인디자인)",센텀직업전문학교,25,561900,20,,29
108,"3D마야(MAYA애니메이션, 영상CG, VFX)취업과정",강남 그린컴퓨터아카데미,88,4361700,20,41.4,23
109,인터렉티브 웹디자인(스마트기기 UIUX 디자인),이젠컴퓨터아트학원,88,3933300,20,73.8,25
110,3D공간디자인,중앙직업전문학교,126,4551390,22,69.1,30
111,멀티미디어콘텐츠제작(스마트웹&앱디자인),라인컴퓨터아트학원,113,5296350,30,65.4,23
112,스마트문화웹콘텐츠(웹퍼블리셔&앱디자인)양성과정,그린컴퓨터아카데미,111,4984800,20,69,26
113,웹디자인&쇼핑몰디자인양성,윤성회계캐드컴퓨터학원,120,3371400,20,,33
114,"영상편집&모션그래픽제작(프리미어,에펙)",더조은컴퓨터아트학원,38,1067610,20,,28
115,온라인게임 운영 및 프로그래밍 제작자 양성과정,아텐츠게임아카데미,143,5346190,30,54.4,24
116,반응형웹디자인&웹퍼블리셔 취업과정 D-1,그린컴퓨터아카데미 부산,104,4270440,20,63.4,25
117,3D그래픽을 활용한 제품디자인,창원직업전문학교,115,4495200,20,67.9,29
118,"멀티미디어콘텐츠개발(프리미어,에프터이펙트,3D모션그래픽)",부산더조은직업전문학교,100,4984800,20,53.5,28
119,"광고홍보콘텐츠제작(포토샵, 일러스트, 프리미어, 에프터이펙트)",이젠아카데미,52,1620060,20,60.5,24
120,"편집&시각디자인(포토샵,일러스트,포트폴리오)",더조은컴퓨터아트학원,43,842850,20,,34
121,"광고시각디자이너양성 및 자격증(GTQ, 컴그(실기))취득(일러,포토,인디자인)",이젠컴퓨터아트서비스학원,48,1348560,20,47.4,27
122,"웹디자인(웹퍼블리셔)양성 (HTML5,CSS3,Javascript,jQuery)",더조은퍼스트컴퓨터바리스타학원,50,1123800,20,35.2,26
123,"[디지털디자인]그래픽(일러스트,포토샵)",이젠컴퓨터2관학원,36,786660,20,,30
124,3D프린터를 활용한 제품설계디자인,아성직업전문학교,86,3371400,22,81,32
125,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,34
126,멀티미디어 콘텐츠 제작 전문가 되기,사단법인 한국에듀테크산업협회,28,62370,500,,47
127,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,
128,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25,26
129,"방송영상 및 모션그래픽(포토,일러,프리미어,에펙) 제작 전문가 양성",그린컴퓨터아트학원,64,1993920,20,56.4,29
130,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41,17
131,"디지털편집디자인(포토샵,일러스트,인디자인,E-BOOK)",더조은퍼스트컴퓨터바리스타학원,50,1123800,20,35.2,36
132,IT기기 활용을 위한 e-Book과 app-Book,사단법인 한국에듀테크산업협회,28,62370,500,33.3,
133,유니티(Unity) 프로그래밍 시작하기,(사)한국디지털컨버전스협회,28,62370,500,,
134,"스마트기기 UXUI 디자인 (디지털 앱, 웹디자인) 양성과정",아이씨에이일산컴퓨터아트학원,114,4270440,30,,25
135,스마트 웹디자인,신한양직업전문학교,78,3112920,20,69.2,25
136,"[원격+집체훈련] 영상 모션 편집(포토샵, 프리미어, 애프터이펙트)",(사)한국디지털컨버전스협회,62,1298550,500,41,
137,"디지털디자인 영상편집(일러스트, 포토샵, 프리미어, 에프터이펙트)",안산 그린컴퓨터아카데미,74,1629510,20,,25
138,웹표준과 접근성을 고려한 반응형 웹사이트 제작,(주)탑디자인학원,40,899040,10,55.4,25
139,웹디자인(웹퍼블리셔)프론트앤드실무자양성_C,더조은컴퓨터아카데미,95,4270440,20,61.2,25
140,스마트기기UX&UI디자인양성과정(웹디자인&디지털앱),레브아트컴퓨터학원,90,3933300,20,,31
141,"디지털영상편집디자인(프리미어,에펙)",더조은아이티아카데미학원,35,1573320,20,,30
142,"영상편집(프리미어,에프터이펙트) 전문가 양성",인천 그린컴퓨터아카데미,37,1629510,20,45.5,26
143,"영상편집 (포토샵, 일러스트,프리미어, 에펙) 양성과정",그린컴퓨터아카데미 성남,80,1993920,20,,32
144,( 웹디자인 ) 포토샵 일러스트 GTQ1급 자격증,두드림컴퓨터아카데미,30,674280,20,,32
145,3D캐릭터애니메이션 마야 양성과정,청시지아카데미학원,24,1007000,10,26.7,24
146,그래픽광고디자인양성과정,에꼴디자인학원,45,1011420,10,,23
147,"시각디자인(포토샵,일러스트) 양성과정",고양여성인력개발센터,17,382090,20,,46
148,광고사진가 양성 및 사진기능사 취득과정,뷰사진학원,76,1990340,10,,35
149,"컴퓨터그래픽디자인(일러스트, 포토샵) 양성과정",안산 그린컴퓨터아카데미,48,1067610,20,,24
150,"영상편집(프리미어,에펙)&유튜브크리에이터",더조은컴퓨터학원,24,1067610,20,38.1,31
151,"디지털영상편집디자인(프리미어,에펙)",이젠아카데미컴퓨터학원,50,1404750,20,,27
152,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정",이젠아카데미컴퓨터학원,33,730470,20,,29
153,"웹 기획 및 제작(디자인, html5, css3, javascript)",인천 그린컴퓨터아카데미,112,4984800,20,95.5,25
154,포토샵&영상편집(프리미어/에펙),윤성회계캐드컴퓨터학원,30,674280,15,40.5,31
155,"멀티미디어&영상편집(모션그래픽,프리미어,에프터이펙트)양성과정 H-1",그린컴퓨터아카데미 부산,114,5296350,20,39.7,26
156,"디지털영상편집디자인(프리미어,에프터이펙트)",(주)이젠컴퓨터아카데미안산,56,1573320,20,,30
157,디자인편집과 영상편집 유튜브크리에이팅,(주)하이미디어컴퓨터학원,60,1869300,20,,28
158,스마트기기 반응형 UI/UX디자인 전문가 양성(디지털디자인),연세직업전문학교,96,4270440,30,62.9,27
159,게임콘텐츠제작자(게임프로그래밍)양성과정B,주식회사경일게임아카데미,109,5420970,20,69.7,24
160,"영상편집(1인 유튜브,모션그래픽) 양성과정",그린컴퓨터아카데미,70,1573320,25,,28
161,스마트기기 UI/UX 웹디자인&웹퍼블리셔 양성과정,하이미디어컴퓨터학원,111,4270440,22,71.4,26
162,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49,26
163,"영상편집디자인 & 유튜브동영상(프리미어,에펙)",이젠컴퓨터학원,56,1573320,20,,26
164,게임콘텐츠제작,(주)세종교육,109,5420970,20,86.2,25
165,"멀티미디어콘텐츠(촬영, 영상편집, 모션그래픽, UI/UX 디자인)제작 양성 A1",(재)한국아이티교육재단 한국IT아카데미 구로,108,5296350,20,69.5,25
166,스마트기기 UXUI디자인 전문가 양성과정,SBS아카데미컴퓨터아트학원 수원점,120,3371400,20,,29
167,3D프린터기반 캐릭터목업제작 양성,비에이치쓰리디(BH3D)조형학원,60,2559500,20,48.3,30
168,"모바일 웹 & 앱디자인(웹퍼블리셔,jquery, vue.js)(A)",이젠아카데미평생교육원,90,4045680,20,83.9,24
169,"웹디자인 (디지털디자인,웹퍼블리셔) 구직자 양성과정",그린컴퓨터아트학원 안양,90,3933300,20,63.4,24
170,CAD 캐드실무능력평가(CAT) 2급 자격증,남승화직업전문학교,25,561900,15,50,30
171,디자인싱킹 활용 디지털디자인(웹디자인&웹퍼블리셔),하이미디어아카데미인재개발원,95,4270440,30,72.9,23
172,디자인편집과영상그래픽편집,배움회계캐드컴퓨터학원,50,1123800,10,43.6,
173,쇼핑몰구축과 웹디자인실무,인컴트랜드평생교육원,49,1629510,20,76.3,28
174,반응형/웹퍼블리셔/프론트엔드 웹개발자(웹디자인),더휴먼컴퓨터아트아카데미,110,4270440,20,71.4,25
175,"3D프린터를 활용한 제품디자인(캐드,맥스,라이노)_B",더조은컴퓨터아카데미,88,3933300,20,61.2,27
176,"스마트 웹 & 멀티미디어 콘텐츠 제작 (UI/UX 웹디자인, 영상편집)",연희직업전문학교,103,4984800,20,,26
177,"영상편집디자인 & 유튜브동영상(프리미어,에펙)",이젠아카데미컴퓨터학원,56,1573320,25,,27
178,언리얼엔진게임개발자양성(게임기획&프로그래밍) A,재단법인 국제인재능력개발원,109,5420970,28,49.2,24
179,"컴퓨터그래픽스 운용기능사 실기 취득과정(포토샵,일러스트,인디자인)",The국제직업전문학교,37,674280,20,,28
180,디지털디자인(웹디자인/일러스트/포토샵),(주)허브컴퓨터회계아트학원,40,899040,14,45.3,28
181,동화캐릭터일러스트_입문,서울일러스트아트학원,60,1495440,20,,31
182,"영상편집(프리미어, 애펙)&스마트앱콘텐츠제작 전문가 양성",더조은아카데미,84,4174770,25,47.1,27
183,디지털디자인 UI/UX웹디자인(웹퍼블리셔)취업과정 E-5,그린컴퓨터아카데미 부산,95,4270440,30,63.4,26
184,웹&디지털디자인제작과정,한울직업전문학교,109,4270440,25,60.4,24
185,시각편집(포토샵+일러스트+인디자인)GTQ그래픽기술자격증 취득과정,노원 그린컴퓨터아카데미,32,899040,20,53.8,26
186,"웹디자인(웹퍼블리셔)양성과정(일러스트,포토샵,Html5,CSS)",더조은컴퓨터아트학원,50,1123800,10,,24
187,스마트기기 UX/UI 웹&앱디자인-디지털디자인,주식회사 이젠컴퓨터아카데미,90,3933300,20,84.6,24
188,UI/UX 반응형 웹디자인&웹퍼블리셔(디자인&코딩) 양성과정 A,그린컴퓨터아카데미,95,4270440,20,66.7,26
189,웹디자인(웹퍼블리셔)프론트앤드실무자양성_A,더조은컴퓨터아트학원,95,4270440,20,69.8,25
190,영상편집(프리미어프로+애프터이펙트)&유튜브크리에이터,중앙직업전문학교,43,1869300,20,,
191,"디지털영상편집디자인(프리미어,에펙)",이젠컴퓨터아트학원,53,1573320,20,48.1,32
192,게임 2D 캐릭터 제작 및 UI/UX 제작 양성과정,서울게임아트학원,119,2224460,20,51.1,23
193,게임 3D그래픽 디자이너 양성과정,서울게임학원,124,2243160,20,58.9,23
194,디지털디자인(웹&멀티미디어) 양성,(주)탑디자인학원,40,899040,10,55.4,30
195,웹툰및동화캐릭터일러스트콘텐츠제작,서울일러스트미술학원,40,1495440,15,40,29
196,웹툰 및 게임 2D디자인 제작 양성과정,서울게임아트학원,120,2243160,12,51.1,23
197,"멀티미디어 광고영상콘텐츠(프리미어,에펙,영상편집)(A)",이젠아카데미평생교육원,105,5234040,20,,25
198,"디지털영상편집디자인 및 모션그래픽제작(포토샵,일러스트,프리미어,에펙)",(주)울산KH정보교육원,50,1123800,20,35.6,36
199,"웹퍼블리셔 전문가(html,CSS3,자바스크립트,제이쿼리 )",이젠IT컴퓨터아카데미,95,4270440,20,70,26
200,"영상편집&모션그래픽제작(프리미어,에펙)",더조은아이티아카데미학원,38,1067610,20,32.9,38
201,디자인편집과 영상그래픽(유튜브동영상),하이미디어컴퓨터디자인학원,60,1869300,25,,28
202,디지털디자인 웹퍼블리셔 양성과정,그린컴퓨터아트학원,95,4270440,20,68.4,25
203,색채를 활용한 시각디자인,(재)이찬 경남직업능력개발원,115,4495200,25,61.8,26
204,"광고영상콘텐츠(프리미어,에펙)&3D모션그래픽제작",더조은컴퓨터아트학원,50,1557750,20,,27
205,스마트디지털UI/UX앱&웹디자인,더조은컴퓨터학원,95,4270440,20,66.2,25
206,유니티(Unity) 프로그래밍 시작하기,(사)한국디지털컨버전스협회,28,62370,500,,
207,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,39
208,멀티미디어 콘텐츠 제작 전문가 되기,사단법인 한국에듀테크산업협회,28,62370,500,,33
209,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,
210,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25,46
211,[웹디자인] 포토샵&일러스트 GTQ1급 자격증 취득과정,이젠IT컴퓨터아카데미,30,674280,12,52.5,33
212,IT기기 활용을 위한 e-Book과 app-Book,사단법인 한국에듀테크산업협회,28,62370,500,33.3,51
213,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41,39
214,"시각편집디자이너 입문과정(포토샵,일러스트,인디자인)",(주)울산KH정보교육원,40,899040,20,35.6,32
215,"디지털디자인 영상제작(프리미어, 에프터이펙트)전문가양성과정",그린컴퓨터아트학원,59,1629510,20,,26
216,반응형퍼블리싱&웹디자인,(재)부산인재개발원 부산IT교육센터,109,4231100,25,65,26
217,"멀티미디어 콘텐츠 제작 (프리미어,에프터이펙트,C4D) 전문가 양성과정-A",그린컴퓨터아카데미 신촌,102,4984800,23,70.5,25
218,"멀티미디어콘텐츠제작(프리미어,에프터이펙트,C4D)양성과정",그린컴퓨터아카데미 부천,96,4361700,20,,24
219,시각디자인GTQ자격취득(일러스트&포토샵),더조은컴퓨터아트학원,40,899040,20,45.3,27
220,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정",이젠아카데미,20,561900,20,48,
221,"게임 2D,3D 그래픽 제작 전문가 양성과정",서울게임아카데미부산학원,117,3645130,20,50,23
222,"영상콘텐츠 제작(영상편집, 모션그래픽, 영상촬영) 실무자 양성 훈련 A1",(재)한국아이티교육재단 한국IT아카데미 구로,98,4407480,30,69.2,26
223,디지털디자인 웹디자인/웹퍼블리셔(반응형UI/UX디자인) 양성과정,안산 그린컴퓨터아카데미,90,3933300,20,76.6,23
224,(과정평가형)실내건축산업기사 자격취득 과정A,그린컴퓨터아카데미 신촌,93,4439400,20,84,25
225,"디지털영상편집디자인(프리미어,에펙)",인천더조은컴퓨터아트학원,40,1573320,20,,24
226,"3D프린터를 활용한 제품디자인(캐드,맥스,라이노) A",더조은컴퓨터아카데미,88,3933300,20,72.2,28
227,"그래픽 디자인(포토샵, 일러스트)",대화직업능력개발원,27,899040,10,52.8,28
228,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,28
229,"유튜브영상편집(프리미어,에펙,포토샵,일러스트레이터) 모션그래픽",그린컴퓨터아카데미광주학원,43,1869300,20,,24
230,"시각디자인(일러스트,포토샵)",더조은컴퓨터아트학원,34,758560,20,40,28
231,게임 프로그래밍 취업 정석 과정,(재)한국아이티교육재단 한국IT직업전문학교,125,5420970,20,32.9,26
232,"모션그래픽&영상편집(포토샵,프리미어,에프터이펙트)",더조은컴퓨터아트학원,40,1123800,20,40,27
233,"포토샵,일러스트를 활용한 홍보판촉물 디자인",(주)이젠컴퓨터아카데미안산,32,899040,20,,26
234,마야(MAYA & VFX)3D애니메이션 영상그래픽 전문가,그린컴퓨터아카데미 신촌,107,4361700,20,70.5,24
235,웹디자인(웹퍼블리셔)프론트앤드실무자양성 A,인천더조은컴퓨터아트학원,95,4270440,20,70.2,24
236,"영상편집디자인&유튜브동영상(프리미어,에펙)",이젠컴퓨터학원,70,1573320,20,,25
237,"시각디자인(2D그래픽, 프리미어, 에프터이펙트)영상 광고제작 양성과정",그린컴퓨터아카데미 신촌,39,1067610,20,53.7,26
238,게임 3D 프로그래밍 양성과정,서울게임아트학원,120,2243160,20,51.1,25
239,디지털디자인(스마트UX/UI 반응형 웹&앱디자인)양성과정,그린컴퓨터아트학원,95,4270440,20,90,23
240,"그래픽디자인(포토샵,일러스트)전문가 취업과정",하이미디어IT융합인재개발원,40,899040,20,,27
241,웹퍼블리셔(UIUX반응형웹디자인)전문가 양성과정(A),그린컴퓨터아카데미 수원,95,4270440,24,64.2,25
242,UI/UX 반응형 웹디자인&웹퍼블리셔(디자인&코딩) 양성과정 (N.02),강남 그린컴퓨터아카데미,95,4270440,20,66,25
243,게임그래픽전문가 양성B,국제컴퓨터아카데미,90,4486320,30,78.8,24
244,맥스(3DMAX)를 활용한 게임콘텐츠&영상디자인 양성과정 (N.02),강남 그린컴퓨터아카데미,97,4797870,20,41.4,25
245,"디지털디자인(웹디자인, 웹퍼블리셔) 구직자 양성과정",그린컴퓨터아카데미 부천,115,4270440,20,70.5,24
246,"디지털영상편집(프리미어,에펙)과정",그린컴퓨터아카데미 수원,74,1629510,22,45.3,24
247,그래픽디자인자격증취득(GTQ-포토샵1/일러스트1급/인디자인1급 ),크린컴퓨터학원,47,872340,10,35.6,30
248,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,26
