,과정명,학원명,기간,훈련비,정원,취업률,연령대
0,커피바리스타 입문자 및 자격증 과정,목포국제직업전문학교,50,1154400,12,29.8,36
1,한식조리기능사 자격증 취득과정,동양요리직업전문학교,31,941780,12,88.9,33
2,바리스타1급 자격증 취득반,존스커피바리스타학원,30,923520,12,,45
3,카페바리스타2급자격증&라떼아트과정,춘경요리커피직업전문학교,30,923520,10,36.9,34
4,한식조리기능사 자격취득과정,둔산음식나라조리제과커피학원,52,1513000,24,50.8,47
5,커피바리스타와 카페브런치(바리스타2급자격증포함),경기외식직업전문학교,50,1539200,15,51.2,27
6,바리스타 전문가 심화반(바리스타1급 자격증&로스팅),고양커피학원,24,923520,12,32.7,29
7,바리스타 자격증 취득 및 양성반,(주)강원인재개발원,20,769600,16,55.8,41
8,바리스타 입문과정 (자격취득 2급),파리디저트아카데미학원,30,923520,10,,30
9,커피바리스타 양성과정,홍명요리학원,38,1154400,16,60.5,31
10,브런치&파스타 조리실무 양성과정,윤옥희요리직업전문학교,32,729120,12,48.9,56
11,중식조리기능사 취득과정(실기),해성요리제과제빵학원,20,455700,12,49.4,44
12,커피 바리스타 양성 & 2급 자격증취득과정,한국정보교육원(구.경원직업전문학교),37,1139000,20,59.7,36
13,양식조리기능사 취득(실기)과 브런치조리 양성과정,둔산음식나라조리제과커피학원,53,1200000,18,50.8,36
14,한식조리기능사 취득과정,월드호텔외식직업전문학교(병점),43,979750,10,67.2,42
15,한식조리기능사 자격취득과정(이론+실기),양산음식나라조리학원,27,820260,15,54.5,46
16,바리스타 2급 자격증 (이론+실기) 취득과정,(주)상록호텔조리직업전문학교,24,538720,18,56.3,49
17,바리스타 향상과정,천안커피교육전문학원,27,623370,18,37.2,33
18,커피바리스타 2급 자격취득 (이론/실기),한국제일요리커피학원,33,754200,10,36.8,32
19,바리스타 자격증 취득과정 및 실무과정,대전음식나라조리제과제빵학원,38,1154400,12,31.6,35
20,커피바리스타2급자격증취득과정(이론+실기),이성실요리커피제빵학원,20,615680,12,26.2,38
21,바리스타 입문과정(바리스타2급 자격증 취득과정),카페바리스타아카데미학원,30,923520,10,51.7,38
22,커피바리스타 자격증 취득과정(초급),한국음식문화직업전문학교,25,577200,18,47.4,47
23,바리스타 2급 자격취득,효성직업능력개발원,33,761900,12,57.6,45
24,"커피 핸드드립, 바리스타1급자격증 (실기)",한솔제과제빵커피바리스타학원,30,993520,15,28.8,35
25,카페 매니져과정,(주)강원인재개발원,17,654160,16,55.8,35
26,양식 조리기능사 자격취득 및 브런치 실무,남양주 직업전문학교,37,835450,10,53.4,59
27,일식조리기능사(이론+실기),전윤숙조리직업전문학교,33,751900,7,54.9,46
28,한식+양식조리기능사 취득 양성(이론+실기),경남요리제과직업전문학교,59,1792420,18,55.3,31
29,바리스타2급 자격취득과정,군산명문요리직업전문학교,33,754200,12,53.4,37
30,한식조리기능사취득,이영자요리학원,30,835450,20,46.2,47
31,한식조리기능사자격취득(이론+실기)&밑반찬 양성2,궁전요리제빵미용직업전문학교,40,1070890,13,66.1,38
32,양식 및 중식조리기능사 취득(이론+실기),다인요리전문학원,42,1275960,8,47.3,28
33,한식조리기능사 취득과정,월드호텔요리제과커피학원,43,979750,12,62.6,45
34,커피바리스타 양성반(2급자격증포함),한솔요리제과제빵아카데미,37,1139000,24,37.7,37
35,중식조리기능사 실기과정(실기 반복),의정부 직업전문학교,20,607600,16,49.6,46
36,커피바리스타(자격증)디저트실무자과정,한국외식제과직업전문학교,52,1600760,15,35.5,31
37,한식가정식 밑반찬실무과정,한솔요리아카데미 강동,20,657600,20,48.1,50
38,한식조리기능사 자격증 취득과정(필기/실기),홍성요리학원,33,811900,15,53.2,45
39,핸드드립 및 라떼아트,광진커피바리스타학원,17,400190,12,40.8,37
40,한식조리기능사 자격증 취득(이론+실기),궁전요리제빵직업전문학교,25,759500,18,56.5,42
41,양식조리기능사자격증취득과정(이론+실기),중앙요리학원,30,683550,10,62.5,37
42,중식조리기능사취득과정(실기),한국음식문화직업전문학교,20,607600,20,56.1,46
43,바리스타양성과정(바리스타2급자격증),고양커피학원,24,923520,18,32.7,38
44,반찬조리전문가(민간)자격증취득과정,전통외식조리직업전문학교,24,911400,18,61.5,51
45,한식조리기능사취득반(필기+실기),동구음식나라조리학원,29,759500,16,45.9,38
46,양식조리기능사 취득(실기)과 브런치조리 양성과정,둔산음식나라조리제과커피학원,42,1200000,18,50.8,44
47,한식조리기능사 취득과정,검단직업능력개발학원,32,1215200,15,43.8,46
48,커피바리스타(2급자격증 포함),경기외식직업전문학교,27,831160,15,51.2,40
49,양식조리기능사 자격 취득과정(이론+실기),(주)상록호텔조리직업전문학교,30,911400,25,75.2,35
50,중식조리기능사 자격증 취득(이론+실기),거제요리전문학원,26,592410,20,60,43
51,중식조리기능사 취득과정,검단직업능력개발학원,27,607600,12,43.8,51
52,바리스타 구직자양성과정4(로스트마스터+커피지도사2급1급자격증취득과정),챕터원커피바리스타학원,37,1139000,10,,37
53,NCS 커피관리 양성과정(바리스타 2급/커피지도사 2급/커피음료제조),분당끌라시꼬커피제과제빵교육원,35,1077440,17,39.9,39
54,양식조리기능사 자격 취득과정(이론+실기),용원요리학원,36,820260,10,,44
55,바리스타 양성과정(2급바리스타),수석커피교육학원,19,838860,12,37,44
56,반찬조리실무취업과정,(주)씨아이케이한국외식조리직업전문학교(CIK),50,1139250,20,60.6,53
57,커피바리스타 라떼아트,주식회사한국인재양성교육원,16,369400,15,40.8,45
58,중식조리기능사취득과정(실기),일산중앙요리전문교육원,25,569620,12,39.4,43
59,한식조리기능사 취득(이론+실기),다인요리전문학원,26,789880,8,47.3,49
60,바리스타 2급자격증 취득과정(필기+실기),퍼스트요리아카데미건대점학원,18,538720,12,49.3,38
61,한식조리기능사자격증과정(실기),한솔요리아카데미 강동,30,733550,20,48.1,48
62,양식카페퓨전브런치과정,한솔요리커피제과제빵아카데미,25,759500,20,50.6,44
63,양식.중식조리기능사 취득(이론&실기),한선생직업전문학교,36,820260,16,53.4,44
64,커피바리스타2급과 핸드드립(필기+실기),한솔요리아카데미 강동,31,758030,16,42.1,44
65,한식.양식자격증 이론과 실기,경기외식직업전문학교,50,1503810,16,50.5,36
66,커피바리스타 2급자격증 취득과정,커피인바리스타학원,20,461760,12,42.9,40
67,바리스타 양성과정(2급바리스타),통영수석커피교육학원,19,838860,12,30.4,35
68,양식조리기능사+중식조리기능사자격취득과정(이론+실기),군산명문요리직업전문학교,40,911400,12,59.3,41
69,커피바리스타 2급 자격 취득 및 카페메뉴과정,국제직업전문학교,30,1154400,16,,39
70,양식조리기능사 (이론 + 실기) / 이태리조리사 취득과정,세종요리제과제빵학원,30,683550,14,,45
71,바리스타1급자격증취득,(주)한국외식조리직업전문학교,33,769600,20,54.6,31
72,바리스타 2급 취득과정,"한쿡외식문화학원(요리,제과제빵,바리스타,조리)",32,854250,18,39.5,42
73,한식조리기능사(이론+실기)취득 과정,에듀셰프요리제과제빵교육원,27,812660,18,50.5,48
74,한식조리기능사 취득(이론+실기),윤옥희요리직업전문학교,34,774690,18,48.9,49
75,커피바리스타 2급자격증 취득과정,커피인바리스타학원,15,461760,12,42.9,34
76,"한정식취업반 (밑반찬, 단체급식, 일품요리)",국제평생교육원,50,1500000,15,46.5,38
77,한식조리기능사 취득과정(이론+실기),음식나라조리학원,25,759500,15,50.7,41
78,바리스타2급자격증 취득과정,경희커피바리스타제과직업전문학원,25,761900,20,41.7,33
79,바리스타 양성반(바리스타2급+홈카페마스터),존스커피바리스타학원,30,923520,16,,32
80,한식조리기능사자격증취득과정(이론+실기),둔산요리학원,36,820260,14,48.7,49
81,커피바리스타 2급 자격취득 (이론/실기),한국제일요리커피학원,33,754200,10,36.8,33
82,일식조리기능사 자격 취득과정(이론+실기),김경묘요리학원,23,698740,10,36.4,39
83,한식조리기능사취득및 한식실무,동구음식나라조리학원,38,1002540,8,45.9,55
84,커피 브루잉 실무과정(핸드드립),커피문화원직업전문학교,24,554110,16,47.1,38
85,커피바리스타 양성과정(바리스타 2급),(주)강림직업전문학교,30,1385280,18,100,34
86,중식조리기능사 자격취득(실무포함),효성직업능력개발원,33,751900,14,58.4,39
87,한식조리기능사 자격 취득과정(이론+실기),언양조리학원,26,789880,10,,59
88,한식조리기능사 자격취득(실무포함),효성직업능력개발원,53,1207600,18,58.4,46
89,커피바리스타2급 자격증,주식회사한국인재양성교육원,25,769600,18,40.8,35
90,한식가정식 밑반찬실무과정,한솔요리아카데미 강동,20,657600,20,48.1,47
91,양식조리기능사 자격취득,효성직업능력개발원,36,820260,14,58.4,39
92,한식조리기능사자격증취득과정(이론+실기),전통외식조리직업전문학교,24,729120,18,61.5,44
93,한식조리기능사 자격 취득과정(이론+실기),군산명문요리직업전문학교,35,797470,16,59.3,50
94,한식조리기능사자격취득과정,한국외식조리직업전문학교,37,835450,16,72.2,42
95,커피바리스타(2급자격증 포함),경기외식직업전문학교,27,831160,15,51.2,30
96,한식조리기능사 취득과정(이론&실기),한선생직업전문학교,45,1025320,16,53.4,46
97,한식조리기능사(실기),신선생요리전문학원,25,569620,12,50,34
98,바리스타2급/ SCA 바리스타 Foundation 자격증 취득 과정,남양주커피교육학원,28,646460,12,,48
99,한식조리기능사 취득과정(이론+실기),통영조리직업전문학교,36,820260,18,56.9,41
100,"커피바리스타 심화과정(1급, 라떼아트&카페메뉴)",The국제직업전문학교,38,1154400,16,35.6,35
101,급식반찬 조리사 양성과정,한국제일요리커피학원,27,797470,20,46.4,39
102,양식자격증취득과정(필기+실기),한솔요리아카데미 강동,22,718360,20,48.1,44
103,바리스타취업실무(카페메뉴+라떼아트+핸드드립),한솔요리아카데미 강동,27,665680,16,42.1,55
104,양식조리기능사 취득[이론+실기],부천조리직업전문학교,35,797470,20,65.1,26
105,한식조리기능사 자격취득(이론 + 실기)&밑반찬양성,기장정관음식나라조리학원,28,835450,12,52.9,43
106,한식조리기능사 자격취득과정(이론+실기),수영음식나라조리학원,27,820260,18,,53
107,한식조리기능사 취득과정(이론+실기),통영조리직업전문학교,36,820260,18,56.9,41
108,한식조리기능사 자격 취득과정(이론+실기),수완직업전문학교,37,835450,18,38.9,42
109,양식 및 중식조리기능사 자격취득(실기),에스씨요리학원,35,797470,20,38.9,38
110,커피바리스타 양성과정,홍명요리학원,38,1154400,16,60.5,29
111,한식조리기능사 취득과정(이론&실기),한선생직업전문학교,45,1025320,16,53.4,46
112,한식조리기능사 자격증 취득과정(이론+실기),아시아요리학원,36,820260,16,,39
113,한식조리기능사(실기),신선생요리전문학원,25,569620,12,50,34
114,한식조리기능사 취득과정(이론+실기),해성요리제과제빵학원,36,820260,16,49.4,44
115,바리스타2급자격증 취득과정,경희커피바리스타제과직업전문학원,25,761900,20,41.7,33
116,한식조리기능사 자격증 취득과정,동양요리직업전문학교,31,941780,12,88.9,36
117,커피바리스타2급자격증취득과정(이론+실기),이성실요리커피제빵학원,20,615680,12,26.2,42
118,카페 바리스타 2급1급 자격취득 및 양성과정 (필기+실기),한주요리제과커피직업전문학교,37,1139000,12,51.7,36
119,일식조리기능사취득(실기),울주음식나라조리학원,17,516460,10,36.4,40
120,일식조리마스터과정,김영호일식조리학원,45,2050000,12,45.6,37
121,커피 바리스타 1급 양성과정(바리스타 1급 + 라떼아트),존스커피바리스타학원,24,738810,12,37.2,34
122,"한식조리기능사 자격증 취득과정(필기,실기)",다옴직업전문학교,29,1101270,20,78.9,41
123,커피바리스타(2급자격증 포함),경기외식직업전문학교,27,831160,15,51.2,30
124,"양식,일식조리기능사 자격 취득과정(이론+실기)",포항중앙요리오거리점학원,40,1215200,19,40.7,40
125,바리스타 양성 및 자격증 취득과정,군산명문요리직업전문학교,40,915820,12,53.4,45
126,한식조리사양성,그린요리학원,30,1139250,20,59.4,46
127,"한식,양식 자격취득과정",김해영지요리직업전문학교,55,1670900,15,50,39
128,커피관리 바리스타과정(자격취득2급),한국커피직업전문학교,30,923520,18,,47
129,양식조리기능사 자격취득과정(이론+실기),이화푸드조리제빵학원,27,820260,15,54,34
130,밑반찬 조리사(찬모) 양성과정,한솔요리아카데미영등포,27,820260,12,32.4,51
131,한식조리기능사 자격 취득과정(이론+실기),포항중앙요리오거리점학원,36,820260,19,40.7,45
132,바리스타2급자격증취득과정(이론+실기),(주)씨아이케이한국외식조리직업전문학교(CIK),34,769600,20,50.7,39
133,바리스타1급자격증취득과정(이론+실기),(주)씨아이케이한국외식조리직업전문학교(CIK),34,769600,20,50.7,32
134,커피관리 바리스타과정(자격취득 2급),커피문화원직업전문학교,30,923520,20,47.1,31
135,한식조리기능사 자격취득과정(이론+실기),대전YWCA여성인력개발센터,30,683550,20,56,37
136,한식조리 & 김치전문가 과정,동래요리학원,40,1215200,12,63,41
137,"양식조리기능사와 브런치과정(샌드위치,파스타,샐러드,스프)",경기외식직업전문학교,28,835450,16,50.5,44
138,양식조리기능사 취득반(실기),"한쿡외식문화학원(요리,제과제빵,바리스타,조리)",25,615190,20,59.1,45
139,급식반찬조리취업자과정,한솔요리커피제과제빵아카데미,16,607600,16,50.6,50
140,"출장뷔페,단체급식소 조리사 양성과정",한솔요리아카데미영등포,27,820260,20,32.4,47
141,브런치조리 카페메뉴 실무자 양성과정,"한쿡외식문화학원(요리,제과제빵,바리스타,조리)",27,797470,20,59.1,46
142,커피 바리스타2급 취득과정,존스커피바리스타학원,22,677240,12,37.2,34
143,"커피 바리스타 전문가 양성과정(로스팅,추출심화,라떼아트)",코코커피바리스타학원,25,769600,12,51.9,43
144,"전문조리사 실무과정(단체급식, 밑반찬)",해성요리제과제빵학원,30,683550,12,49.4,44
145,양식조리기능사 취득과정(이론+실기),성남요리학원,28,835450,14,65.7,35
146,양식 및 중식조리기능사실기,김희진 요리제과제빵바리스타 학원,42,956970,12,46.8,38
147,한식조리기능사 자격증 취득반 (이론+실기),김미연요리제과제빵학원,27,820260,15,64.7,48
148,한식조리기능사취득과정(이론+실기),광주제일직업전문학원,38,1154440,12,,42
149,커피 바리스타 실무(실업자),구미직업전문학교,35,1077440,18,61.4,36
150,"라떼아트, 핸드드립, 카페음료 과정",경기외식직업전문학교,25,769600,15,51.2,40
151,핸드드립 라떼아트 자격증 취득 및 전문가 양성과정,카페플래닝커피학원,50,1154400,12,78.3,32
152,한식조리기능사자격증취득과정(이론+실기),한솔요리커피제과제빵아카데미,28,835450,20,50.6,46
153,"일식조리사실무(선술집,가정식) 및 일식조리기능사자격증",히로토조리학원,40,1215200,11,,27
154,일식조리기능사자격증(실기2번반복) + 일식당 취업실무,한솔요리커피제과제빵아카데미,26,987350,20,50.6,48
155,로스트마스터 자격 취득과정,정지연 바리스타학원,22,615680,8,42.1,51
156,양식조리기능사(이론/실기),동래요리학원,27,820260,9,63,25
157,한식조리기능사 취득과정(이론 + 실기),의정부 직업전문학교,27,820260,16,49.6,43
158,커피바리스타 2급자격증 취득과정,커피인바리스타학원,20,461760,12,42.9,32
159,바리스타 자격증 취득과정(1급2급 이론/실기),충주제빵커피학원,30,923520,18,,41
160,커피바리스타2급자격증 취득 및 양성과정A,노원바리스타전문학원,23,531020,12,,40
161,일식 및 중식조리기능사 취득반(실기),한솔요리학원종로3가점,27,835070,15,48.8,42
162,한식조리기능사 자격 취득과정(이론+실기),조민승요리학원,36,820260,14,64.3,42
163,한식조리기능사 취득과정(이론+실기),성남요리학원,28,835450,14,65.7,41
164,한식조리사 자격증 취득 과정(필기+실기),중앙요리학원,27,615190,20,38.1,37
165,바리스타 양성과정(2급바리스타),수석커피교육학원,19,838860,12,37,40
166,커피바리스타 취업실무과정,부산씨엔티바리스타학원,35,1077440,20,32.9,32
167,"커피 바리스타 2급 및 라떼아트 자격증 취득과정(필기,실기)",다옴직업전문학교,38,1154400,24,82.1,30
168,"커피바리스타(2급(필기+실기),카페메뉴,라떼아트)",한솔요리커피제과제빵아카데미,38,1154400,20,43.3,37
169,한식조리기능사 자격증취득(필기+실기),주식회사 퍼스트아카데미,28,835450,15,47.5,46
170,한식조리기능사취득(이론+실기),김희진 요리제과제빵바리스타 학원,26,592410,10,46.8,47
171,로스트마스터 자격 취득과정,정지연 바리스타학원,27,615680,8,42.1,39
172,국내국제 바리스타 자격취득과정,광진커피바리스타학원,26,600280,15,40.8,30
173,한식조리사 자격증 취득과정(실기),중앙요리학원,36,812660,20,38.1,34
174,커피바리스타 2급자격증 취득과정,커피인바리스타학원,20,461760,12,42.9,32
175,"파티 쉐프 자격증 취득과정(한식,양식,중식,일식)",의정부 직업전문학교,22,668360,16,49.6,
176,"커피바리스타 실무자양성(2급자격증,라떼아트,핸드드립,메뉴)",일곡직업전문학원,46,1385280,12,70,38
177,바리스타 실무양성 및 2급자격증 취득과정,궁전요리제빵미용직업전문학교,36,1085130,10,45.9,28
178,한식조리기능사취득,광산음식나라조리학원,29,759500,16,35.6,46
179,"양식,중식조리기능사 취득반",시지음식나라조리학원,38,1139250,16,,48
180,한식조리기능사(이론+실기)취득,에듀셰프요리직업전문학교,30,812660,20,46.1,49
181,한식조리기능사(이론+실기) 취득,시지음식나라조리학원,27,820260,16,,37
182,커피바리스타 2급 자격증 취득과정,간석마스터커피학원,33,746510,12,75,28
183,"양식 이태리 브런치메뉴(파스타,샐러드,샌드위치포함)",한솔제과제빵커피바리스타학원,24,941400,20,43.8,46
184,커피바리스타와 카페브런치(바리스타2급자격증포함),경기외식직업전문학교,50,1539200,15,51.2,39
185,바리스타2급자격증취득,(주)한국외식조리직업전문학교,33,769600,20,54.6,38
186,커피바리스타2급(필기+실기),한국외식제과직업전문학교,24,738810,18,35.5,33
187,중식조리기능사 자격 취득과정(이론+실기),월드호텔요리제과커피학원,23,524050,12,62.6,42
188,중식조리기능사취득과정(이론+실기),쿡스요리학원,20,607600,15,,36
189,한식조리기능사 취득과정(이론+실기),한양요리제빵직업전문학교,21,797470,16,57.6,28
190,한식조리기능사 자격 취득과정(이론+실기),(주)강림직업전문학교,18,820260,20,72.5,45
191,바리스타 자격증 취득과정(1급2급 이론+실기),제천제빵커피학원,37,1199000,18,79.1,47
192,양식조리기능사 자격증 취득과정(이론+실기),한솔요리학원종로3가점,23,683550,20,48.8,42
193,중식및일식조리기능사(실기),동구음식나라조리학원,30,797470,8,45.9,32
194,"한식조리기능사 자격증과정(필기,실기)",목포국제직업전문학교,27,820260,20,29.4,45
195,커피바리스타(자격증)디저트실무자과정,한국외식제과직업전문학교,52,1600760,15,35.5,38
196,한식조리기능사 자격증취득(이론과실기),민광숙요리학원,30,911400,16,42.3,34
197,중식조리기능사자격증취득과정(이론+실기),서천요리아카데미학원,25,602100,12,43.8,50
198,"(자격증실기)한식,일식자격증과정",한솔요리아카데미영등포,28,850640,27,32.4,41
199,양식브런치와 파스타실무,한솔요리아카데미 강동,22,718360,20,48.1,48
200,바리스타 중급(바리스타1급+라떼아트) 양성과정,위례커피학원,22,677240,18,,45
201,한식조리기능사취득-(이론+실기),기장요리학원,25,762800,10,46.9,40
202,커피 바리스타 자격증 취득과정,The국제직업전문학교,38,1154400,15,35.6,40
203,"한식조리기능사 자격증 대비반(이론,실기)",관악여성인력개발센터,31,698740,12,37.5,
204,바리스타 2급 자격증 취득 및 커피관리 실무자 양성과정,북부중앙바리스타학원,30,923520,12,,32
205,"국내,SCA바리스타자격증취득과정(필기+실기)",퍼스트요리아카데미건대점학원,30,923520,12,49.3,
206,한식&양식조리기능사취득(이론+실기),신동경요리커피학원,49,1488620,14,37.2,43
207,"한식,양식 조리기능사 자격증 취득과정",아트요리제과제빵바리스타학원,40,1503810,16,,46
208,한식조리기능사취득과정(이론+실기),한솔요리학원,25,736710,20,42.9,36
209,(양식+중식)조리기능사 자격증취득-실기,궁전요리제빵직업전문학교,35,1063300,18,56.5,36
210,퓨전브런치 실무자 양성과정,한솔요리학원,22,710760,20,42.9,45
211,한식 조리사 양성 & 자격증 취득과정,강승희요리실용전문학교,25,1139250,11,100,38
212,커피관리 라떼아트과정(자격취득 1급),커피문화원직업전문학교,22,677240,20,47.1,37
213,한식조리기능사 자격 취득 과정(이론+실기),윤성신요리전문학원,35,797470,12,62.5,41
214,바리스타 2급 자격증 및 카페실무과정,전주요리제과제빵학원,36,1108220,18,56,32
215,한식외식실무조리,신동경요리커피학원,30,911400,14,37.2,38
216,한식조리기능사 자격증 취득과정(이론+실기),국제평생교육원,28,835450,16,46.5,37
217,커피바리스타 양성과정(2급자격증포함),한솔요리제과제빵아카데미,37,1139000,20,37.7,44
218,"중식조리(튀김,면,조림) 단기 실무과정",글로벌푸드아트수도직업전문학교,10,303800,15,72,21
219,한식조리기능사 양식조리기능사 자격증 실기 취득과정,하나요리학원,63,1200010,11,51.4,51
220,양식조리기능사실기자격증대비반,한라조리직업전문학원,20,531650,15,45.6,22
221,커피바리스타 양성과정(2급자격취득+홈카페마스터취득),크라비커피바리스타학원,30,923520,10,,36
222,한식조리기능사양성과정,오원영요리학원,40,913360,10,80,44
223,"양식,중식 자격증 취득과정(이론+실기)",원선나라요리제과제빵학원,42,1275960,10,,48
224,한식조리기능사 취득과정(이론&실기),이화요리학원,37,835450,13,61.9,41
225,중식조리기능사 취득(실기)과 실무과정,둔산음식나라조리제과커피학원,35,1050000,10,50.8,40
226,한식 국·탕.찌개.밑반찬조리,동작여성인력개발센터,24,543600,16,54.3,47
227,중식조리기능사취득(이론+실기),조해성요리학원,18,546840,16,51,49
228,바리스타 양성과정(바리스타2급),창원커피맵(M.A.P.)아카데미학원,44,1015870,12,31.3,44
229,커피바리스타중급과정(1급취득+라떼아트),마이스터커피바리스타전문학원,25,769600,10,40.9,35
230,한식조리기능사 취득과정,월드호텔요리제과커피학원,43,979750,12,62.6,44
231,커피 바리스타 베이직반 (바리스타 2급자격증 실기),한솔제과제빵커피바리스타학원,25,769600,15,28.8,37
232,커피바리스타 양성과정(2급자격취득+핸드드립+라떼아트),창원식음료직업학교,21,985080,12,,43
233,카페브런치조리사과정,춘경요리커피직업전문학교,30,911400,10,54,51
234,커피바리스타(2급자격증 포함),경기외식직업전문학교,27,831160,15,51.2,39
235,바리스타 실무자 양성 과정,(사)한국경영기술개발원부설제주직업전문학원,44,1015870,20,,
236,밑반찬조리사 양성,다인요리전문학원,18,602020,12,47.3,49
237,커피 바리스타2급 취득과정,존스커피바리스타학원,22,677240,12,37.2,38
238,바리스타2급자격증&카페실무,수원외식관광직업전문학교,42,969690,12,73,41
239,"분식,호프,포차 현장 실무요리",김해영지요리직업전문학교,38,1154440,15,50,44
240,한식조리기능사 취득과정(이론+실기),중앙요리제과학원,35,797470,15,,47
241,"한식조리기능사 자격증 대비반(이론,실기)",관악여성인력개발센터,23,698740,12,37.5,49
242,중식조리기능사 자격 취득과정(이론+실기),월드호텔외식직업전문학교(병점),23,524050,10,67.2,49
243,바리스타 자격증 취득과정,하라스페셜티커피학원,23,531020,13,,27
244,카페바리스타2급자격증&라떼아트과정,춘경요리커피직업전문학교,30,923520,10,36.9,39
245,한식조리기능사자격증(이론+실기)취득과정,하나요리학원,33,1002540,14,51.4,49
246,바리스타 입문과정 (자격취득 2급),파리디저트아카데미학원,30,923520,10,,45
247,커피 바리스타 2급 자격취득 실기,경일직업능력개발원,25,769600,18,29.8,45
248,"커피바리스타양성(2급자격취득,드립추출,라떼아트,커피음료)",동경요리바리스타학원,35,1077440,12,,37
249,중식조리기능사실기자격증대비반,한라조리직업전문학원,15,401400,15,45.6,40
250,한식조리기능사실기자격증대비반,한라조리직업전문학원,22,607600,15,45.6,43
251,한식조리기능사 취득과정(이론+실기),성남요리학원,28,835450,14,65.7,46
252,커피바리스타양성과정(2급취득+홈카페마스터),마이스터커피바리스타전문학원,30,923520,12,40.9,32
253,커피관리 양성과정(바리스타2급 자격증취득),동탄요리제과제빵학원,37,854250,12,38.5,41
254,"한식조리기능사자격증취득/이론,실기",동경요리바리스타학원,27,820260,20,55.4,46
255,바리스타입문(바리스타2급+홈카페마스터+커피음료제조)양성과정,워터스쿨커피아카데미학원,24,738810,12,,33
256,중식조리기능사취득,광산음식나라조리학원,24,615190,10,35.6,42
257,커피 바리스타 양성 & 2급 자격증취득과정,한국정보교육원(구.경원직업전문학교),37,1139000,20,59.7,40
258,커피 브루잉 실무과정(핸드드립),한국커피직업전문학교,24,554110,16,,37
259,"한식,양식조리기능사자격취득과정",(주)한국외식조리직업전문학교 연수점,66,1503810,26,58.8,45
260,바리스타 2급자격증 취득과정(필기+실기),퍼스트요리아카데미건대점학원,18,538720,12,49.3,35
261,NEW 브런치 실무자 양성반,한솔요리제과제빵아카데미,30,911400,24,40.5,44
262,카페메뉴와 라떼아트 및 브루잉 마스터,궁전바리스타학원,36,1085130,18,37.7,41
263,한식조리기능사 자격 취득과정(이론+실기),군산명문요리직업전문학교,35,797470,16,59.3,31
264,커피바리스타 자격증 취득 및 실무과정,대전음식나라조리제과제빵학원,38,1154400,12,31.6,37
265,"일식, 중식조리기능사 자격취득",남양주 직업전문학교,40,911400,10,53.4,48
266,한식조리기능사 취득(이론+실기),다인요리전문학원,26,789880,8,47.3,22
267,양식조리기능사취득(이론+실기),북구음식나라조리학원,27,820260,12,43.1,34
268,한식조리기능사자격취득과정,(주)한국외식조리직업전문학교,37,835450,26,66.8,49
269,한식조리기능사 자격 취득과정(이론+실기),수완직업전문학교,22,835450,18,38.9,44
270,커피관리 로스팅&커핑과정,커피문화원직업전문학교,27,831160,16,47.1,36
271,한식+양식조리기능사 자격 취득 (이론+실기),광명요리학원,37,1405070,19,58.1,42
272,NCS 커피관리 카페메뉴(커피음료제조/라떼아트/커피매장영업관리),분당끌라시꼬커피제과제빵교육원,35,1077440,18,39.9,45
273,"카페운영초급실무자양성과정(라떼아트,디저트&브런치,커피샵운영)",국제조리직업전문학원,40,1150000,18,33.3,43
274,한식조리기능사취득과정(필기/실기),동래김경묘요리학원,26,789880,16,35,44
275,한식+양식 조리기능사 취득,라임요리제과제빵학원,49,1488620,12,40.4,38
276,중식조리기능사 취득(이론+실기),윤옥희요리직업전문학교,26,592410,12,48.9,44
277,"한식양식조리사자격증취득과정(이론,실기)",동아요리기술학원,60,3638880,12,,57
278,"퓨전브런치요리와 바리스타(카페음료,라떼아트)",경일직업능력개발원,45,1367100,18,,41
279,NCS 커피관리 양성과정(바리스타 2급/커피지도사 2급/커피음료제조),분당끌라시꼬커피제과제빵교육원,35,1077440,17,39.9,42
280,실무반찬 조리사 양성과정,"한쿡외식문화학원(요리,제과제빵,바리스타,조리)",29,539240,20,59.1,51
281,"한식,양식조리기능사취득과정(이론+실기)",서면요리학원,45,1367100,12,41.2,48
282,커피관리 바리스타과정(자격취득2급),한국커피직업전문학교,30,923520,18,,29
283,커피바리스타2급 자격증,주식회사한국인재양성교육원,25,769600,18,40.8,44
284,바리스타2급+커피지도사2급(핸드드립) 자격취득과정,위례커피학원,22,677240,18,,44
285,"조리기능사자격증실기(한식,양식,중식)",한솔요리제과제빵아카데미,50,1519000,20,40.5,44
286,(이론+실기) 한식조리기능사 자격 취득과정,국제요리학원,29,881020,15,46.8,45
287,한식조리기능사(이론+실기),전윤숙조리직업전문학교,54,1215200,12,54.9,44
288,양식조리기능사(이론+실기)취득과정,에듀셰프요리직업전문학교,26,698740,12,46.1,32
289,커피바리스타 2급자격취득과 실무자 양성과정,둔산음식나라조리제과커피학원,53,1539000,16,38.2,42
290,양식조리기능사 취득과정,한양요리제빵직업전문학교,21,637980,16,57.6,42
291,한식조리기능사취득과정(이론+실기),중앙요리학원,30,797470,10,46.7,48
292,커피바리스타 2급 자격증 취득과정,간석마스터커피학원,33,746510,12,75,38
293,커피관리 라떼아트과정(자격취득1급),한국커피직업전문학교,22,677240,18,,29
294,커피바리스타양성(2급자격증),은곡직업전문학교,17,769600,10,59.5,34
