,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
1413,메이크업자격증과정,인성직업능력개발평생교육원,44,1681680,10,,,대구,북구
1414,미용사(피부) 피부자격증 과정,SBS아카데미미용학원,71,1836910,12,,32,충남,천안시
1415,미용사네일 자격증 취득과정,인비뷰티아카데미학원,70,1811040,16,,22,경기,파주시
1416,속눈썹 연장과정,주식회사에르모소뷰티직업전문학교,16,413950,10,57.8,35,서울,마포구
1417,미용사피부국가자격증취득과정,제일미용직업전문학교,94,1811040,10,73.7,33,광주,북구
1418,장례지도사 취득과정,내추럴문화평생교육원,39,1290000,25,,56,서울,서초구
1419,남성커트&아이롱펌&드라이 실무자 양성과정,한성미용직업전문학교,20,879640,14,72.9,41,서울,중랑구
1420,미용사(피부)국가자격증취득과정,뷰티풀드림학습센터미용학원,40,1811040,10,,26,서울,구로구
1421,미용사일반(헤어)자격증 취득과정,에르모소뷰티직업전문학교 안양점,80,2069760,10,70.1,37,경기,안양시
1422,미용사(네일)국가자격증취득과정,나레스트뷰티아카데미미용학원 연산점,60,1552320,12,61.5,28,부산,연제구
1423,미용사(일반)헤어 자격증,경기미용직업전문학교,80,2069760,10,58.7,27,경기,수원시
1424,미용사 네일 국가자격증 취득과정,일산크리스챤쇼보미용학원,73,1888650,20,,25,경기,고양시
1425,속눈썹미용실무과정,(주)에르모소뷰티직업전문학교김포점,16,413950,10,66,34,경기,김포시
1426,미용사(헤어) 국가자격증 취득과정,나레스트뷰티아카데미미용학원 연산점,75,1940400,15,61.5,30,부산,연제구
1427,미용사(메이크업)자격증,신단주크리에이티브학원,64,1681680,15,,29,서울,강남구
1428,헤어미용사 자격증과정,제일직업전문학교,80,2069760,16,41.7,29,전북,전주시
1429,미용사(일반)자격증과정,미앤지뷰티직업전문학원,75,1940400,10,60,28,전북,군산시
1430,미용사(네일)실기대비과정,무궁화미용직업전문학교,56,1811040,14,53.4,32,대구,달서구
1431,미용사(네일)국가자격증 취득과정,금성직업전문학교,86,1940400,16,54.1,30,광주,동구
1432,미용사 (일반) 자격증 취득과정(헤어),궁전요리제빵미용직업전문학교,60,1552320,14,56.9,36,전북,전주시
1433,"네일아트 전문가과정(젤,드릴)",동서울미용직업전문학교,22,853770,12,63.4,31,서울,강동구
1434,미용사(네일) 자격증과정,(재)BBS미용예술실용전문학교,65,2509580,20,66.9,25,경기,부천시
1435,피부핵심실무,성심미용예술직업전문학교,37,957260,18,58.1,35,부산,부산진구
1436,미용사(일반)자격증취득과정,제일미용직업전문학교,77,1992140,12,73.7,30,광주,북구
1437,NCS 기반 헤어미용사 자격증 취득과정,주벨듀뷰티아카데미학원,72,2328480,8,,41,충남,서산시
