,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
197,(패션디자인)릴리패드에 LED 프로그래밍을 활용한 의류제작 과정,밀라노직업전문학교,120,4628160,20,61.5,41,광주,북구
198,NFC 태그를 활용한 웨어러블 스마트 의류,강남직업전문학교,150,5785200,20,63.3,54,광주,북구
199,트랜드의류메이킹,한밭직업전문학교,41,1140000,20,81.4,41,대전,중구
200,(과정평가형 자격)양장기능사 취득과정,(재)로이교육재단 경문실용전문학교,87,4381500,30,,34,인천,부평구
201,[패션디자인] 스마트패션 취업과정(릴리패드 아두이노 활용),서울패션직업전문학교,111,4994550,18,60,23,서울,마포구
202,패션디자인 및 제작(아두이노활용),경상직업전문학교,122,4705290,20,61.1,48,대구,달서구
203,의류제작양성과정,경주패션디자인학원,36,1306360,10,33.3,44,경북,경주시
204,의류 패턴제작 및 실무과정,정수향당패션학원,40,1209600,13,28.6,48,대구,서구
205,디지털패턴과 기능성의복 제작,(주) 김해직업전문학교,123,5463800,20,60,41,경남,김해시
206,생활복 디자인,(주) 김해직업전문학교,20,385680,15,,44,경남,김해시
207,패션의류봉제,뉴패션디자인학원,43,1560380,10,,45,광주,남구
