,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
68,손해평가사 이론,한국이러닝협회,56,187110,500,,52,서울,구로구
69,손해평가사 이론,한국이러닝협회,56,187110,500,,48,서울,구로구
70,합격이 빠른 은행FP(자산관리사) 비즈니스반,한국이러닝협회,83,249480,500,56.1,29,서울,구로구
71,보험사무원(GA총무)양성과정,인컴트랜드평생교육원,28,1161380,20,93.8,37,인천,부평구
72,합격이 빠른 은행FP(자산관리사) 비즈니스반,한국이러닝협회,83,249480,500,56.1,33,서울,구로구
73,손해평가사 이론,한국이러닝협회,56,187110,500,,49,서울,구로구
74,손해평가사 실무,한국이러닝협회,56,237600,500,,,서울,구로구
75,보험사무원(GA총무)양성과정,인컴트랜드평생교육원,28,1161380,20,93.8,,인천,부평구
76,손해평가사 실무,한국이러닝협회,56,237600,500,,56,서울,구로구
77,합격이 빠른 은행FP(자산관리사) 비즈니스반,한국이러닝협회,83,249480,500,56.1,42,서울,구로구
78,손해평가사 이론,한국이러닝협회,56,187110,500,,62,서울,구로구
79,손해평가사 이론,한국이러닝협회,56,187110,500,,,서울,구로구
80,손해평가사 실무,한국이러닝협회,56,237600,500,,,서울,구로구
81,합격이 빠른 은행FP(자산관리사) 비즈니스반,한국이러닝협회,83,249480,500,56.1,,서울,구로구
82,손해평가사 실무,한국이러닝협회,56,237600,500,,,서울,구로구
83,합격이 빠른 은행FP(자산관리사) 비즈니스반,한국이러닝협회,83,249480,500,56.1,,서울,구로구
84,손해평가사 이론,한국이러닝협회,56,187110,500,,,서울,구로구
85,손해평가사 이론,한국이러닝협회,56,187110,500,,,서울,구로구
86,손해평가사 실무,한국이러닝협회,56,237600,500,,,서울,구로구
87,합격이 빠른 은행FP(자산관리사) 비즈니스반,한국이러닝협회,83,249480,500,56.1,,서울,구로구
88,보험총무사무원양성,은평여성인력개발센터,40,1106080,18,54.3,,서울,은평구
