,과정명,학원명,기간,훈련비,정원,취업률,연령대
281,[과정평가형] 직업상담사2급 자격증 취득,은평여성인력개발센터,79,3205300,22,33.7,43
282,직업상담사 2급 자격취득 및 취업상담 실무,미래창조평생교육원,45,1156860,20,,26
283,직업상담사2급 자격증,새동아직업전문학교,31,796940,20,48.3,35
284,"직업상담사2급 취득과정(필기,실기 통합반)",대한직업전문학교,32,1028320,20,,38
285,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,58
286,NCS직업상담실무과정(직업상담사2급2차 실기),안양여성인력개발센터,13,480750,17,40.2,38
287,"직업상담사 2급 자격 취득(1,2차 통합)",(재)대구직업전문학교,40,1285400,20,40,36
288,[2020 과정평가형 자격]직업상담사2급 자격증취득,서초여성인력개발센터,58,2834160,20,51.4,41
289,2020직업상담사2급취득(1차+2차),원스톱직업학원,45,1156860,28,35.5,36
290,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,54
291,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,
292,원샷원킬! 직업상담사2급 필기대비반,한국이러닝협회,56,303240,500,32.5,
293,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,52
294,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,43
295,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,43
296,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,62
297,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,
298,원샷원킬! 직업상담사2급 필기실기 종합반,한국이러닝협회,56,461890,500,32.5,48
299,합격부터 취업까지! 직업상담사 2급 실기,사단법인 한국에듀테크산업협회,28,160380,500,,48
300,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,47
301,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,
302,원샷원킬! 직업상담사2급 실기대비반,한국이러닝협회,28,166620,500,32.5,
303,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,41
304,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,36
305,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,41
306,산모신생아건강관리사 양성과정,열린 평생교육원,10,373260,22,,52
307,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,57
308,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,
309,(과정평가형) 직업상담사2급 취득 과정,수도직업전문학교,68,3212040,20,,39
310,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,28,706970,15,48.8,31
311,인지활동전문강사,가람직업전문학교,30,992700,15,,58
312,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,54
313,직업상담사 2급 자격증 취득과정(필기/실기),강서여성인력개발센터,50,1285400,20,40,41
314,직업상담사 2급(1차+2차)자격증 취득,종로여성인력개발센터,43,1105440,25,49,36
315,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,55
316,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,48
317,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,60
318,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,40
319,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,45
320,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,39
321,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,
322,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,59
323,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,
324,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,61
325,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,41
326,합격부터 취업까지! 직업상담사 2급 실기,사단법인 한국에듀테크산업협회,28,160380,500,,
327,"직업상담사 2급 국가기술자격 취득 과정(1,2차 통합)",씨앤씨직업상담학원,42,1079730,21,40,34
328,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,38
329,"직업상담사2급자격증취득과정(1차,2차)",현대직업전문학교,70,1349670,20,49.1,32
330,2020년 과정평가형자격 직업상담사 2급,스카우트부설평생교육원,70,3036600,25,43.8,37
331,"직업상담사2급 자격 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,40
332,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,47
333,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,34
334,직업상담사2급 실기과정,(주)조근혜 부설 대전직업상담사학원,16,398470,15,48.8,33
335,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,
336,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,23,514160,20,38.6,42
337,NCS직업상담사 2급 취득반,서울시중부여성발전센터,42,1079730,20,36.4,40
338,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,35
339,직업상담사2급 실기과정,(주)조근혜 부설 대전직업상담사학원,18,398470,15,48.8,36
340,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,35
341,(2020과정평가형)직업상담사2급,원스톱직업학원,100,4048800,28,35.5,42
342,직업상담사2급 자격증 취득과정(이론+실기),구미직업능력개발학원,44,1413940,20,,30
343,직업상담사2급 자격 취득과정,천안여성인력개발센터,36,925480,24,35.2,41
344,직업상담사 양성과정(자격증취득),미토직업전문학교,50,1285400,24,35.5,36
345,"직업상담사2급 자격증 취득(2차,실기)",(주)한양능력개발원,19,482020,20,35.1,
346,"직업상담사2급(1차,2차) 자격증 취득",서대문여성인력개발센터,43,1105440,13,43,42
347,직업상담사2급 자격증,새고려평생교육원,40,771240,20,,42
348,직업상담사2급 실기 자격증,미토직업전문학교,15,385620,20,35.5,39
349,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,54
350,"직업상담사2급(1차,2차)취득",이젠컴퓨터아트서비스학원,50,1285400,10,31.3,34
351,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,45
352,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,
353,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,42
354,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,28
355,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,
356,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,40
357,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,44
358,합격부터 취업까지! 직업상담사 2급 실기,사단법인 한국에듀테크산업협회,28,160380,500,,
359,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,36
360,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,33
361,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,46
362,"직업상담사2급(필기,실기)자격증 취득 과정",주식회사 한국상담심리평생교육원,25,964050,20,,51
363,"직업상담사 2급 자격증 취득과정(필기, 실기)",다산직업전문학교,50,1285400,20,38.6,36
364,직업상담사 2급(과정평가형),(재)이찬 경남직업전문학교,100,4048800,24,,44
365,직업상담사2급 자격증 취득,영등포여성인력개발센터,42,1075200,20,37.5,43
366,전직지원 컨설턴트 과정,인지어스평생교육원,36,1156860,20,52.1,42
367,"직업상담사 2급 자격증 (1, 2차) 취득과정",명문직업전문학교,44,1413940,15,,40
368,NCS직업상담실무과정(직업상담사2급1차 필기),안양여성인력개발센터,16,608950,17,40.2,44
369,직업상담사2급자격시험 대비반,안산여성인력개발센터,45,1156860,20,44.2,37
370,직업상담사 2급 자격 취득과정 실기(2차),한국직업능력개발학원,17,482020,20,,40
371,직업상담사 2급(1차+2차)자격증 취득,종로여성인력개발센터,43,1105440,25,49,40
372,산모신생아건강관리사 양성과정,(주)부모사랑유씨평생교육원,10,373260,30,57.9,55
373,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,
374,"【 직업상담사 2급 】 자격증 취득 과정_직상2급 ( 1차 필기, 2차 실기 ) 대비",이젠아카데미컴퓨터학원,50,1285400,20,36.6,45
375,"직업상담사 2급 자격증 취득과정 (1차, 2차)",(주)미래산업교육원 북부직업전문학교,50,1285400,20,39.7,41
376,직업상담사 2급 자격증취득과정(필기+실기),(주)울산KH정보교육원,59,1542480,20,32.8,38
377,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,57
378,"직업상담사2급 자격증 취득과정(필기,실기)",고양여성인력개발센터,45,1156860,24,24,39
379,직업상담사2급 자격 취득과정,송파여성인력개발센터,36,925480,23,40.2,41
380,직업상담사 2급 자격증 취득(필기+실기),부산진여성인력개발센터,40,1028320,16,,37
381,직업상담사 2급 자격 취득과정 필기(1차),한국직업능력개발학원,24,623410,20,,42
382,"직업상담사2급자격증취득과정(1차,2차)",현대직업전문학교,53,1349670,20,49.1,38
383,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,34
384,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,54
385,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,40
386,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,42
387,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,41
388,"직업상담사 2급 자격 취득과정(1차필기, 2차실기 통합반)",영남직업능력개발원,47,1523190,20,43.4,38
389,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,56
390,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,
391,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,
392,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,43
393,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,38
394,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,51
395,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,50
396,합격부터 취업까지! 직업상담사 2급 실기,사단법인 한국에듀테크산업협회,28,160380,500,,
397,직업상담사 2급 자격증 취득(필기+실기),은평여성인력개발센터,44,1156860,20,33.7,41
398,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,37
399,"직업상담사2급(1,2차)취득",서울특별시서부여성발전센터,38,1028320,17,36.4,46
400,직업상담사 2급(필기+실기) 취득,인컴트랜드평생교육원,53,1028320,20,,42
401,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,26,706970,15,48.8,37
402,"직업상담사2급(필기,실기)통합과정",세민직업전문학교,40,1028320,20,,36
403,직업상담사 2급 자격증 취득(1차+2차)종합반,스카우트부설평생교육원,34,1298250,25,43.8,34
404,직업상담사2급 자격증,미토직업전문학교,30,771240,20,35.5,36
405,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,24,706970,15,48.8,39
406,"직업상담사 2급 자격 취득(1,2차 통합)",(재)대구직업전문학교,40,1285400,20,40,42
407,직업상담사(1차+2차)자격증,윤성회계캐드컴퓨터학원,45,1285400,20,33.3,26
408,"직업상담사2급 자격 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,37
409,직업상담사2급 자격취득 과정,효성직업능력개발원,48,1542480,20,,42
410,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,54
411,직업상담사2급 자격(1차 필기),부산예일직업전문학교,25,655550,20,34.1,37
412,직업상담사2급 자격(1차 필기),부산예일직업전문학교,21,655550,20,34.1,33
413,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,
414,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,43
415,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,50,151470,500,32.3,21
416,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,74,222750,500,32.3,
417,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,
418,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,
419,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,
420,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,39
421,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,39
422,청소년상담사3급 자격취득과정(하),한국이러닝협회,75,225720,500,,53
423,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,53
424,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,
425,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,35
426,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,38
427,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,32
428,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,
429,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,
430,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,
431,청소년상담사2급 자격취득과정(필수 - 상),한국이러닝협회,70,210870,500,,
432,청소년상담사2급 자격취득과정(필수 - 하),한국이러닝협회,60,181170,500,,
433,"청소년상담사2급 자격대비반(이론+기출)(필수+집단상담, 가족상담)",한국이러닝협회,137,477860,500,,47
434,청소년상담사2급 자격취득과정(선택),한국이러닝협회,38,115830,500,,
435,청소년상담사3급 자격취득과정(상),한국이러닝협회,73,219780,500,,53
436,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,
437,직업상담사 2급 자격증 취득과정(필기),다산직업전문학교,30,771240,20,38.6,42
438,"직업상담사2급 취득과정(필기,실기 통합반)",대한직업전문학교,32,1028320,20,,39
439,2020직업상담사2급취득(1차+2차),원스톱직업학원,36,1156860,28,35.5,37
440,직업상담사 2급 자격취득 및 취업상담 실무,미래창조평생교육원,45,1156860,20,,36
441,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,41
442,직업상담사 현장실무,서대문여성인력개발센터,16,411320,18,43,40
443,"직업상담사2급 취득(필기,실기)",북인천직업전문학교,25,893350,13,57.1,44
444,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,33
445,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,
446,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,36
447,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,
448,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,74,222750,500,32.3,45
449,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,31
450,청소년상담사2급 자격취득과정(필수 - 하),한국이러닝협회,60,181170,500,,57
451,청소년상담사2급 자격취득과정(선택),한국이러닝협회,38,115830,500,,
452,청소년상담사3급 자격취득과정(상),한국이러닝협회,73,219780,500,,39
453,청소년상담사2급 자격취득과정(필수 - 상),한국이러닝협회,70,210870,500,,49
454,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,45
455,청소년상담사3급 자격취득과정(하),한국이러닝협회,75,225720,500,,23
456,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,50,151470,500,32.3,41
457,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,
458,"청소년상담사2급 자격대비반(이론+기출)(필수+집단상담, 가족상담)",한국이러닝협회,137,477860,500,,
459,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,56
460,"직업상담사 2급 자격증 (1, 2차) 취득과정",명문직업전문학교,44,1413940,15,,42
461,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,57
462,"직업상담사2급(1차,2차)취득",이젠컴퓨터아트서비스학원,50,1285400,10,31.3,31
463,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,
464,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,34
465,청소년상담사3급 자격취득과정(하),한국이러닝협회,75,225720,500,,44
466,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,45
467,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,38
468,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,36
469,청소년상담사2급 자격취득과정(필수 - 상),한국이러닝협회,70,210870,500,,
470,청소년상담사2급 자격취득과정(필수 - 하),한국이러닝협회,60,181170,500,,
471,"청소년상담사2급 자격대비반(이론+기출)(필수+집단상담, 가족상담)",한국이러닝협회,137,477860,500,,40
472,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,50,151470,500,32.3,
473,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,74,222750,500,32.3,
474,청소년상담사3급 자격취득과정(상),한국이러닝협회,73,219780,500,,36
475,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,33
476,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,
477,청소년상담사2급 자격취득과정(선택),한국이러닝협회,38,115830,500,,50
478,직업상담사2급 자격증 취득과정(이론+실기),구미직업능력개발학원,73,1413940,20,,36
479,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,
480,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,44
481,[과정평가형자격] 직업상담사 취득,주경야독 직업전문학교,57,3036600,20,45.7,38
482,전직지원 전문 컨설턴트 과정,휴먼평생직업교육학원,15,385620,15,43.5,45
483,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,31
484,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,37
485,직업상담사2급 자격증 취득과정(2차 실기),(주)이룸리더십연구원 이룸리더십학원,20,514160,20,33.3,33
486,직업상담사2급 2차 실기과정,(주)조근혜 부설 대전직업상담사학원,20,482020,15,48.8,37
487,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,34
488,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,27,514160,20,38.6,37
489,직업상담사2급 취득(필기+실기),성남여성인력개발센터,35,899780,20,30,32
490,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,55
491,직업상담사2급 2차 실기과정,(주)조근혜 부설 대전직업상담사학원,20,482020,15,48.8,37
492,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,
493,직업상담사2급취득,대구평생교육원,30,1028320,18,,31
494,직업상담사 양성과정(자격증취득),미토직업전문학교,50,1285400,24,35.5,37
495,"직업상담사2급(1차,2차)취득",이젠컴퓨터아트서비스학원,50,1285400,10,31.3,30
496,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,43
497,"청소년상담사2급 자격대비반(이론+기출)(필수+집단상담, 가족상담)",한국이러닝협회,137,477860,500,,35
498,청소년상담사3급 자격취득과정(상),한국이러닝협회,73,219780,500,,50
499,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,45
500,청소년상담사2급 자격취득과정(선택),한국이러닝협회,38,115830,500,,51
501,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,33
502,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,41
503,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,36
504,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,
505,청소년상담사2급 자격취득과정(필수 - 상),한국이러닝협회,70,210870,500,,
506,청소년상담사3급 자격취득과정(하),한국이러닝협회,75,225720,500,,
507,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,43
508,청소년상담사2급 자격취득과정(필수 - 하),한국이러닝협회,60,181170,500,,37
509,직업상담사 2급_과정평가형자격,새동아직업전문학교,58,2699200,20,48.3,35
510,산모신생아 건강관리사 양성,엘림평생교육원,15,373260,12,56.8,
511,직업상담사2급 자격증,미토직업전문학교,35,771240,20,35.5,43
512,"직업상담사2급 자격취득(1,2차 통합)",미래창조평생교육원,29,771240,20,,31
513,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,38
514,"직업상담사2급 자격증취득과정(1차,2차)",관악여성인력개발센터,35,893350,12,41.7,38
515,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,20,514160,20,38.6,
516,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,55
517,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,55
518,인지활동전문강사,가람직업전문학교,30,992700,15,,53
519,(과정평가형 자격)직업상담사2급 취득과정,한국직업능력개발학원,86,2834160,20,,43
520,직업상담사2급 자격취득(2차 실기) 및 취업상담 실무,미래창조평생교육원,20,514160,20,,38
521,직업상담사2급자격증 취득과정(실기),한국직업능력개발학원,19,482020,20,,36
522,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,20,514160,20,38.6,37
523,NCS직업상담사2급 자격증 취득과정 (2차 실기),안양여성인력개발센터,13,480750,17,40.2,44
524,직업상담사2급 자격 취득과정,천안여성인력개발센터,36,925480,24,35.2,37
525,[과정평가형] 직업상담사2급 자격증 취득과정,(주)미래산업교육원 북부직업전문학교,77,3036600,20,39.7,35
526,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,34
527,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,38
528,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,44
529,청소년상담사3급 자격취득과정(하),한국이러닝협회,75,225720,500,,
530,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,53
531,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,40
532,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,35
533,청소년상담사2급 자격취득과정(필수 - 하),한국이러닝협회,60,181170,500,,49
534,"청소년상담사2급 자격대비반(이론+기출)(필수+집단상담, 가족상담)",한국이러닝협회,137,477860,500,,48
535,직업상담사 2급 자격증 취득 (필기/실기),(재)대구직업전문학교,44,1413940,20,40,34
536,"청소년상담사3급 자격대비반(이론+기출)(필수+집단상담, 청소년이해론)",한국이러닝협회,56,460040,500,,46
537,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,29
538,청소년상담사2급 자격취득과정(선택),한국이러닝협회,38,115830,500,,30
539,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,47
540,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,39
541,청소년상담사2급 자격취득과정(필수 - 상),한국이러닝협회,70,210870,500,,42
542,청소년상담사3급 자격취득과정(상),한국이러닝협회,73,219780,500,,40
543,"직업상담사2급자격증취득과정(1차,2차)",현대직업전문학교,69,1349670,20,49.1,37
544,[과정평가형]직업상담사2급,울산직업전문학교,90,4048800,24,30,40
545,직업상담사2급 자격 취득과정,송파여성인력개발센터,36,925480,23,40.2,38
546,"직업상담사2급 취득(필기,실기)",북인천직업전문학교,35,893350,13,57.1,36
547,직업상담사2급 (2차)취득과정,씨앤씨직업상담학원,11,411320,21,40,33
548,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,
549,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,40
550,청소년상담사2급 자격취득과정(필수 - 상),한국이러닝협회,70,210870,500,,
551,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,37
552,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,46
553,청소년상담사3급 자격취득과정(상),한국이러닝협회,73,219780,500,,50
554,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,30
555,청소년상담사3급 자격취득과정(하),한국이러닝협회,75,225720,500,,
556,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,32
557,"청소년상담사2급 자격대비반(이론+기출)(필수+집단상담, 가족상담)",한국이러닝협회,137,477860,500,,
558,청소년상담사2급 자격취득과정(선택),한국이러닝협회,38,115830,500,,
559,"청소년상담사3급 자격대비반(이론+기출)(필수+집단상담, 청소년이해론)",한국이러닝협회,56,460040,500,,
560,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,51
561,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,55
562,청소년상담사2급 자격취득과정(필수 - 하),한국이러닝협회,60,181170,500,,42
563,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,55
564,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,56
565,직업상담사2급 자격증 취득과정,서강직업전문학교 제2캠퍼스,28,1092590,21,,
566,(2020)직업상담사2급취득(1차+2차),원스톱직업학원,45,1156860,28,35.5,36
567,직업상담사 2급 자격증 취득과정(필기+실기),대한직업평생교육원,32,1028320,20,43.2,37
568,직업상담사2급 취득(2차실기),효성직업능력개발원,20,642700,20,,29
569,산모신생아건강관리사 양성과정,열린 평생교육원,10,373260,22,,56
570,직업상담사2급 2차 실기과정,(주)조근혜 부설 대전직업상담사학원,20,482020,15,48.8,31
571,직업상담사2급 필기과정,(주)조근혜 부설 대전직업상담사학원,33,771240,15,48.8,37
572,"직업상담사2급 자격증 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,48
