,과정명,학원명,기간,훈련비,정원,취업률,연령대
290,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,
291,주택관리사 자격대비반(회계원리),한국이러닝협회,28,183470,500,,49
292,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,204200,500,,46
293,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,
294,주택관리사_주택관리관계법규,한국이러닝협회,40,121770,500,,
295,주택관리사_공동주택관리실무,한국이러닝협회,30,92070,500,,
296,주택관리사 자격대비반(민법),한국이러닝협회,50,183470,500,,52
297,주택관리사_공동주택시설개론,한국이러닝협회,47,142560,500,,60
298,전자행정서비스 전문인력양성,부산경상대학교산학협력단,58,2478000,20,,21
299,"쇼핑몰구축운영(디자인,오픈마켓,스마트스토어)",더조은컴퓨터아트학원,40,1380800,20,,35
300,쇼핑몰(오픈마켓/스마트스토어/스토어팜/B2B)판매자 양성,영등포평생교육원,50,1380800,20,42.4,41
301,"쇼핑몰(오픈마켓,스마트스토어) 판매자 양성과정",서울IT직업전문학교,40,1380800,20,43.9,42
302,쇼핑몰 구축 및 디자인(카페24+스마트스토어+오픈마켓),인컴트랜드평생교육원,40,828480,20,,36
303,"온라인 오픈마켓 판매와 운영(스마트스토어, 옥션, 지마켓)",뉴컴퓨터학원,28,952750,10,50,42
304,쇼핑몰 판매자 양성(오픈마켓/스마트스토어/B2B/마케팅),영등포평생교육원,50,1380800,20,42.4,39
305,웹디자인&쇼핑몰 제작,부산나래디자인학원,45,1242720,10,70.2,44
306,전자상거래 디지털마케팅 및 PR 실무자 양성과정,도와세움 평생교육센터,36,2000000,38,,26
307,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,
308,주택관리사_공동주택관리실무,한국이러닝협회,30,92070,500,,
309,주택관리사_공동주택시설개론,한국이러닝협회,47,142560,500,,61
310,주택관리사 자격대비반(민법),한국이러닝협회,50,183470,500,,47
311,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,45
312,주택관리사 자격대비반(회계원리),한국이러닝협회,28,183470,500,,46
313,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,204200,500,,46
314,주택관리사_주택관리관계법규,한국이러닝협회,40,121770,500,,
315,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,28
316,쇼핑몰 창업과 마케팅 (포토샵 / 카페24 / 블로그 / 상품촬영),수성컴퓨터학원,49,1380800,15,,37
317,Ai기반 기술영업 융합인재 전문가 양성과정 A,한국품질재단 평생교육시설,63,5139532,25,,
318,포토샵/일러스트 활용 오픈마켓/쇼핑몰 상세페이지 마케팅(온라인 마케팅1),와이리더스 컴퓨터학원,40,1380800,12,50,38
319,"쇼핑몰(오픈마켓,스마트스토어) 판매자 양성과정",서울IT직업전문학교,40,1380800,20,43.9,40
320,해외쇼핑몰(아마존/이베이)입점 실무,성동여성인력개발센터,15,414240,15,,40
321,Ai기반 기술영업 융합인재 전문가 양성과정 B,한국품질재단 평생교육시설,63,5138532,25,,
322,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,204200,500,,
323,주택관리사_회계원리,한국이러닝협회,56,240570,500,,
324,주택관리사_주택관리관계법규,한국이러닝협회,40,121770,500,,
325,주택관리사 자격대비반(민법),한국이러닝협회,50,183470,500,,60
326,주택관리사 자격대비반(회계원리),한국이러닝협회,28,183470,500,,
327,주택관리사_공동주택시설개론,한국이러닝협회,47,142560,500,,
328,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,
329,[원패스] 주택관리사 1차 회계원리,사단법인 한국에듀테크산업협회,28,227960,500,,
330,주택관리사_공동주택관리실무,한국이러닝협회,30,92070,500,,
331,쇼핑몰(오픈마켓/스마트스토어/스토어팜/B2B)판매자 양성,영등포평생교육원,50,1380800,20,42.4,48
332,쇼핑몰 구축 및 디자인(카페24+스마트스토어+SNS마케팅),인컴트랜드평생교육원,67,1380800,20,,
333,쇼핑몰 상품사진 촬영 및 상세페이지(이미지) 리터칭 과정,서울IT직업전문학교,10,345200,20,43.9,38
334,쇼핑몰구축운영(오픈마켓/스토어팜/마케팅),윤성회계캐드컴퓨터학원,40,1380800,15,26.3,
335,쇼핑몰(카페24+오픈마켓+스마트스토어) 관리자양성,고양여성인력개발센터,33,911320,20,60,
336,웹디자인&쇼핑몰 제작,부산나래디자인학원,45,1242720,10,70.2,37
337,"쇼핑몰 운영,구축",부산나래디자인학원,28,966560,10,70.2,
338,주택관리사 자격대비반(회계원리),한국이러닝협회,28,183470,500,,
339,[원패스] 주택관리사 1차 회계원리,사단법인 한국에듀테크산업협회,28,227960,500,,
340,주택관리사_공동주택관리실무,한국이러닝협회,30,92070,500,,
341,주택관리사_주택관리관계법규,한국이러닝협회,40,121770,500,,
342,주택관리사_공동주택시설개론,한국이러닝협회,47,142560,500,,
343,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,
344,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,204200,500,,
345,주택관리사 자격대비반(민법),한국이러닝협회,50,183470,500,,
346,해외쇼핑몰(아마존/이베이)입점 실무,성동여성인력개발센터,15,414240,15,,
347,쇼핑몰 창업과 마케팅 (포토샵 / 카페24 / 블로그 / 상품촬영),수성컴퓨터학원,49,1380800,15,,
348,"글로벌셀러(이베이, 아마존) 양성 과정",서울IT직업전문학교,12,414240,20,43.9,39
349,전자상거래 오픈마켓 쇼핑몰 홈페이지 구축,열린컴퓨터학원,40,1380800,10,43.3,
350,"온라인 오픈마켓 판매와 운영(스마트스토어, 옥션, 지마켓)",뉴컴퓨터학원,28,952750,10,50,
351,전자상거래 디지털 퍼포먼스 마케팅 실무자 양성과정,도와세움 평생교육센터,25,1400000,38,,
352,"쇼핑몰구축운영(디자인,오픈마켓,스마트스토어)",더조은컴퓨터아트학원,50,1380800,20,,
353,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,204200,500,,
354,주택관리사 자격대비반(민법),한국이러닝협회,50,183470,500,,
355,주택관리사 자격대비반(회계원리),한국이러닝협회,28,183470,500,,
356,주택관리사_주택관리관계법규,한국이러닝협회,40,121770,500,,
357,[원패스] 주택관리사 1차 회계원리,사단법인 한국에듀테크산업협회,28,227960,500,,
358,주택관리사_공동주택관리실무,한국이러닝협회,30,92070,500,,
359,주택관리사_공동주택시설개론,한국이러닝협회,47,142560,500,,
360,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,
361,쇼핑몰 디자인 및 마케팅,노원여성인력개발센터,30,828480,18,,
362,카페24로 온라인 쇼핑몰 구축과 운영,뉴컴퓨터학원,46,952750,10,50,
363,전자상거래 데이터마케팅 실무자 양성과정,도와세움 평생교육센터,25,1400000,38,,
364,[원패스] 주택관리사 1차 회계원리,사단법인 한국에듀테크산업협회,28,227960,500,,
365,주택관리사_공동주택관리실무,한국이러닝협회,30,92070,500,,
366,주택관리사_주택관리관계법규,한국이러닝협회,40,121770,500,,
367,주택관리사_공동주택시설개론,한국이러닝협회,47,142560,500,,
368,주택관리사 자격대비반(회계원리),한국이러닝협회,28,183470,500,,
369,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,204200,500,,
370,주택관리사 자격대비반(민법),한국이러닝협회,50,183470,500,,
371,"쇼핑몰(오픈마켓,스마트스토어) 셀러 양성과정",서울IT직업전문학교,40,1380800,20,43.9,
372,쇼핑몰(오픈마켓/스마트스토어/스토어팜/B2B)판매자 양성,영등포평생교육원,50,1380800,20,42.4,
373,쇼핑몰 판매자 양성(오픈마켓/스마트스토어/B2B/마케팅),영등포평생교육원,50,1380800,20,,
