,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2,NCS,과정
58,[토픽] 한국어교원 3급 자격취득 양성과정(이론강의),한국이러닝협회,56,314820,500,26.0,49.0,서울,구로구,04_교육자연사회과학,한국어교원
59,한국어교원양성,은평여성인력개발센터,30,740080,23,21.7,42.0,서울,은평구,04_교육자연사회과학,한국어교원
60,[토픽] 한국어교원 3급 자격취득 양성과정(이론강의),한국이러닝협회,56,314820,500,26.0,40.0,서울,구로구,04_교육자연사회과학,한국어교원
61,[토픽] 한국어교원 3급 자격취득 양성과정(이론+문풀),한국이러닝협회,56,430650,500,26.0,46.0,서울,구로구,04_교육자연사회과학,한국어교원
62,한국어교원 자격증 대비반 (문제풀이),은평여성인력개발센터,15,370020,20,21.7,50.0,서울,은평구,04_교육자연사회과학,한국어교원
63,[토픽] 한국어교원 3급 자격취득 양성과정(이론+문풀),한국이러닝협회,144,430650,500,26.0,46.0,서울,구로구,04_교육자연사회과학,한국어교원
64,[토픽] 한국어교원 3급 자격취득 양성과정(이론강의),한국이러닝협회,105,314820,500,26.0,38.0,서울,구로구,04_교육자연사회과학,한국어교원
65,[토픽] 한국어교원 3급 자격취득 양성과정(이론강의),한국이러닝협회,105,314820,500,26.0,34.0,서울,구로구,04_교육자연사회과학,한국어교원
66,[토픽] 한국어교원 3급 자격취득 양성과정(이론+문풀),한국이러닝협회,144,430650,500,26.0,38.0,서울,구로구,04_교육자연사회과학,한국어교원
67,[토픽] 한국어교원 3급 자격취득 양성과정(이론+문풀),한국이러닝협회,144,430650,500,26.0,59.0,서울,구로구,04_교육자연사회과학,한국어교원
68,[토픽] 한국어교원 3급 자격취득 양성과정(이론강의),한국이러닝협회,105,314820,500,26.0,36.0,서울,구로구,04_교육자연사회과학,한국어교원
