,Unnamed: 0,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
493,706,방송영상편집&모션,방송정보국제교육원,122,5495040,28,79.9,25.0,08_문화 예술 디자인 방송,영상
494,707,"영상편집&모션그래픽제작(프리미어,에펙)",부산더조은직업전문학교,38,1067610,20,43.8,29.0,08_문화 예술 디자인 방송,영상
495,709,[과정평가형] 반응형 앱 & 웹디자인 콘텐츠 제작 A,더조은컴퓨터아트학원,75,3539400,20,74.6,27.0,08_문화 예술 디자인 방송,디자인
496,711,"영상편집(프리미어,에펙)&유튜브크리에이터",더조은컴퓨터학원,24,1067610,20,38.1,29.0,08_문화 예술 디자인 방송,영상
497,716,유튜브 크리에이팅 영상편집(유투브동영상),서울IT직업전문학교,12,373860,20,27.3,44.0,08_문화 예술 디자인 방송,영상
498,718,반응형웹제작실무(프론트앤드),부산더조은직업전문학교,56,1573320,20,43.8,29.0,08_문화 예술 디자인 방송,웹
499,719,"광고콘텐츠영상제작(프리미어,애펙)+유튜브크리에이터",레브아트컴퓨터학원,61,1869300,20,36.4,25.0,08_문화 예술 디자인 방송,영상
500,720,제품설계(3D프린팅 활용) 및 모형제작 과정,국제직업전문학교,122,4495200,30,69.4,25.0,08_문화 예술 디자인 방송,3D프린터
501,722,스마트기기 UI/UX 웹퍼블리셔 A,이젠컴퓨터아트학원,88,3933300,30,73.8,24.0,08_문화 예술 디자인 방송,웹
502,723,반응형 UI/UX 웹디자인(웹퍼블리셔),그린컴퓨터아카데미,98,4270440,20,78.8,25.0,08_문화 예술 디자인 방송,디자인
503,724,"시각(영상)편집디자인(프리미어, 애프터이펙트) 입문과정",강남 그린컴퓨터아카데미,49,1067610,20,40.6,30.0,08_문화 예술 디자인 방송,디자인
504,727,반응형/웹퍼블리셔/프론트엔드 웹개발자[웹디자인],더휴먼컴퓨터아트아카데미,110,4270440,20,71.4,24.0,08_문화 예술 디자인 방송,디자인
505,729,"시각편집디자이너 입문과정(포토샵,일러스트,인디자인)",(주)울산KH정보교육원,40,899040,20,35.6,32.0,08_문화 예술 디자인 방송,디자인
506,730,웹디자인&그래픽스운용기능사실기,셈틀회계캐드그래픽컴퓨터학원,50,1123800,15,80.0,25.0,08_문화 예술 디자인 방송,디자인
507,733,"멀티미디어콘텐츠(촬영, 영상편집, 모션그래픽, UI/UX 디자인)제작 양성 C2",(재)한국아이티교육재단 한국IT아카데미 구로,108,5296350,20,69.5,26.0,08_문화 예술 디자인 방송,디자인
508,734,웹표준과 접근성을 고려한 반응형 웹사이트 제작,(주)탑디자인학원,40,899040,10,55.4,27.0,08_문화 예술 디자인 방송,웹사이트
509,738,웹디자인&웹퍼블리셔 (스마트UX/UI ) 디지털디자인 양성과정 A,그린컴퓨터아트학원,95,4270440,20,76.9,24.0,08_문화 예술 디자인 방송,디자인
510,742,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,30,674280,20,43.2,29.0,08_문화 예술 디자인 방송,디자인
511,743,모바일 앱 & 웹디자인(웹퍼블리셔),이젠컴퓨터학원,100,3933300,20,61.5,27.0,08_문화 예술 디자인 방송,디자인
512,744,환경디자인 양성과정,한양직업전문학교,101,3967010,21,58.3,33.0,08_문화 예술 디자인 방송,디자인
513,745,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,20,373860,10,45.2,26.0,08_문화 예술 디자인 방송,포토샵
514,746,"디지털영상편집디자인 및 모션그래픽제작(포토샵,일러스트,프리미어,에펙)",(주)울산KH정보교육원,50,1123800,20,35.6,24.0,08_문화 예술 디자인 방송,디자인
515,747,"영상편집디자인 & 유튜브동영상(프리미어,에펙)",이젠컴퓨터아트학원,62,1573320,20,48.1,30.0,08_문화 예술 디자인 방송,디자인
516,748,쇼핑몰구축과 웹디자인실무,인컴트랜드평생교육원,49,1629510,20,76.3,30.0,08_문화 예술 디자인 방송,디자인
517,749,"그래픽디자인(포토샵, 일러스트, GTQ1급)기초+활용과정",이젠아카데미컴퓨터학원,30,674280,20,38.5,43.0,08_문화 예술 디자인 방송,디자인
518,750,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,26.0,08_문화 예술 디자인 방송,포토샵
519,751,게임프로그래밍개발자 양성(유니티3D),더조은컴퓨터아카데미,105,5234040,20,45.9,25.0,08_문화 예술 디자인 방송,게임
520,752,디자인편집과영상편집&유튜브영상제작,배움회계캐드컴퓨터학원,48,1067610,10,43.6,26.0,08_문화 예술 디자인 방송,디자인
521,755,"[원격+집체훈련] 영상 모션 편집(포토샵, 프리미어, 애프터이펙트)",(사)한국디지털컨버전스협회,62,1298550,500,41.0,,08_문화 예술 디자인 방송,포토샵
522,758,"모바일 웹 & 앱디자인(웹퍼블리셔,jquery, vue.js)(B)",이젠아카데미평생교육원,90,4045680,20,83.9,25.0,08_문화 예술 디자인 방송,디자인
523,759,모바일 앱&웹디자인(웹퍼블리셔)-디지털디자인,주식회사 이젠컴퓨터아카데미,88,3933300,30,84.6,25.0,08_문화 예술 디자인 방송,디자인
524,761,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,34.0,08_문화 예술 디자인 방송,포토샵
525,765,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,,08_문화 예술 디자인 방송,인포그래픽
526,766,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,,08_문화 예술 디자인 방송,디자인
527,767,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,33.0,08_문화 예술 디자인 방송,포토샵
528,769,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,23.0,08_문화 예술 디자인 방송,일러스트
529,771,디자인 양성(포토샵+일러스트&그래픽실무),이노직업전문학교,35,786660,20,38.7,38.0,08_문화 예술 디자인 방송,디자인
530,772,디지털디자인 양성과정,충주직업전문학교,126,4270440,20,73.7,27.0,08_문화 예술 디자인 방송,디자인
531,773,모형제작을위한 3D프린팅디자인과정,한울직업전문학교,102,3989490,25,60.4,32.0,08_문화 예술 디자인 방송,디자인
532,775,3D프린팅 융합 스마트제품디자인 양성과정,한국정보교육원(구.경원직업전문학교),101,4495200,20,85.0,26.0,08_문화 예술 디자인 방송,디자인
533,777,게임 프로그래밍 전문가 양성과정,서울게임아카데미부산학원,169,4205920,20,50.0,25.0,08_문화 예술 디자인 방송,게임
534,778,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,29.0,08_문화 예술 디자인 방송,디자인
535,781,환경인테리어건축설계디자인(CAD/MAX/건축제도/리터칭/V-Ray/포토샵),새동아직업전문학교,88,2949970,20,56.3,27.0,08_문화 예술 디자인 방송,디자인
536,782,웹퍼블리셔(UI/UX 웹디자인)입문과정,노원 그린컴퓨터아카데미,60,1629510,20,53.8,30.0,08_문화 예술 디자인 방송,디자인
537,783,모바일 게임 개발자 양성과정,주식회사경일게임아카데미,109,5420970,30,69.7,24.0,08_문화 예술 디자인 방송,게임
538,784,디지털디자이너 양성과정,아성직업전문학교,86,3371400,20,81.0,32.0,08_문화 예술 디자인 방송,디자이너
539,786,[과정평가형]스마트 UXUI 디지털디자인 및 웹디자인기능사 자격증취득과정 A,이젠IT컴퓨터아카데미,86,3539400,20,70.0,26.0,08_문화 예술 디자인 방송,디자인
540,787,"모바일웹 UI/UX 콘텐츠제작(웹표준, 반응형웹)",더조은컴퓨터아트학원,90,3652350,20,66.0,26.0,08_문화 예술 디자인 방송,웹
541,789,웹디자인(웹퍼블리셔)프론트앤드 실무자 양성 A,더조은컴퓨터아카데미,127,4270440,20,72.2,24.0,08_문화 예술 디자인 방송,디자인
542,790,"환경디자인(캐드,MAX,스케치업,실내건축설계디자인) M",그린컴퓨터아카데미 부산,113,4551390,20,63.4,25.0,08_문화 예술 디자인 방송,디자인
543,791,"시각디자인(2D그래픽, 프리미어, 에프터이펙트)영상 광고제작 양성과정",그린컴퓨터아카데미 신촌,49,1067610,20,53.7,28.0,08_문화 예술 디자인 방송,디자인
544,792,"유튜브 영상편집실무양성 애프터이펙트(After Effect),프리미어(Premiere)",그린컴퓨터아카데미 신촌,61,1869300,20,50.2,28.0,08_문화 예술 디자인 방송,영상
545,793,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,34.0,08_문화 예술 디자인 방송,디자인
546,794,반응형 웹디자인(UI/UX웹퍼블리셔) 양성과정,안산 그린컴퓨터아카데미,112,4270440,20,76.6,26.0,08_문화 예술 디자인 방송,디자인
547,796,"게임그래픽(원화,모델링,애니메이션,이펙트)디자인 실무자 양성",하이미디어아카데미,85,4237080,20,69.5,26.0,08_문화 예술 디자인 방송,디자인
548,797,"시각,편집디자인(포토샵,일러스트,인디자인,GTQ자격)",(주)허브컴퓨터회계아트학원,40,899040,14,45.3,28.0,08_문화 예술 디자인 방송,디자인
549,799,웹디자인&그래픽운용기능사실기자격증,윤성회계캐드컴퓨터학원,50,1123800,15,40.5,23.0,08_문화 예술 디자인 방송,디자인
550,800,반응형 퍼블리싱&웹디자인,(재)부산인재개발원 부산IT교육센터,109,4270440,25,65.0,28.0,08_문화 예술 디자인 방송,디자인
551,801,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,50,1123800,10,43.6,26.0,08_문화 예술 디자인 방송,디자인
552,802,"영상편집&모션그래픽제작(프리미어,에펙)",부산더조은직업전문학교,38,1067610,20,43.8,27.0,08_문화 예술 디자인 방송,영상
553,803,"시각(영상)편집디자인(프리미어, 애프터이펙트) 입문과정",강남 그린컴퓨터아카데미,49,1067610,20,40.6,28.0,08_문화 예술 디자인 방송,디자인
554,805,디지털디자인 웹퍼블리셔 구직자 과정,그린컴퓨터아트학원,97,4270440,20,68.4,25.0,08_문화 예술 디자인 방송,디자인
555,806,"[과정평가형] 실내건축산업기사 취득 과정 (인테리어, 캐드(CAD), 맥스(MAX)) B",강남 그린컴퓨터아카데미,123,4832000,30,66.0,25.0,08_문화 예술 디자인 방송,CAD
556,808,"옥외광고출판디자인(시각디자인,편집디자인)전문가 양성과정 K-1",그린컴퓨터아카데미 부산,98,3820920,20,63.4,26.0,08_문화 예술 디자인 방송,디자인
557,809,2D.3D 게임그래픽 콘텐츠제작 양성 과정,(주)지지스쿨,112,4174770,30,37.8,25.0,08_문화 예술 디자인 방송,게임
558,810,영상편집을 활용한 UIUX디자인,부산나래디자인학원,85,3820920,20,92.3,26.0,08_문화 예술 디자인 방송,디자인
559,811,"영상편집(프리미어,에프터이펙트) 전문가 양성",인천 그린컴퓨터아카데미,37,1629510,20,45.5,25.0,08_문화 예술 디자인 방송,영상
560,812,"디지털영상편집디자인(프리미어,에프터이펙트)",이젠아카데미,56,1573320,20,48.0,26.0,08_문화 예술 디자인 방송,디자인
561,814,"멀티미디어 광고영상콘텐츠(프리미어,에펙,영상편집) B",이젠아카데미평생교육원,136,5234040,25,85.0,24.0,08_문화 예술 디자인 방송,영상
562,816,UI/UX 반응형 웹디자인&웹퍼블리셔(디자인&코딩) 양성과정 (N.06),강남 그린컴퓨터아카데미,96,4270440,20,66.0,26.0,08_문화 예술 디자인 방송,디자인
563,818,(과정평가형 자격)실내건축기사 취득과정 A(실내건축디자인취업과정),그린컴퓨터아트학원,105,5160300,20,76.9,27.0,08_문화 예술 디자인 방송,디자인
564,823,[과정평가형] 웹디자인기능사 취득과정,(주)미래인재개발원,80,3303440,24,23.1,31.0,08_문화 예술 디자인 방송,디자인
565,824,"웹디자인기능사(HTML5,CSS3,JQ) 취득 및 실무양성(A)",인천 그린컴퓨터아카데미,93,3539400,20,72.7,25.0,08_문화 예술 디자인 방송,디자인
566,826,게임원화 전문가 양성과정(2D 그래픽),SBS아카데미게임학원 신촌,93,2305470,25,53.1,24.0,08_문화 예술 디자인 방송,게임
567,827,그래픽디자인(GTQ포토샵+GTQ일러스트),이젠컴퓨터아트학원,24,561900,20,48.1,25.0,08_문화 예술 디자인 방송,디자인
568,829,"시각디자인&옥외광고디자인(일러스트,포토샵,인디자인)",그린컴퓨터아트학원,85,3820920,20,76.9,23.0,08_문화 예술 디자인 방송,디자인
569,830,영상제작,서울방송아카데미,90,3364740,20,62.5,26.0,08_문화 예술 디자인 방송,영상
570,831,"스마트기기 UI/UX디자인(디지털앱, 웹디자인) 양성과정",그린컴퓨터아트학원 안양,101,4270440,20,63.4,28.0,08_문화 예술 디자인 방송,디자인
571,832,스마트디지털UI/UX앱&웹디자인,더조은컴퓨터학원,95,4270440,20,66.2,26.0,08_문화 예술 디자인 방송,디자인
572,834,디지털디자인(그래픽&웹디자인)취업과정,더조은컴퓨터아트학원,90,2809500,20,72.2,25.0,08_문화 예술 디자인 방송,디자인
573,835,게임 프로그래밍 제작 전문가 양성과정,서울게임아트학원,225,4205920,20,50.0,25.0,08_문화 예술 디자인 방송,게임
574,836,게임 캐릭터 콘텐츠 응용 제작 전문가 양성과정,서울게임아트학원,170,4237080,20,50.0,24.0,08_문화 예술 디자인 방송,게임
575,837,"영상제작(기획, 촬영, 편집, 영상그래픽)",방송정보국제교육원,122,5981760,30,70.9,25.0,08_문화 예술 디자인 방송,영상
576,838,[웹디자인] 포토샵&일러스트 GTQ1급 자격증 취득과정,이젠IT컴퓨터아카데미,30,674280,12,52.5,34.0,08_문화 예술 디자인 방송,디자인
577,839,시각디자인 양성 및 컴퓨터그래픽스운용기능사 취득과정,아이씨에이일산컴퓨터학원,102,3820920,30,58.1,25.0,08_문화 예술 디자인 방송,디자인
578,841,방송영상편집&모션,방송정보국제교육원,122,5495040,28,79.9,25.0,08_문화 예술 디자인 방송,영상
579,842,3D프린터활용 및 제품(디자인)설계제작,아성직업전문학교,86,3371400,22,81.0,29.0,08_문화 예술 디자인 방송,디자인
580,843,스마트기기 UI/UX 웹디자인&웹퍼블리셔 실무B,하이미디어컴퓨터디자인학원,101,4270440,25,77.1,28.0,08_문화 예술 디자인 방송,디자인
581,844,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,35.0,08_문화 예술 디자인 방송,포토샵
582,846,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,37.0,08_문화 예술 디자인 방송,일러스트
583,848,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,31.0,08_문화 예술 디자인 방송,포토샵
584,852,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,,08_문화 예술 디자인 방송,디자인
585,853,3D 프린터 기반 제품디자인 실무 양성,(재)한국직업능력교육원(구.열린직업전문학교),101,3933300,25,68.7,33.0,08_문화 예술 디자인 방송,디자인
