,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS,과정,지역1,지역2
14044,RPA를 활용한 빅데이터전문가과정(JAVA・RPA),한국소프트웨어인재개발원,130,10092160,25,84.4,25.0,20_정보통신,빅데이터,서울,금천구
14045,전자정부 표준 프레임워크 기반 풀-스택 개발자 양성과정,(재)대덕인재개발원,155,10619360,25,89.7,25.0,20_정보통신,웹&앱개발자,대전,중구
14046,자바&파이썬 기반 빅데이터 UI 전문가 양성,연세직업전문학교,103,5402160,30,81.6,25.0,20_정보통신,UI/UX개발자,경기,수원시
14047,미래의 예측! 빅데이터와 사물인터넷(IoT),사단법인 한국에듀테크산업협회,28,68310,500,27.8,34.0,20_정보통신,빅데이터,서울,강남구
14048,자바스크립트(JavaScript) 프로그래밍,(사)한국디지털컨버전스협회,28,121770,500,30.0,26.0,20_정보통신,웹&앱개발자,서울,영등포구
14049,[ NCS ] SPA 기반의 스마트 콘텐츠 서비스 개발자 양성과정,인천일보아카데미,119,6258600,30,68.4,24.0,20_정보통신,스마트콘텐츠개발자,인천,미추홀구
14050,웹기반응용SW개발자양성,(주)미래능력개발교육원,126,5810610,30,90.1,23.0,20_정보통신,응용SW개발자,서울,강동구
14051,SW(코딩) 교강사 양성과정,(사)한국디지털컨버전스협회,56,222750,500,30.0,27.0,20_정보통신,코딩교강사,서울,영등포구
14052,스크래치로 배우는 COS 2급(코딩활용능력평가),사단법인 한국에듀테크산업협회,28,62370,500,27.8,59.0,20_정보통신,코딩활용능력평가,서울,강남구
14053,COS PRO 2급 파이썬(전문코딩능력평가),사단법인 한국에듀테크산업협회,28,86130,500,27.8,18.0,20_정보통신,코딩활용능력평가,서울,강남구
14054,"앱(App)의 새로운 바람, 타이젠(Tizen) 프로그래밍",사단법인 한국에듀테크산업협회,28,62370,500,27.8,,20_정보통신,웹&앱개발자,서울,강남구
14055,인공지능을 활용한 이미지 기반 자율주행 시스템 개발자 양성 과정,엔코아 아카데미,120,9746880,25,55.2,27.0,20_정보통신,인공지능,서울,서초구
14056,자바(JAVA) 안드로이드 웹 & 앱 개발자(B),이젠아이티(IT)아카데미학원,115,5929200,30,82.5,25.0,20_정보통신,웹&앱개발자,서울,서초구
14057,UI/UX 반응형 웹디자인&웹퍼블리셔 B,하이미디어아카데미인재개발원,119,6258600,30,71.1,25.0,20_정보통신,UI/UX개발자,서울,종로구
14058,융합서비스 애플리케이션 개발자 양성과정A,코리아IT아카데미,112,5902840,35,73.2,25.0,20_정보통신,융합SW개발자,서울,강남구
14059,클라우드컴퓨팅과 보안솔루션을 활용한 DC 엔지니어 양성,한국정보교육원(구.경원직업전문학교),114,7795970,20,96.0,25.0,20_정보통신,보안전문가,서울,관악구
14060,정보보호시스템 구축 엔지니어 및 관리 운영자 양성과정(1),KH정보교육원 강남지원,140,5533920,30,83.6,23.0,20_정보통신,보안전문가,서울,강남구
14061,인공지능을 활용한 휴먼 포즈 제네레이션 시스템 개발자 양성 과정,엔코아 아카데미,120,9694080,25,55.2,26.0,20_정보통신,인공지능,서울,서초구
14062,"자바(JAVA),파이썬(Python) 활용 빅데이터 UI 전문가 양성과정",강남 그린컴퓨터아카데미,104,5270400,20,68.6,27.0,20_정보통신,UI/UX개발자,서울,강남구
14063,스마트 웹콘텐츠 UI/UX 디자인 & 프론트엔드(React.js)(A),이젠아카데미평생교육원,110,5797440,20,78.1,25.0,20_정보통신,UI/UX개발자,서울,서초구
14064,UI/UX디자인 웹퍼블리셔 & 프론트엔드 개발자 양성과정 (N.08),강남 그린컴퓨터아카데미,114,5929200,20,68.6,27.0,20_정보통신,UI/UX개발자,서울,강남구
14065,모바일 웹디자인 & 프론트엔드,이젠아카데미컴퓨터학원,110,5797440,20,63.0,28.0,20_정보통신,웹&앱개발자,경기,성남시
14066,웹표준 기반 UI/UX엔지니어링 콘텐츠 전문가 양성 B,더조은아카데미,100,5270400,25,70.6,26.0,20_정보통신,UI/UX개발자,서울,강서구
14067,R과 파이썬을 활용한 빅데이터분석 전문가 양성과정(B),케이아이씨캠퍼스학원,90,5273280,30,54.0,25.0,20_정보통신,빅데이터,서울,강남구
14068,스마트웹앱콘텐츠개발자,경영기술개발원교육센터주식회사,125,6588000,30,87.5,35.0,20_정보통신,웹&앱개발자,서울,구로구
14069,[2020년 과정평가형자격]자바(JAVA) 웹개발과정(정보처리산업기사)A,주식회사 이젠컴퓨터아카데미,101,5665600,30,73.5,25.0,20_정보통신,웹&앱개발자,서울,노원구
14070,디지털컨버전스 자바(JAVA)&스프링(Spring)프레임워크 개발자 양성과정-1,그린컴퓨터아카데미 부산,122,5929200,30,70.9,25.0,20_정보통신,융합SW개발자,부산,남구
14071,스마트 콘텐츠 융합 응용SW 엔지니어 양성과정(2),KH정보교육원 강남지원,150,5929200,30,83.6,25.0,20_정보통신,응용SW개발자,서울,강남구
14072,정보보안 엔지니어 및 보안시스템 운영 관리자 양성과정(2),KH정보교육원 강남지원,105,5533920,23,83.6,24.0,20_정보통신,보안전문가,서울,강남구
14073,자바기반 안드로이드 앱 개발_D,더조은컴퓨터아카데미,113,5929200,20,63.8,27.0,20_정보통신,웹&앱개발자,서울,서초구
14074,C와 Java를 활용한 IoT 응용 SW개발자 양성과정(B),에이콘아카데미 종로학원,110,5797440,30,54.7,25.0,20_정보통신,응용SW개발자,서울,중구
14075,Java 프레임웍기반 풀스텍 양성C,코리아IT아카데미,107,5639320,35,73.2,26.0,20_정보통신,웹&앱개발자,서울,강남구
14076,ICT융합 보안엔지니어 양성-A,(재)부산인재개발원 부산직업전문학교,121,5560270,25,70.6,28.0,20_정보통신,융합SW개발자,부산,수영구
14077,침해대응 전문가 양성,대우직업능력개발원,113,5929200,27,80.2,24.0,20_정보통신,보안전문가,서울,중랑구
14078,인공지능서비스 개발자 과정 (NCS),스마트미디어인재개발원,106,11204060,25,86.4,27.0,20_정보통신,인공지능,광주,남구
14079,자바웹프로그래밍개발자양성,(주)미래능력개발교육원,126,5810610,30,90.1,24.0,20_정보통신,웹&앱개발자,서울,성동구
14080,UI/UX 적응형반응형 웹디자인&웹퍼블리셔B,하이미디어아카데미,119,6258600,20,69.6,28.0,20_정보통신,UI/UX개발자,서울,서초구
14081,자바(JAVA)를 활용한 풀스택 융합 SW개발자 양성과정(D),쌍용강북교육센터,110,5797440,24,74.4,25.0,20_정보통신,융합SW개발자,서울,마포구
14082,웹퍼블리셔&프론트엔드 개발-디지털컨버전스,주식회사 이젠컴퓨터아카데미,98,5138640,20,73.5,25.0,20_정보통신,융합SW개발자,서울,노원구
14083,스크래치로 배우는 COS 2급(코딩활용능력평가),사단법인 한국에듀테크산업협회,28,62370,500,27.8,32.0,20_정보통신,코딩활용능력평가,서울,강남구
14084,스마트 콘텐츠 융합 응용SW 엔지니어 양성과정(16),KH정보교육원 강남지원,150,5929200,30,83.6,25.0,20_정보통신,응용SW개발자,서울,강남구
14085,SW(코딩) 교강사 양성과정,(사)한국디지털컨버전스협회,56,222750,500,30.0,,20_정보통신,코딩교강사,서울,영등포구
14086,빅데이터를 활용한 IoT 시스템 개발,멀티캠퍼스,115,14326240,24,62.7,25.0,20_정보통신,빅데이터,서울,강남구
14087,자바스크립트(JavaScript) 프로그래밍,(사)한국디지털컨버전스협회,28,121770,500,30.0,24.0,20_정보통신,웹&앱개발자,서울,영등포구
14088,빅데이터를 활용한 지능형웹(UI/UX) 개발자,한국직업전문학교,105,5533920,19,80.6,28.0,20_정보통신,UI/UX개발자,서울,구로구
14089,서비스 산업 데이터를 활용한 빅데이터 분석 실무,멀티캠퍼스,115,14016200,24,53.1,25.0,20_정보통신,빅데이터,서울,강남구
14090,미래의 예측! 빅데이터와 사물인터넷(IoT),사단법인 한국에듀테크산업협회,28,68310,500,27.8,59.0,20_정보통신,빅데이터,서울,강남구
14091,"앱(App)의 새로운 바람, 타이젠(Tizen) 프로그래밍",사단법인 한국에듀테크산업협회,28,62370,500,27.8,22.0,20_정보통신,웹&앱개발자,서울,강남구
14092,COS PRO 2급 파이썬(전문코딩능력평가),사단법인 한국에듀테크산업협회,28,86130,500,27.8,34.0,20_정보통신,코딩활용능력평가,서울,강남구
14093,딥러닝 기반 AI 엔지니어링,멀티캠퍼스,115,13680400,24,62.7,26.0,20_정보통신,인공지능,서울,강남구
14094,디지털컨버전스 기반 UI/UX Front 전문 개발자 양성과정 A,비트교육센터별관학원,112,5902840,30,73.8,25.0,20_정보통신,UI/UX개발자,서울,서초구
14095,자바기반 웹 개발자 양성,(주)케이지아이티뱅크,120,4743360,30,62.4,26.0,20_정보통신,웹&앱개발자,서울,종로구
14096,융복합 프로젝트형 IoT 서비스 개발,멀티캠퍼스,118,15758190,24,62.7,25.0,20_정보통신,IoT,서울,강남구
14097,[NCS] IoT임베디드 시스템 SW 개발자 양성 과정,한컴아카데미(구로),95,5006880,30,90.5,28.0,20_정보통신,IoT,서울,구로구
14098,융복합 프로젝트형 빅데이터 분석 서비스 개발,멀티캠퍼스,118,16236800,24,53.1,26.0,20_정보통신,빅데이터,서울,강남구
14099,융복합 프로젝트형 AI 서비스 개발,멀티캠퍼스,118,16231130,24,53.1,26.0,20_정보통신,인공지능,서울,강남구
14100,라이다 및 영상인식기반 모빌리티 자율주행 솔루션 실무과정,연희직업전문학교,144,11122580,20,75.0,27.0,20_정보통신,인공지능,인천,서구
14101,빅데이터 활용 자바 파이썬 개발자 양성,아이티윌 부산교육센터,122,6429880,30,62.9,27.0,20_정보통신,빅데이터,부산,부산진구
14102,IoT전문가 양성과정,재단법인 이찬 경북직업전문학교,146,6693400,30,76.0,29.0,20_정보통신,IoT,경북,포항시
14103,스마트 공장 환경구축 및 관리 전문가 양성과정,경북산업직업전문학교,129,12609100,20,65.5,30.0,20_정보통신,스마트콘텐츠개발자,대구,동구
14104,AWS클라우드 아키텍처 설계 및 운영엔지니어 양성,(주)케이지아이티뱅크,120,4744800,27,71.0,27.0,20_정보통신,클라우드,서울,종로구
14105,클라우드시스템 운영관리자 양성,경북산업직업전문학교,131,5995080,25,65.5,26.0,20_정보통신,클라우드,대구,동구
14106,융복합 프로젝트형 클라우드(MSA) 서비스 개발,멀티캠퍼스,118,16098030,24,62.7,25.0,20_정보통신,클라우드,서울,강남구
14107,클라우드 기반의 자바응용 및 빅데이터분석개발자 양성과정(B),케이아이씨캠퍼스학원,110,5797440,30,65.4,24.0,20_정보통신,응용SW개발자,서울,강남구
14108,"디지털컨버전스 기반 BackEnd중심, Framework개발자 양성과정",비트캠프 신촌센터,112,5902840,30,78.5,26.0,20_정보통신,융합SW개발자,서울,마포구
14109,디지털컨버전스 기반 Java 개발자 양성과정,(주)예담직업전문학교,136,7167740,22,51.9,26.0,20_정보통신,융합SW개발자,대구,중구
14110,Java기반 멀티 플랫폼 응용 SW개발자 양성 과정,쌍용교육센터,112,5902840,20,85.2,24.0,20_정보통신,응용SW개발자,서울,강남구
14111,C언어&파이썬&자바기반 디지털컨버전스 A,더조은아카데미,110,5797440,25,70.6,27.0,20_정보통신,융합SW개발자,서울,강서구
14112,UI/UX디자인 웹퍼블리셔 & 프론트엔드 개발자 양성과정 (N.05),강남 그린컴퓨터아카데미,104,5270400,20,68.6,27.0,20_정보통신,UI/UX개발자,서울,강남구
14113,응용SW엔지니어링기반 디지털 컨버전스 SpringMVC 웹 서비스 개발자 양성과정,한국경영원 인재개발원,138,5929200,26,69.8,26.0,20_정보통신,응용SW개발자,광주,북구
14114,융합콘텐츠 개발을 위한 자바전문가 양성과정,(주)인크레파스 융합SW교육센터,113,5929200,20,69.8,26.0,20_정보통신,융합SW개발자,서울,관악구
14115,[NCS]모바일디바이스를 활용한 애플리케이션개발자 양성과정,인천일보아카데미,113,5929200,30,68.4,23.0,20_정보통신,웹&앱개발자,인천,미추홀구
14116,자바(Java) & 스프링(Spring) 프레임워크 개발자 양성과정,그린컴퓨터아카데미 성남,122,5863320,20,81.0,26.0,20_정보통신,웹&앱개발자,경기,성남시
14117,스마트웹&콘텐츠개발(웹&멀티미디어),노동부지정캠퍼스디자인직업전문학교,128,5599800,20,39.1,35.0,20_정보통신,웹&앱개발자,경기,의정부시
14118,전자정부 표준 프레임워크 기반 풀-스택 개발자 양성과정,(재)대덕인재개발원,155,10619360,25,89.7,24.0,20_정보통신,웹&앱개발자,대전,중구
14119,오픈소스기반의 지능형 IoT 융합SW개발,한울직업전문학교,126,8780000,20,68.1,27.0,20_정보통신,융합SW개발자,광주,서구
14120,"빅데이터 전문가 양성과정 (파이썬, R, 하둡)",아이티윌,80,4216320,30,71.0,26.0,20_정보통신,빅데이터,서울,강남구
14121,반응형 자바 웹 개발자 양성,(주)케이지에듀원 아이티뱅크노량진학원,100,5270400,22,62.9,24.0,20_정보통신,웹&앱개발자,서울,동작구
14122,자바(JAVA)를 활용한 풀스택 융합 SW개발자 양성과정(L),쌍용강북교육센터,110,5797440,22,74.4,24.0,20_정보통신,융합SW개발자,서울,마포구
14123,UI/UX웹퍼블리셔 양성과정,춘천직업전문학교,100,4611600,20,70.8,35.0,20_정보통신,UI/UX개발자,강원,춘천시
14124,AWS를 활용한 IoT 서비스 개발자 양성과정,비트교육센터,122,9948360,25,72.1,28.0,20_정보통신,IoT,서울,서초구
14125,응용SW기반 빅데이터UI전문가 양성과정,구디아카데미,125,6588000,24,85.3,24.0,20_정보통신,응용SW개발자,서울,금천구
14126,빅데이터 분석 및 적용을 위한 응용SW 개발자 양성,한국휴렛팩커드(유)교육센터,120,6324480,30,69.2,23.0,20_정보통신,응용SW개발자,서울,서초구
14127,스마트웹&콘텐츠 개발(UI/UX),연세직업전문학교,107,5566860,30,81.6,25.0,20_정보통신,UI/UX개발자,경기,수원시
14128,사물인터넷(IOT)임베디드 응용프로그래머,대우직업능력개발원,113,5929200,27,80.2,26.0,20_정보통신,응용SW개발자,서울,중랑구
14129,ICT보안 전문가 양성,이젠IT컴퓨터아카데미,111,5006880,25,88.9,26.0,20_정보통신,보안전문가,경기,성남시
14130,정보보호시스템 구축 엔지니어 및 관리 운영자 양성과정(3),KH정보교육원 강남지원,105,5533920,30,83.6,25.0,20_정보통신,보안전문가,서울,강남구
14131,(NCS) 모바일&웹 컨텐츠 융합 디지털 컨버전스 양성과정,KH정보교육원 종로지원,109,5744730,30,82.2,24.0,20_정보통신,융합SW개발자,서울,중구
14132,차세대 사물인터넷(IOT)개발자양성,한국직업능력교육원 안산,120,5995080,24,64.9,32.0,20_정보통신,IoT,경기,안산시
14133,미래의 예측! 빅데이터와 사물인터넷(IoT),사단법인 한국에듀테크산업협회,28,68310,500,27.8,27.0,20_정보통신,빅데이터,서울,강남구
14134,자바스크립트(JavaScript) 프로그래밍,(사)한국디지털컨버전스협회,28,121770,500,30.0,33.0,20_정보통신,웹&앱개발자,서울,영등포구
14135,"앱(App)의 새로운 바람, 타이젠(Tizen) 프로그래밍",사단법인 한국에듀테크산업협회,28,62370,500,27.8,23.0,20_정보통신,웹&앱개발자,서울,강남구
14136,SW(코딩) 교강사 양성과정,(사)한국디지털컨버전스협회,56,222750,500,30.0,27.0,20_정보통신,코딩교강사,서울,영등포구
14137,스크래치로 배우는 COS 2급(코딩활용능력평가),사단법인 한국에듀테크산업협회,28,62370,500,27.8,44.0,20_정보통신,코딩활용능력평가,서울,강남구
14138,COS PRO 2급 파이썬(전문코딩능력평가),사단법인 한국에듀테크산업협회,28,86130,500,27.8,34.0,20_정보통신,코딩활용능력평가,서울,강남구
14139,자바웹프로그래밍개발자양성,(주)미래능력개발교육원,126,5810610,30,90.1,26.0,20_정보통신,웹&앱개발자,서울,강동구
14140,스마트 콘텐츠 융합 응용SW 엔지니어 양성과정(21),KH정보교육원 강남지원,111,5850140,30,83.6,26.0,20_정보통신,응용SW개발자,서울,강남구
14141,사물인터넷(IoT) 개발을 위한 임베디드SW엔지니어 양성과정,경북산업직업전문학교,134,6126840,25,65.5,31.0,20_정보통신,IoT,대구,동구
14142,디지털컨버전스 기반 Smart Web & Content 개발자 양성과정,에이아이아카데미학원,112,5902840,30,71.8,26.0,20_정보통신,융합SW개발자,서울,종로구
14143,C언어&파이썬&자바(JAVA)기반 응용SW개발자 양성B,국제컴퓨터아카데미,110,5797440,30,70.7,28.0,20_정보통신,응용SW개발자,서울,관악구
14144,자바&파이썬 기반 멀티 웹 개발자 양성과정(B),쌍용강북교육센터,110,5797440,24,74.4,24.0,20_정보통신,웹&앱개발자,서울,마포구
14145,자바(Java) 웹 개발자 양성과정 (N.01) G,강남 그린컴퓨터아카데미,117,5929200,30,68.6,27.0,20_정보통신,웹&앱개발자,서울,강남구
14146,델파이 활용 빅데이터 UI 전문가 양성과정,에스와이코드전산학원,104,5481210,20,73.0,28.0,20_정보통신,UI/UX개발자,부산,금정구
14147,웹표준기반 스마트UI/UX디자인콘텐츠제작_B,라인컴퓨터아트학원,125,6258600,30,75.7,24.0,20_정보통신,UI/UX개발자,경기,안산시
14148,빅데이터 분석 & 시각화 전문가 양성과정,아이티윌,105,5533920,30,71.0,27.0,20_정보통신,빅데이터,서울,강남구
14149,머신러닝 활용 JAVA 웹 응용 SW 엔지니어 양성과정,넥스트아이티교육센터학원,120,6324480,25,95.5,25.0,20_정보통신,응용SW개발자,대전,중구
14150,자바(JAVA) 안드로이드 웹 & 앱 개발자 C,이젠아카데미평생교육원,139,5929200,20,83.3,26.0,20_정보통신,웹&앱개발자,서울,종로구
14151,자바(JAVA)기반 디지털컨버전스 응용SW개발자 양성과정(A-2),한국소프트웨어인재개발원,112,5902840,32,84.4,27.0,20_정보통신,응용SW개발자,서울,금천구
14152,[디지털컨버전스] 자바(JAVA) 안드로이드 웹 & 앱 개발자,이젠아카데미컴퓨터학원,123,5929200,20,63.0,27.0,20_정보통신,융합SW개발자,경기,성남시
14153,블록체인 플랫폼 운영 정보보안 관리자 양성,한국정보교육원(구.경원직업전문학교),142,8350000,25,96.0,26.0,20_정보통신,보안전문가,서울,관악구
14154,디지털컨버전스 기반 Spring개발자 양성과정,비트캠프 강남학원,112,5902840,30,75.0,25.0,20_정보통신,융합SW개발자,서울,서초구
14155,자바(JAVA)를 활용한 풀스택 융합 SW개발자 양성과정(E),쌍용강북교육센터,110,5797440,24,74.4,25.0,20_정보통신,융합SW개발자,서울,마포구
14156,디지털컨버전스 기반 UI/UX Front 전문 개발자 양성과정 A,비트캠프 신촌센터,112,5902840,30,78.5,26.0,20_정보통신,UI/UX개발자,서울,마포구
14157,[NCS]디지털컨버전스 융합 응용SW 개발자 양성과정,KH정보교육원 종로지원,120,6324480,30,82.2,27.0,20_정보통신,응용SW개발자,서울,중구
14158,UI/UX 웹디자인&웹퍼블리셔 양성과정 A,하이미디어아카데미인재개발원,119,6258600,22,71.1,26.0,20_정보통신,UI/UX개발자,서울,종로구
14159,자바(JAVA)웹&앱 콘텐츠 개발 전문가 양성과정,중앙정보기술인재개발원,119,6258600,30,77.4,27.0,20_정보통신,웹&앱개발자,서울,마포구
14160,Java기반응용SW개발자양성,신한양직업전문학교,113,5066170,20,75.0,28.0,20_정보통신,응용SW개발자,부산,부산진구
14161,인공지능 딥러닝기법을 활용한 빅데이터 분석가 양성과정,(주)솔데스크,132,6917400,30,72.6,25.0,20_정보통신,빅데이터,서울,종로구
14162,ICT 보안/네트워크 엔지니어 양성과정 A,(주)솔데스크,118,5270400,30,72.6,23.0,20_정보통신,보안전문가,서울,종로구
14163,자바(JAVA) 기반 데이터베이스 응용 SW 개발자 양성과정,글로벌아이티(IT)인재개발학원,110,5797440,30,77.5,,20_정보통신,응용SW개발자,서울,관악구
14164,디지털 융합을 위한 오라클 & 자바개발자 양성과정 (디지털컨버전스)-1,아이티윌,112,5902840,30,71.0,26.0,20_정보통신,융합SW개발자,서울,강남구
14165,"풀스택개발자 양성(프론트엔드,백엔드)",(주)하이미디어컴퓨터학원,113,5929200,20,54.5,27.0,20_정보통신,웹&앱개발자,경기,안양시
14166,자바(JAVA) 안드로이드 웹 & 앱 개발자(A),이젠아카데미평생교육원,119,5929200,30,78.1,26.0,20_정보통신,웹&앱개발자,서울,서초구
14167,정보시스템 보안엔지니어링 양성 과정,인천직업능력교육원,100,4611600,27,79.1,25.0,20_정보통신,보안전문가,인천,남동구
14168,정보시스템 진단 및 모의해킹 전문가 양성 과정(5),KH정보교육원 강남지원,105,5522160,30,79.5,25.0,20_정보통신,보안전문가,서울,강남구
14169,모바일 UI/UX 웹퍼블리셔(웹디자인),이젠컴퓨터학원,103,5270400,30,75.0,25.0,20_정보통신,UI/UX개발자,경기,고양시
14170,"앱(App)의 새로운 바람, 타이젠(Tizen) 프로그래밍",사단법인 한국에듀테크산업협회,28,62370,500,27.8,,20_정보통신,웹&앱개발자,서울,강남구
14171,SW(코딩) 교강사 양성과정,(사)한국디지털컨버전스협회,56,222750,500,30.0,45.0,20_정보통신,코딩교강사,서울,영등포구
14172,[ NCS ] 오픈 데이터셋을 활용한 서버 기반의 빅데이터 시각화 전문가 양성,인천일보아카데미,132,5599800,20,68.4,22.0,20_정보통신,빅데이터,인천,미추홀구
14173,자바스크립트(JavaScript) 프로그래밍,(사)한국디지털컨버전스협회,28,121770,500,30.0,28.0,20_정보통신,웹&앱개발자,서울,영등포구
14174,자바 기반 디지털 컨버젼스 개발자 양성과정,그린컴퓨터아카데미 부산,100,5270400,30,70.9,,20_정보통신,융합SW개발자,부산,부산진구
14175,미래의 예측! 빅데이터와 사물인터넷(IoT),사단법인 한국에듀테크산업협회,28,68310,500,27.8,62.0,20_정보통신,빅데이터,서울,강남구
14176,자바(JAVA)&JSP웹 및 임베디드 프로그래밍 개발자 과정(B),영남기술직업전문학교,123,5665680,20,75.0,27.0,20_정보통신,웹&앱개발자,대구,달서구
14177,스크래치로 배우는 COS 2급(코딩활용능력평가),사단법인 한국에듀테크산업협회,28,62370,500,27.8,51.0,20_정보통신,코딩활용능력평가,서울,강남구
14178,COS PRO 2급 파이썬(전문코딩능력평가),사단법인 한국에듀테크산업협회,28,86130,500,27.8,46.0,20_정보통신,코딩활용능력평가,서울,강남구
14179,Java & Python을 활용한 웹 애플리케이션 개발자 양성 과정,쌍용교육센터,118,6219070,22,85.2,23.0,20_정보통신,웹&앱개발자,서울,강남구
14180,Java기반 Back-End개발자 & 정보처리산업기사,인천일보아카데미,134,6345470,30,68.4,23.0,20_정보통신,웹&앱개발자,인천,미추홀구
14181,프런트엔드 프레임워크 자바 웹 개발자,(재)부산인재개발원 부산IT교육센터,134,6126840,25,64.8,26.0,20_정보통신,웹&앱개발자,부산,부산진구
14182,[과정평가형] 정보처리산업기사 자격취득을 위한 응용SW개발자과정,경북산업직업전문학교,121,5948880,25,65.5,26.0,20_정보통신,응용SW개발자,대구,동구
14183,파이썬(Python)활용 디지털컨버전스 SW개발자 양성과정(B-1),한국소프트웨어인재개발원,112,5902840,32,84.4,24.0,20_정보통신,융합SW개발자,서울,금천구
14184,네트워크 및 시스템운영자 양성-A,아이티스쿨정보기술교육원,133,5700900,20,76.9,29.0,20_정보통신,네트워크,대전,서구
14185,빅데이터 UI 전문가 양성과정,그린컴퓨터아카데미,107,5270400,25,69.6,26.0,20_정보통신,UI/UX개발자,울산,남구
14186,"파이썬,R기반 빅데이터플랫폼 개발자 A",더조은아이티아카데미학원,105,5533920,30,64.7,31.0,20_정보통신,빅데이터,서울,종로구
14187,프론트엔드(UI/UX디자인) 웹퍼블리셔 양성과정-A,그린컴퓨터아카데미 신촌,103,5270400,20,88.2,25.0,20_정보통신,UI/UX개발자,서울,마포구
14188,(빅데이터전문가)파이썬(Python) 기반 빅데이터 서비스 플랫폼 SW개발자 과정,중앙정보기술인재개발원,113,5929200,30,75.2,27.0,20_정보통신,빅데이터,서울,강남구
14189,전자정부 프레임워크 자바(JAVA) 개발자 양성,아이티윌 부산교육센터,120,6324480,30,62.9,27.0,20_정보통신,웹&앱개발자,부산,부산진구
14190,스마트컨텐츠 UI/UX 퍼블리싱,한국직업전문학교,88,4611600,20,80.6,27.0,20_정보통신,UI/UX개발자,서울,구로구
14191,해킹보안 전문가 양성,대우직업능력개발원,113,5929200,27,80.2,26.0,20_정보통신,보안전문가,서울,중랑구
14192,(AI활용 소프트웨어 개발 및 응용) 자바와 파이썬활용 빅데이터개발자 과정A,구트아카데미학원,130,6851520,30,75.7,27.0,20_정보통신,응용SW개발자,서울,구로구
14193,(스마트웹&콘텐츠개발)반응형 웹 UI/UX 콘텐츠 제작 전문가(BL)A,더조은아카데미,118,5989320,30,70.6,27.0,20_정보통신,UI/UX개발자,서울,강서구
14194,자바(Java) 기반 디지털컨버전스 개발자 양성과정 A,(주)솔데스크,110,5797440,30,72.6,27.0,20_정보통신,융합SW개발자,서울,종로구
14195,5G기반 스마트웰니스 의료기기 인공지능 로봇틱스,한국IT교육원,164,12186880,20,60.0,29.0,20_정보통신,인공지능,대구,동구
14196,[NCS]웹 기반 빅데이터 시각화 개발자 양성과정,KH정보교육원 강남지원,105,5533920,30,83.6,25.0,20_정보통신,웹&앱개발자,서울,강남구
14197,"자바(JAVA)기반 웹개발자(표준프레임워크,스프링)",이젠아카데미,123,5797440,20,49.2,26.0,20_정보통신,웹&앱개발자,서울,서대문구
14198,자바 파이썬 R을 활용한 빅데이터 전문가 양성과정 B,(주)솔데스크,132,5929200,30,72.6,23.0,20_정보통신,빅데이터,서울,종로구
14199,빅데이터 분석을 활용한 예측&인공지능(AI)모델링,비트교육센터,122,9919080,25,72.1,26.0,20_정보통신,빅데이터,서울,서초구
14200,(디지털컨버전스)디지털 컨버전스기반 융합 응용 SW 개발자 양성과정,KH정보교육원 당산지원,110,5622490,30,72.2,24.0,20_정보통신,응용SW개발자,서울,영등포구
14201,자바기반 안드로이드 앱 개발_B,더조은아이티아카데미학원,113,5929200,20,58.5,25.0,20_정보통신,웹&앱개발자,서울,서대문구
14202,"웹 프로그래밍 개발자 과정 (프론트엔드, 백엔드, 데이터베이스 활용)",연희직업전문학교,95,4611600,20,75.0,27.0,20_정보통신,웹&앱개발자,인천,서구
14203,스마트웹 콘텐츠개발자 양성과정B,한국스마트정보교육원,118,6219070,24,75.0,28.0,20_정보통신,웹&앱개발자,전북,전주시
14204,Java기반 응용SW개발자 과정,중앙직업전문학교,119,4888290,24,66.7,24.0,20_정보통신,응용SW개발자,대구,중구
14205,"빅데이터 분석을 위한 AI(머신러닝,딥러닝)응용소프트웨어 개발자 B",인천더조은컴퓨터아트학원,125,6588000,20,47.2,29.0,20_정보통신,응용SW개발자,인천,부평구
14206,(디지털컨버전스)자바(JAVA) 안드로이드 웹&앱 개발자(BL)A,더조은아카데미,113,5740340,30,70.6,28.0,20_정보통신,융합SW개발자,서울,강서구
14207,디지털컨버전스 자바(JAVA)기반 응용SW엔지니어링 개발자 취업과정,그린컴퓨터아카데미 성남,134,5929200,20,81.0,26.0,20_정보통신,응용SW개발자,경기,성남시
14208,ICT기반 정보시스템 구축 및 보안 운영 관리자 양성 1차,(재)부산인재개발원 부산IT교육센터,126,5685440,25,64.8,29.0,20_정보통신,보안전문가,부산,부산진구
14209,스마트웹&콘텐츠 개발을 위한 UI/UX엔지니어 양성 과정,티아이에스정보기술교육센터학원,104,5270400,20,79.1,24.0,20_정보통신,UI/UX개발자,서울,영등포구
14210,"(정보시스템구축(개발, 운영))정보보안 시스템 구축 및 운영 전문가 양성",아이티윌 부산교육센터,114,5995080,30,62.9,24.0,20_정보통신,보안전문가,부산,부산진구
14211,UI/UX디자인 웹퍼블리셔 & 프론트엔드 개발자 양성과정 (N.11) G,강남 그린컴퓨터아카데미,101,5270400,30,68.6,26.0,20_정보통신,UI/UX개발자,서울,강남구
14212,빅데이터 구축과 분석 기술을 활용한 소프트웨어 개발자 양성 과정,티아이에스정보기술교육센터학원,113,5929200,20,79.1,26.0,20_정보통신,빅데이터,서울,영등포구
