,과정명,학원명,기간,훈련비,정원,취업률,연령대
1096,요양보호사 양성과정,연수요양보호사교육원,30,600000,40,50,54
1097,요양보호사 자격증 취득과정,늘푸른한가족요양보호사교육원,30,540000,35,,58
1098,간호조무사 자격 취득과정,우리간호학원,223,2998960,32,65.3,30
1099,간호조무사 자격취득 과정,대성간호학원,230,2878880,30,,26
1100,요양보호사자격증취득(국가자격증),노아요양보호사교육원,31,570000,40,52,54
1101,간호조무사 국가자격증 취득과정,글로벌간호학원,214,3240640,37,66.7,35
1102,간호조무사 자격 취득과정,검단간호학원,218,2998960,30,61.1,28
1103,간호조무사자격취득과정,새부산간호학원,212,2751200,40,72.4,36
1104,간호조무사 국가자격증 취득과정,미래탑간호학원,217,2998960,40,63.1,38
1105,간호조무사자격취득과정,태백간호조무사학원,205,3458000,15,64.7,30
1106,요양보호사자격증취득과정,익산성모요양보호사교육원,35,650000,35,66,54
1107,요양보호사 자격 취득과정,홍성간호학원부설요양보호사교육원,30,641520,30,40,62
1108,요양보호사 자격취득과정,원주간호학원부설요양보호사교육원,30,600000,30,62.6,52
1109,요양보호사 자격 취득과정(신규반),(주)한동네요양보호사교육원,31,600000,39,,54
1110,간호조무사 자격 취득과정,인제간호학원,209,2903200,40,72.4,30
1111,간호조무사 국가자격증반,수원탑간호학원,215,3268000,26,73.9,43
1112,간호조무사 자격 취득과정,광주간호학원,222,2728400,39,65.5,31
1113,요양보호사 자격취득과정,이천요양보호사교육원,30,630000,32,60.5,54
1114,간호조무사 자격 취득과정,평화간호전문학원,218,2888000,45,72.2,34
1115,요양보호사 자격 취득과정,대성요양보호사교육원,33,600000,36,63.6,60
1116,간호조무사 자격증 취득 교육과정,사당간호학원,205,3359200,30,,44
1117,간호조무사 자격 취득과정,북구동아간호학원,224,2983760,30,70,31
1118,간호조무사 자격 취득과정,미래간호학원,216,2998960,40,68.6,35
1119,요양보호사 자격 취득과정,온수요양보호사교육원,30,480000,40,,53
1120,요양보호사 자격 취득과정,부경요양보호사교육원,33,600000,40,50.9,58
1121,간호조무사 자격 취득과정,익산평화간호전문학원,220,2888000,43,57.7,34
1122,요양보호사 자격 취득과정,제이성모요양보호사교육원,30,650000,30,65,53
1123,요양보호사자격증취득과정,금천요양보호사교육원,30,590400,38,53.5,54
1124,요양보호사 자격증 취득과정,성산요양보호사교육원,35,600000,33,56.8,57
1125,요양보호사자격증취득과정,천안베스트간호학원 부설 요양보호사교육원,33,500400,33,51.3,54
1126,NCS 요양보호사국자격증취득(표준반),(시흥)소래요양보호사교육원,30,450000,40,,58
1127,간호조무사 자격 취득 과정,현대간호학원,221,2888000,30,68.4,31
1128,간호조무사 자격 취득과정,효중기념간호학원,219,3500560,34,75.9,37
1129,간호조무사 국가 자격증 취득과정,연세간호조무사학원,214,2998960,35,83.3,37
1130,요양보호사 자격취득과정,거봉요양보호사교육원,30,480000,30,,56
1131,요양보호사 자격 취득과정,세종고운간호전문학원(부설 세종고운요양보호사 교육원),40,641280,30,64.7,57
1132,요양보호사 자격 취득과정 (사회복지사),진해간호요양보호사교육원,11,250000,30,35.5,46
1133,간호조무사자격과정,메디칼간호학원,219,3192000,20,,36
1134,요양보호사자격취득,공주간호학원부설요양보호사교육원,72,641520,37,78.5,51
1135,간호조무사자격취득교육과정,글로벌영남간호학원,223,2994400,30,71.9,39
1136,간호조무사 자격 취득과정,광산간호전문학원,213,2850000,30,91.7,30
1137,요양보호사 자격 취득과정,연세요양보호사교육원,30,450000,40,45.4,56
1138,간호조무사 자격증 취득과정,메디원간호학원,220,3000480,32,,36
1139,간호조무사 자격증 취득과정,경산유현정간호학원,213,2998960,43,,35
1140,간호조무사 자격증 취득과정,시티간호전문학원,215,2888000,30,68.4,
1141,간호조무사 자격취득과정,주식회사닥터스간호학원,209,2550560,30,,31
1142,간호조무사 자격 취득과정,동대구간호학원,217,2998960,60,,32
1143,요양보호사 자격 취득과정(간호조무사자격증 소지자 과정),천안경희간호학원부설 요양보호사교육원,10,250000,15,72,48
1144,보험심사평가사 자격증 취득과정,테레사간호학원,23,1000000,30,,48
1145,요양보호사 종일반,올인요양보호사교육원,30,499920,34,,55
1146,요양보호사 국가자격증 양성과정,햇빛요양보호사교육원,30,499920,38,66.3,55
1147,요양보호사 자격 취득과정,엔젤요양보호사교육원,42,600000,40,,55
1148,요양보호사자격증취득&취업연계과정(NCS과정),원당간호학원부설요양보호사교육원,32,600000,28,65.5,52
1149,간호조무사 자격증 취득과정,칠곡효성간호학원,223,3000480,30,,32
1150,요양보호사 자격 취득과정(실업자),주식회사 나눔이장기요양센터,30,450000,30,,57
1151,요양보호사 국가자격증 취득과정 (2020년도 실업자),성산요양보호사교육원,30,570000,40,,58
1152,간호조무사 자격 취득과정,영남간호학원,214,2801360,40,75,36
1153,간호조무사 자격증 취득과정,서구동아간호학원,222,2812000,25,60,33
1154,간호조무사 자격 취득과정,북구간호학원,204,3240640,34,,32
1155,요양보호사 자격 취득 과정,아리아요양보호사교육원,30,500160,30,,54
1156,간호조무사자격증취득과정,(주)중앙아카데미-해운대장산간호학원,204,2918400,34,74.3,39
1157,간호조무사 자격 취득과정,당진간호학원,210,2736000,32,74.4,37
1158,간호조무사 자격취득과정,송천탑클래스 간호학원,224,2880400,30,45.5,28
1159,요양보호사 자격증 취득과정(사회복지사 자격증 소지반),광주역요양보호사교육원,12,200000,20,52.2,47
1160,요양보호사 자격취득과정,사하요양보호사교육원,30,640080,40,68.2,50
1161,요양보호사자격증취득과정(이론+실기),실버엔젤요양보호사교육원,30,630000,30,59.1,52
1162,요양보호사양성과정(자격증),거제요양보호사교육원,43,600000,40,50,55
1163,요양보호사자격취득과정,사랑평생교육원 부설 요양보호사교육원,34,600000,40,68.9,52
1164,간호조무사 자격 취득과정 A,안산중앙간호학원,218,3240640,46,71.7,32
1165,요양보호사 자격증 취득 과정,유니스타요양보호사교육원,30,570000,40,55,55
1166,요양보호사 자격 취득과정,중앙간호학원 요양보호사교육원,40,641520,30,53.2,54
1167,요양보호사 자격 취득과정(실업자),강릉요양보호사교육원,33,549840,40,61.2,54
1168,간호조무사 자격 취득과정,중부간호학원,217,2903200,30,64.9,36
1169,요양보호사(자격증 취득과정),효요양보호사교육원,30,641520,30,,53
1170,간호조무사 자격 취득과정,홍성간호학원,204,3755920,30,,32
1171,간호조무사 자격 취득과정,한빛간호조무사학원,225,2964000,37,61.2,39
1172,간호조무사 자격 취득과정,경산화인간호학원,222,2799840,40,60,37
1173,간호조무사 자격증 취득과정,효성간호학원,218,3000480,30,,36
1174,요양보호사자격증취득과정,정암요양보호사교육원,30,600000,38,49.2,59
1175,간호조무사 자격취득과정,화원간호학원,218,2998960,30,67.6,39
1176,간호조무사자격증 취득(이론+실기),제일간호조무사학원,204,3064840,50,75.3,34
1177,요양보호사 자격 취득과정,은혜간호학원 부설 요양보호사교육원,33,700000,30,58,52
1178,간호조무사 자격증 취득과정,칠곡플러스간호학원,215,2989840,42,66.7,31
1179,간호조무사자격증취득과정,거성간호학원 달서점,218,2998960,43,,36
1180,간호조무사 자격증 취득과정,대한간호학원,218,2998960,30,66.7,37
1181,간호조무사자격증취득과정,플러스간호학원반월당점,206,2998960,50,78.6,28
1182,간호조무사자격취득과정,지산간호학원,220,2998960,35,57.9,41
1183,간호조무사자격증취득과정,성모간호학원,221,2888000,38,80,29
1184,요양보호사 자격증 취득과정,평택포도나무 요양보호사 교육원,33,540000,35,49.4,54
1185,요양보호사 자격 취득과정,VIP요양보호사교육원,12,250000,34,,49
1186,요양보호사 자격 취득과정,한성요양보호사교육원,30,480000,35,60,50
1187,요양보호사 자격 취득과정(신규반),(주)한동네요양보호사교육원,50,600000,39,,58
1188,요양보호사자격증취득과정,상록요양보호사교육원,30,510000,35,47.3,55
1189,요양보호사 자격 취득과정,원주간호학원 하이엔(주)분원,31,600000,30,60.7,56
1190,요양보호사 자격증취득과정,참된요양보호사교육원,30,480000,30,,56
1191,요양보호사 자격취득과정,봉동요양보호사교육원,36,641520,30,51.6,50
1192,간호조무사 자격 취득과정,미래요양보호사교육원미래간호조무사학원,204,2850000,40,78.3,32
1193,간호조무사자격취득과정,동두천간호학원,219,2998960,32,73.7,28
1194,간호조무사 자격취득 과정,강릉간호직업전문학원,222,3009600,25,90.9,30
1195,요양보호사 자격 취득과정,희망가득요양보호사교육원,39,640800,40,,51
1196,요양보호사 자격취득과정,행복한요양보호사교육원,30,550080,40,,54
1197,요양보호사 자격 취득과정 - 실업자,(주)엔젤21세기부설엔젤요양보호사교육원,30,450000,35,47.4,56
1198,요양보호사자격취득과정,은혜요양보호사교육원,30,540000,38,44.3,57
1199,간호조무사 자격 취득과정,신동탄간호학원,213,3000480,22,,34
1200,간호조무사취득과정,백제간호쌍촌점학원,229,2895600,30,65,32
1201,간호조무사자격취득과정,천안간호학원,204,2649360,30,,38
1202,요양보호사자격증취득과정,가족사랑광산요양보호사교육원,30,640800,40,45.7,49
1203,요양보호사 자격취득과정,신마산요양보호사교육원,38,552000,30,,57
1204,요양보호사,창원가족요양보호사교육원,34,600000,30,,54
1205,요양보호사 자격취득 과정,성모요양보호사교육원,30,600000,37,57.3,55
1206,간호조무사 자격 취득과정,경산엔젤간호학원,217,2799840,40,80,31
1207,간호조무사자격증취득,광주간호학원,215,3500000,34,82.5,33
1208,간호조무사 자격취득과정,성서간호학원,213,2998960,40,81.8,34
1209,간호조무사 자격 취득과정,경기중앙간호학원,219,2998960,48,81.7,35
1210,간호조무사자격증취득과정,세종둔산간호학원,212,3360720,29,,37
1211,요양보호사지격증취득대비반,마두요양보호사교육원,30,640800,40,54.8,55
1212,간호조무사 자격 취득과정,운천간호학원,213,2760320,30,,31
1213,간호조무사 자격증 취득과정,유현정간호학원,212,2998960,47,69,34
1214,간호조무사자격증 취득과정,마두간호학원,212,3299920,30,76.9,47
1215,요양보호사자격취득(사회복지사자격증반),드림요양보호사교육원,15,250000,29,45.2,45
1216,요양보호사 자격취득과정,새늘요양보호사교육원,30,600000,40,52.8,53
1217,간호조무사 자격 취득과정,동서울본간호학원,220,2888000,50,76.5,37
1218,요양보호사 자격 취득과정,동두천간호학원요양보호사교육원,30,600000,35,65.1,56
1219,요양보호사자격취득과정,범계요양보호사교육원,30,588000,40,50.5,54
1220,요양보호사 국가자격증 취득과정,하단레몬요양보호사교육원,33,600000,40,49.4,58
1221,간호조무사 자격 취득과정,빛고을간호학원,229,2859120,25,,36
1222,간호조무사자격증 취득과정,울산호계간호학원,205,3299920,34,71.4,31
1223,간호조무사 자격 취득과정,김제성모간호학원,222,2850000,33,77.3,31
1224,간호조무사 자격 취득과정,수성간호학원,218,2998960,31,,42
1225,요양보호사 자격증 취득과정,유니스타요양보호사교육원,60,570000,40,55,53
1226,요양보호사1급자격증과정(실업표준반),하양요양보호사교육원,33,600000,36,,53
1227,간호조무사 자격취득과정,영남간호학원,222,2994400,32,73.9,28
1228,간호조무사자격증 취득과정B,수원탑수원역점간호학원,220,3651040,30,66.1,32
1229,요양보호사 자격증 취득과정(비NCS),마산요양보호사교육원,37,600000,25,53.2,57
1230,요양보호사자격취득과정(실업자),익산간호요양보호사교육원,42,641520,40,64.3,55
1231,간호조무사 자격 취득과정,달성간호학원,204,2998960,37,74,35
1232,요양보호사 자격 취득과정(실업자),전주메디칼요양보호사교육원,30,624000,30,53,54
1233,간호조무사 자격 취득과정,성심간호학원,222,2994400,33,76.4,40
1234,요양보호사자격취득과정,가톨릭요양보호사교육원,30,500160,40,,53
1235,간호조무사 자격증 취득과정,달구벌간호학원,210,2998960,40,,39
1236,요양보호사 자격증 취득과정,은행동미즈요양보호사교육원,33,500160,40,,55
1237,요양보호사 자격 취득과정,성신간호학원부설요양보호사교육원,30,600000,40,52.2,55
1238,간호조무사자격취득과정,한빛간호학원,226,2964000,33,69.6,38
1239,간호조무사 자격 취득과정,명문간호학원,211,2998960,46,76.8,37
1240,요양보호사자격과정,부산돌봄요양보호사교육원,30,570000,32,,56
1241,간호조무사국가자격증취득과정,계양간호학원,204,2998960,30,81.5,37
1242,간호조무사 자격 취득과정,진월간호전문학원,230,2850000,30,71.4,35
1243,요양보호사 자격증 취득 과정,산재요양보호사교육원,30,550080,38,52.8,56
1244,요양보호사 자격 취득과정,영남요양보호사교육원,33,640800,40,64.5,54
1245,간호조무사 자격 취득과정,삼성간호학원,217,2998960,42,72.3,31
1246,요양보호사 자격 취득 과정,신탄진성모요양보호사교육원,30,500160,40,,53
1247,요양보호사 자격 취득과정,미소로섬김 요양보호사교육원,37,600000,37,50,55
1248,간호조무사자격증취득과정,제이성모간호전문학원,223,2964000,40,73.7,30
1249,간호조무사 자격 취득과정,온누리간호학원,205,2998960,37,68.6,39
1250,간호조무사자격증취득과취업,하남간호학원,218,2289120,40,76,34
1251,요양보호사자격증 취득과정,주은요양보호사교육원,33,641520,35,55.7,58
1252,간호조무사자격 취득과정,국제간호학원,205,2994400,32,69.2,37
1253,간호조무사자격증취득과정,세종중앙간호학원,204,3119040,30,,42
1254,간호조무사 자격 취득과정,서울간호학원,211,2998960,33,78.3,40
1255,간호조무사 자격증취득과정,용봉간호학원,211,2948800,30,,34
1256,요양보호사 자격 취득과정(비NCS),한세기요양보호사교육원,50,510000,30,55.3,54
1257,간호조무사 국가자격증반,광교간호학원,219,3268000,30,73.3,38
1258,간호조무사 자격 취득과정,연세간호학원,212,2857600,39,73.9,38
1259,요양보호사 자격 취득과정,천안경희간호학원부설 요양보호사교육원,35,450000,15,72,52
1260,간호조무사 자격 취득과정,효성간호보건학원,204,2998960,28,64.1,40
1261,요양보호사 자격 취득과정,안중온누리사랑채요양보호사교육원,30,641520,40,,55
1262,요양보호사 자격 취득과정,안성성심간호학원 부설 요양보호사교육원,33,641520,30,,56
1263,간호조무사 자격 취득과정,유엔간호학원,225,2994400,43,72.2,35
1264,요양보호사 자격 취득,온누리요양보호사교육원,30,450000,35,,54
1265,간호조무사 자격증 취득과정,하이엔주안간호조무사학원,206,2892560,30,,33
1266,NCS 요양보호사 자격 취득과정,인천일신요양보호사교육원,32,570000,40,62.2,53
1267,간호조무사자격증취득과정,플러스간호학원,204,2998960,53,75.9,36
1268,건강보험청구심사통합과정,메디아이잠실보험학원,20,740000,19,60.9,32
1269,요양보호사 자격 취득과정,참사랑요양보호사교육원,35,600000,40,,54
1270,요양보호사 취득과정,현대요양보호사교육원,30,638400,25,55.1,51
1271,요양보호사 자격취득과정,섬기미요양보호사교육원,35,640080,40,52,57
1272,간호조무사 자격 취득과정B,용인간호학원,204,2888000,18,86.8,39
1273,간호조무사 자격 취득과정,제일간호학원,204,2918400,30,83.1,32
1274,간호조무사 자격증 취득과정,시티간호전문학원,214,2888000,30,68.4,37
1275,요양보호사주간반,화정요양보호사 교육원,30,550080,40,,56
1276,요양보호사 자격취득과정,이천요양보호사교육원,60,630000,32,60.5,55
1277,간호조무사 자격증 취득과정,고려간호조무사학원,204,2989840,34,86.2,33
1278,간호조무사자격취득과정,주식회사 은행동미즈간호학원,193,2489760,31,75,29
1279,요양보호사자격증취득(취업성공),노아요양보호사교육원,31,570000,21,52,58
1280,요양보호사 자격취득 교육과정(사회복지사 자격증 소지자반),더큰요양보호사교육원,12,250000,38,53.3,46
1281,(구직자) 요양보호사 자격 취득과정,조은요양보호사교육원,30,570000,40,47.3,55
1282,간호조무사 자격 취득과정,메디칼간호학원,204,2900160,24,76.5,28
1283,요양보호사 자격 취득과정,미래간호학원부설요양보호사교육원,33,640080,40,53.2,54
1284,요양보호사 자격취득과정 NCS-20,경인요양보호사교육원,31,640080,40,56.2,54
1285,요양보호사 자격 취득과정,경북요양보호사교육원,37,600000,40,50.6,57
1286,요양보호사 자격취득과정,열린요양보호사교육원,50,540000,40,56,56
1287,요양보호사 자격 취득과정,화원요양보호사교육원,41,640080,40,53.2,52
1288,요양보호사 자격 취득과정,세계로요양보호사교육원,33,641520,37,37.9,54
1289,간호조무사 자격 취득과정,밀양간호학원,204,2796800,30,64.3,35
1290,요양보호사 자격 취득 과정,행복요양보호사교육원,30,540000,40,51.4,54
1291,간호조무사 자격 취득과정,남구동아간호학원,225,2983760,30,65,30
1292,요양보호사 자격 취득과정,포천요양보호사교육원,37,510000,34,50,56
1293,간호조무사 자격증 과정,안산대한간호학원,203,3230000,38,72.9,30
1294,간호조무사 자격 취득과정,동광주간호학원,217,2964000,25,70.4,37
1295,요양보호사 자격증 취득 과정,경북베델요양보호사교육원,50,640080,35,42.3,53
1296,간호조무사 자격 취득과정,은혜간호학원,204,3717920,30,47.8,36
1297,요양보호사 자격증 취득과정(신규자),효성요양보호사교육원,32,540000,40,53.2,52
1298,요양보호사 자격 취득과정,나이팅게일간호학원부설요양보호사교육원,30,500160,39,48,55
1299,요양보호사자격증취득과정,동부케어요양보호사교육원,30,600000,30,43,51
1300,NCS요양보호사자격증취득 표준반(240시간),경포요양보호사교육원,30,580080,40,,56
1301,요양보호사 자격증 취득 과정,경북베델요양보호사교육원,49,640080,35,42.3,56
1302,간호조무사 자격 취득과정,동인간호학원,204,2998960,30,,47
1303,요양보호사 자격취득 과정,은평요양보호사교육원,30,510000,38,,58
1304,요양보호사 자격증 취득 교육과정,사당요양보호사교육원,30,538800,29,,56
1305,요양보호사 자격 취득과정,안성의료복지사회적협동조합 부설 안성요양보호사교육원,30,650000,30,60.9,57
1306,요양보호사자격취득과정,베스트요양보호사교육원,30,640080,35,42.3,53
1307,요양보호사 자격증 취득 과정,유니스타요양보호사교육원,30,570000,40,55,51
1308,요양보호사 자격취득과정,자은간호학원 부설 요양보호사 교육원,40,450000,30,63.6,53
1309,요양보호사 자격 취득과정,군산성모간호전문학원부설 요양보호사교육원,30,641520,40,59.3,54
1310,간호조무사 자격증취득,영통경기간호학원,201,3500560,34,85.4,37
1311,"요양보호사 양성과정(간호조무사,물리치료사,작업치료사 자격취득자)",부천중부요양보호사교육원,12,200000,40,52.4,46
1312,요양보호사 자격 취득과정,서울영등포요양보호사교육원,30,540000,28,,56
1313,(일반고 특화) 간호조무사 자격 취득과정,스타메디간호학원,206,4900270,36,73.7,17
1314,요양보호사 자격 취득 과정(사회복지사 자격증 보유자),다원요양보호사교육원,12,250000,37,60.2,53
1315,(국가공인)요양보호사 자격 취득 과정,창원행복요양보호사교육원,30,510000,40,41.7,53
1316,요양보호사 자격 취득과정,로뎀요양보호사교육원,30,520080,20,,58
1317,요양보호사 자격 취득 과정,e-한나요양보호사교육원,30,540000,40,62.5,56
1318,요양보호사 자격증 취득 과정,나눔요양보호사교육원,30,624000,28,43.4,48
1319,간호조무사 자격 취득 과정,동남간호조무사학원,219,3260400,32,82,38
1320,요양보호사 자격 취득과정,의정부제일요양보호사교육원,30,540000,40,,57
1321,요양보호사자격증 취득,새고려요양보호사교육원,30,600000,30,50,57
1322,요양보호사 자격취득과정(주간반),안양온누리요양보호사교육원,30,510000,40,,58
1323,간호조무사 자격 취득과정,부천중동간호학원,200,2888000,48,81.3,36
1324,요양보호사자격증취득과정,부산해운대요양보호사교육원,35,600000,40,62.7,55
1325,요양보호사 자격증 취득과정,신천요양보호사교육원,59,640800,38,50.4,56
1326,요양보호사국가자격증취득,수원누네요양보호사교육원,35,510000,27,,54
1327,요양보호사 자격증 취득과정,가족요양보호사교육원,30,450000,35,64.7,56
1328,요양보호사양성,제일요양보호사교육원,50,699840,40,43.5,50
1329,요양보호사자격증과정,포항요양보호사교육원,30,540000,40,45.9,54
1330,요양보호사자격취득과정,엠마오요양보호사교육원,30,510000,40,53.5,53
1331,요양보호사 자격증 취득과정,대신요양보호사교육원,30,480000,30,52.3,58
1332,요양보호사 자격 취득과정,안양벧엘요양보호사교육원,30,550000,30,60.9,57
1333,요양보호사 자격취득과정,열린요양보호사교육원,30,540000,40,56,55
1334,요양보호사 자격 취득과정,가람요양보호사 교육원 수원지점,30,540000,30,,46
1335,요양보호사 자격취득과정,전국고용요양보호사교육원,30,540000,40,54.9,56
1336,요양보호사자격증 취득과정,우리요양보호사교육원,30,550080,40,,52
1337,요양보호사양성과정,온누리요양보호사교육원,30,510000,40,,55
1338,요양보호사 자격증 취득과정,풍성한요양보호사교육원,30,510000,32,47.6,54
1339,요양보호사 자격취득과정,새소망전국요양보호사교육원,40,450000,40,62.9,56
1340,요양보호사자격증취득과정,마음모아요양보호사교육원,30,499920,40,59.1,55
1341,간호조무사자격증취득과정,굿모닝간호학원,211,2998960,36,,31
1342,요양보호사 자격 취득과정,구미간호학원부설요양보호사교육원,37,549840,24,49,52
1343,요양보호사 자격 취득과정,명성요양보호사교육원,30,499920,37,52.4,59
1344,요양보호사 자격증 취득과정,구미요양보호사교육원,30,600000,40,49.1,50
1345,요양보호사 자격증 취득과정,안산조은요양보호사교육원,30,510000,35,,54
1346,간호조무사자격취득과정,이천간호학원,204,3960000,20,84.6,29
1347,간호조무사 자격증 취득과정,신갈간호학원,204,3040000,30,78.9,38
1348,요양보호사 자격취득과정(실업자),꽃담요양보호사교육원,37,600000,30,55.9,56
1349,요양보호사 자격 취득 과정,계양온누리요양보호사교육원,30,540000,40,,56
1350,간호조무사 과정,춘해간호조무학원,213,2900160,32,69.5,39
1351,간호조무사 자격증 취득과정,김포양곡간호학원,219,3120560,31,77.8,36
1352,간호조무사 자격 취득과정,복음간호학원,196,2998960,52,71.2,34
1353,요양보호사 자격증 취득과정,수도요양보호사교육원,30,450000,40,,55
1354,요양보호사(표준)주간과정,평화요양보호사교육원,30,600000,30,52.2,54
1355,요양보호사 자격 취득과정,병점길요양보호사교육원,30,540000,34,,53
1356,차이나는 클래스- 간호조무사 자격반,울산간호학원,205,3299920,20,83.1,34
1357,요양보호사자격취득과정,마창행복요양보호사교육원,30,600000,40,54.5,53
1358,간호조무사 국가자격취득과정,울산호계간호학원,205,3299920,20,71.4,39
1359,요양보호사자격취득과정,아름다운요양보호사교육원,30,499200,35,58.2,54
1360,병원코디네이터&상담실장 양성과정,한국종합교육원,20,554300,15,,32
1361,요양보호사 자격 취득과정,서수원간호학원부설서수원요양보호사교육원,30,500000,35,54.4,55
1362,요양보호사 자격 취득과정,호남제일간호학원부설요양보호사교육원,36,641520,30,72,54
1363,요양보호사 국가 자격증 취득과정,삼성중앙요양보호사교육원,30,499920,30,,56
1364,요양보호사취득과정,광주역요양보호사교육원,33,600000,36,52.2,56
1365,간호조무사자격증취득,메타간호학원,192,2998960,50,80,37
1366,요양보호사 자격 취득과정,성심요양보호사교육원,30,600000,35,71.6,57
1367,간호조무사 자격 취득과정,베스트간호학원,202,3230000,30,,35
1368,요양보호사 자격증 취득과정,동수원대한요양보호사교육원,30,499200,40,,54
1369,요양보호사국가자격과정,포항한국간호전문학원 부설 한국요양보호사교육원,30,550080,35,51.6,51
1370,요양보호사 자격증 취득과정,어르신사랑요양보호사교육원,30,540000,34,66,55
1371,요양보호사(표준)주간과정,익산평화요양보호사교육원,30,641280,25,47.5,55
1372,간호조무사 자격 취득과정,미래간호학원,206,2888000,30,63.6,35
1373,요양보호사 자격 취득과정,진해간호요양보호사교육원,33,630000,30,35.5,54
1374,요양보호사국가자격증취득과정,(주)편안한요양보호사교육원,30,549840,30,,64
1375,요양보호사자격증취득과정,정암요양보호사교육원,30,600000,38,49.2,56
1376,요양보호사 자격증 취득과정,충주요양보호사교육원,32,600000,38,63.7,57
1377,요양보호사 자격 취득과정,민들레요양보호사교육원,35,600000,37,63.2,53
1378,간호조무사 자격 취득과정,덕진간호학원,213,2888000,30,68.6,29
1379,간호조무사 자격 취득과정,남구간호학원,206,3240640,40,62.5,35
1380,요양보호사 자격 취득과정,프레이즈요양보호사교육원,30,451200,25,49.4,59
1381,요양보호사자격증취득과정,집으로요양보호사교육원,30,600000,34,57.3,56
1382,요양보호사 자격 취득과정(주간반),한양요양보호사교육원,30,480000,40,47,56
1383,요양보호사자격취득,김해사랑요양보호사교육원,30,600000,40,49.2,52
1384,요양보호사국가자격증취득과정,참사랑요양보호사교육원,30,600000,40,63,55
1385,간호조무사자격취득과정B,늘푸른간호병원코디네이터학원,204,2964000,33,75.3,39
1386,요양보호사 자격 취득과정,이레요양보호사교육원,36,510000,36,50.2,56
1387,요양보호사 자격증 취득과정,행복나눔요양보호사교육원,30,504000,33,64.6,56
1388,요양보호사 자격증 취득과정,진해보금요양보호사교육원,30,600000,40,45.7,52
1389,"요양보호사자격취득과정(신규,2019-2)",미래요양보호사교육원,34,640800,40,54.3,55
1390,병원코디네이터 및 상담실장양성과정,아바평생교육원,22,609730,11,56.4,31
1391,요양보호사자격취득과정(사회복지사),(주)해피요양보호사교육원,10,250000,40,,49
1392,NCS요양보호사 국가자격증과정,부모사랑요양보호사교육원,30,600000,24,68.9,54
1393,요양보호사 자격 취득과정 (주간),강릉직업전문학교부설 요양보호사교육원,42,549840,30,56.9,53
1394,요양보호사 자격 취득과정,가온요양보호사교육원,30,600000,30,,58
1395,요양보호사자격증 취득과정,샘물요양보호사교육원,39,641520,32,69.4,48
1396,요양보호사 자격 취득과정,신포항요양보호사교육원,33,552000,40,62.9,56
1397,요양보호사 자격증 취득과정,한빛요양보호사교육원,30,499920,30,47.3,54
1398,요양보호사 자격 취득과정,사랑나눔요양보호사교육원,30,480000,35,,54
1399,요양보호사자격취득과정,세종중앙간호학원부설요양보호사교육원,37,680000,27,,55
1400,요양보호사 자격 취득과정,김해중앙복지전문학원부설요양보호사교육원,30,641520,29,,55
1401,요양보호사자격취득과정,햇빛요양보호사교육원,52,550080,36,66.3,58
1402,요양보호사 자격증 취득과정,성산요양보호사교육원,30,600000,33,56.8,57
1403,요양보호사 자격증 취득과정,시니어케어요양보호사교육원,30,510000,33,,59
1404,간호조무사 자격 취득과정,은혜간호조무사학원,212,2964000,30,79.3,39
1405,요양보호사 자격취득과정,수원행복 요양보호사 교육원,30,480000,40,58.7,55
1406,요양보호사자격증취득,새희망요양보호사교육원,33,540000,33,55.2,60
1407,요양보호사 국가자격증 취득과정,굿모닝요양보호사교육원,30,528000,30,,59
1408,요양보호사자격취득과정,금빛요양보호사교육원,30,500160,40,46.9,55
1409,요양보호사 자격 취득과정,일등요양보호사교육원,30,450000,30,50.7,54
1410,요양보호사 자격 취득과정,성모요양보호사교육원,30,550000,33,46.6,57
1411,간호조무사 자격 취득과정,석계간호조무사학원,204,2964000,30,73.3,36
1412,NCS 요양보호사 자격증 취득과정,천사요양보호사교육원,30,630000,35,61.4,56
1413,요양보호사 자격 취득과정,엘림평생요양보호사교육원,30,641520,33,,56
1414,요양보호사 자격 취득과정,효경요양보호사교육원,30,570000,33,,54
1415,요양보호사 국가자격증취득 & 취업 연계과정,온양요양보호사교육원,33,529920,28,57.1,54
1416,Basic NCS 요양보호사 양성과정,인천일신요양보호사교육원,32,570000,40,62.2,52
1417,간호조무사 자격증 취득과정,사창미즈간호학원,193,2964000,31,73.6,28
1418,간호조무사자격취득및취업과정,구리간호학원,204,2857600,40,83.3,31
1419,요양보호사 자격 취득과정,서일간호학원부설요양보호사교육원,33,650000,34,56.6,49
1420,간호조무사,순천간호학원,204,2216160,25,61.9,32
1421,요양보호사 자격 취득과정,서면삼성실버요양보호사교육원,44,640080,38,54,54
1422,요양보호사 자격취득과정(NCS과정),호남간호요양보호사교육원,30,641520,22,41.3,50
1423,요양보호사 자격 취득과정,성모요양보호사교육원,64,550000,33,46.6,57
1424,간호조무사자격증 취득과정,평택보건간호학원,204,3301440,30,76.3,38
1425,요양보호사 자격증 취득과정,종로요양보호사교육원,58,641280,37,67.6,55
1426,요양보호사양성,제일요양보호사교육원,60,699840,40,43.5,52
1427,요양보호사자격증 취득과정,한국실버요양보호사교육원,30,468000,30,50.5,56
1428,요양보호사자격증취득과정,성모간호학원부설요양보호사교육원,33,600000,40,64.1,55
1429,요양보호사 자격증취득과정,고려요양보호사교육원,30,650000,20,,55
